"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_x"	"q_to_switch"
19	0.728699205798442	14	24	"Heart"	0.7	3
20	0.707047619047619	14	24	"Heart"	0.7	3
21	0.68	12	24	"Heart"	0.7	3
22	0.726014830670438	15	24	"Heart"	0.7	3
23	0.675396825396825	15	24	"Heart"	0.7	3
24	0.70909985615868	15	24	"Heart"	0.7	3
25	0.745833333333333	15	24	"Heart"	0.7	3
26	0.766302270468619	12	24	"Heart"	0.7	3
27	0.739959155888359	20	24	"Heart"	0.7	3
28	0.728288124002735	13	24	"Heart"	0.7	3
29	0.685125612745098	15	24	"Heart"	0.7	3
30	0.753446691176471	20	24	"Heart"	0.7	3
1	0.70238741182854	15	25	"Heart"	0.7	3
2	0.71074315920398	18	25	"Heart"	0.7	3
3	0.698666666666667	18	25	"Heart"	0.7	3
4	0.748018208931795	16	25	"Heart"	0.7	3
5	0.739959155888359	17	25	"Heart"	0.7	3
6	0.717118759972646	14	25	"Heart"	0.7	3
7	0.755059342665855	14	25	"Heart"	0.7	3
8	0.740213809179326	16	25	"Heart"	0.7	3
9	0.703362751065125	15	25	"Heart"	0.7	3
10	0.713846153846154	13	25	"Heart"	0.7	3
11	0.727651515151515	18	25	"Heart"	0.7	3
12	0.733333333333333	15	25	"Heart"	0.7	3
13	0.661442483262325	14	25	"Heart"	0.7	3
14	0.733992034313726	16	25	"Heart"	0.7	3
15	0.699601715686274	16	25	"Heart"	0.7	3
16	0.6643954879249	14	25	"Heart"	0.7	3
17	0.690314196162373	15	25	"Heart"	0.7	3
18	0.695371862767672	14	25	"Heart"	0.7	3
19	0.739816542288557	17	25	"Heart"	0.7	3
20	0.704865556978233	15	25	"Heart"	0.7	3
21	0.717757221927364	16	25	"Heart"	0.7	3
22	0.776306700437486	14	25	"Heart"	0.7	3
23	0.723644981270545	17	25	"Heart"	0.7	3
24	0.636916137909946	15	25	"Heart"	0.7	3
25	0.726881637082397	13	25	"Heart"	0.7	3
26	0.724952380952381	17	25	"Heart"	0.7	3
27	0.721739130434783	18	25	"Heart"	0.7	3
28	0.705204517704518	15	25	"Heart"	0.7	3
29	0.691464552238806	15	25	"Heart"	0.7	3
30	0.706060606060606	18	25	"Heart"	0.7	3
1	0.757740934211522	14	26	"Heart"	0.7	3
2	0.704347826086957	17	26	"Heart"	0.7	3
3	0.704230769230769	15	26	"Heart"	0.7	3
4	0.728094362745098	15	26	"Heart"	0.7	3
5	0.704656116859404	15	26	"Heart"	0.7	3
6	0.70238741182854	14	26	"Heart"	0.7	3
7	0.764346764346764	16	26	"Heart"	0.7	3
8	0.757044188054313	16	26	"Heart"	0.7	3
9	0.725528849799075	20	26	"Heart"	0.7	3
10	0.780553627881872	15	26	"Heart"	0.7	3
11	0.735099082427327	14	26	"Heart"	0.7	3
12	0.798055555555556	12	26	"Heart"	0.7	3
13	0.752442002442002	17	26	"Heart"	0.7	3
14	0.746629901960784	17	26	"Heart"	0.7	3
15	0.709402377972466	15	26	"Heart"	0.7	3
16	0.738892270237371	13	26	"Heart"	0.7	3
17	0.74210765387236	19	26	"Heart"	0.7	3
18	0.713190649666059	19	26	"Heart"	0.7	3
19	0.670064336097977	15	26	"Heart"	0.7	3
20	0.691636308439587	16	26	"Heart"	0.7	3
21	0.726927747419551	14	26	"Heart"	0.7	3
22	0.763239875389408	15	26	"Heart"	0.7	3
23	0.617673992673993	15	26	"Heart"	0.7	3
24	0.721428025380323	15	26	"Heart"	0.7	3
25	0.727272727272727	16	26	"Heart"	0.7	3
26	0.71880706025563	16	26	"Heart"	0.7	3
27	0.748042787380823	13	26	"Heart"	0.7	3
28	0.696761904761905	12	26	"Heart"	0.7	3
29	0.725074833064702	16	26	"Heart"	0.7	3
30	0.744325248756219	18	26	"Heart"	0.7	3
1	0.694418676561534	18	27	"Heart"	0.7	3
2	0.722411315331669	13	27	"Heart"	0.7	3
3	0.699178332318929	17	27	"Heart"	0.7	3
4	0.733834827144686	15	27	"Heart"	0.7	3
5	0.703737745098039	17	27	"Heart"	0.7	3
6	0.732163209482562	14	27	"Heart"	0.7	3
7	0.711193568336425	13	27	"Heart"	0.7	3
8	0.723238095238095	14	27	"Heart"	0.7	3
9	0.700769230769231	17	27	"Heart"	0.7	3
10	0.740946439440049	16	27	"Heart"	0.7	3
11	0.749615384615385	15	27	"Heart"	0.7	3
12	0.732692307692308	16	27	"Heart"	0.7	3
13	0.714437046004843	15	27	"Heart"	0.7	3
14	0.780864924260262	16	27	"Heart"	0.7	3
15	0.732371794871795	14	27	"Heart"	0.7	3
16	0.726932191728461	14	27	"Heart"	0.7	3
17	0.71501272264631	13	27	"Heart"	0.7	3
18	0.754174256223437	16	27	"Heart"	0.7	3
19	0.695384615384615	17	27	"Heart"	0.7	3
20	0.735102843315184	15	27	"Heart"	0.7	3
21	0.715399610136452	16	27	"Heart"	0.7	3
22	0.736050349220969	14	27	"Heart"	0.7	3
23	0.761409678159162	15	27	"Heart"	0.7	3
24	0.780797101449275	21	27	"Heart"	0.7	3
25	0.759002236101473	15	27	"Heart"	0.7	3
26	0.747678256197713	14	27	"Heart"	0.7	3
27	0.769565217391304	13	27	"Heart"	0.7	3
28	0.721610727850554	14	27	"Heart"	0.7	3
29	0.716681985294118	16	27	"Heart"	0.7	3
30	0.715992438563327	16	27	"Heart"	0.7	3
1	0.702307692307692	17	28	"Heart"	0.7	3
2	0.741708385481852	13	28	"Heart"	0.7	3
3	0.727504638218924	13	28	"Heart"	0.7	3
4	0.729924242424242	13	28	"Heart"	0.7	3
5	0.727876275999693	13	28	"Heart"	0.7	3
6	0.716068167985393	16	28	"Heart"	0.7	3
7	0.768939393939394	16	28	"Heart"	0.7	3
8	0.747882637628554	17	28	"Heart"	0.7	3
9	0.713636363636364	20	28	"Heart"	0.7	3
10	0.723301719484926	14	28	"Heart"	0.7	3
11	0.757760194765673	15	28	"Heart"	0.7	3
12	0.810196793556721	14	28	"Heart"	0.7	3
13	0.733766233766234	14	28	"Heart"	0.7	3
14	0.765904761904762	16	28	"Heart"	0.7	3
15	0.707782279642229	16	28	"Heart"	0.7	3
16	0.708333333333333	15	28	"Heart"	0.7	3
17	0.711107554417414	14	28	"Heart"	0.7	3
18	0.667260595951171	14	28	"Heart"	0.7	3
19	0.715444688755781	16	28	"Heart"	0.7	3
20	0.706685172334027	14	28	"Heart"	0.7	3
21	0.698685857321652	15	28	"Heart"	0.7	3
22	0.752450980392157	17	28	"Heart"	0.7	3
23	0.713395638629283	15	28	"Heart"	0.7	3
24	0.718579234972678	15	28	"Heart"	0.7	3
25	0.691942401960784	15	28	"Heart"	0.7	3
26	0.723366910866911	15	28	"Heart"	0.7	3
27	0.666287188828172	18	28	"Heart"	0.7	3
28	0.753704125826305	16	28	"Heart"	0.7	3
29	0.752565298507463	13	28	"Heart"	0.7	3
30	0.700060785654586	15	28	"Heart"	0.7	3
1	0.758076923076923	18	29	"Heart"	0.7	3
2	0.720848595848596	14	29	"Heart"	0.7	3
3	0.792893725992318	16	29	"Heart"	0.7	3
4	0.731159200968523	13	29	"Heart"	0.7	3
5	0.769933049300061	16	29	"Heart"	0.7	3
6	0.649670679082444	15	29	"Heart"	0.7	3
7	0.742297989450348	15	29	"Heart"	0.7	3
8	0.773942009236127	14	29	"Heart"	0.7	3
9	0.712720632988436	15	29	"Heart"	0.7	3
10	0.706573133865592	19	29	"Heart"	0.7	3
11	0.73842965691918	16	29	"Heart"	0.7	3
12	0.728703201302225	20	29	"Heart"	0.7	3
13	0.728041742430232	13	29	"Heart"	0.7	3
14	0.665660117728002	19	29	"Heart"	0.7	3
15	0.626153846153846	13	29	"Heart"	0.7	3
16	0.657396854342375	15	29	"Heart"	0.7	3
17	0.720834297170175	15	29	"Heart"	0.7	3
18	0.750234668335419	16	29	"Heart"	0.7	3
19	0.720834297170175	18	29	"Heart"	0.7	3
20	0.736538461538462	13	29	"Heart"	0.7	3
21	0.729166666666667	20	29	"Heart"	0.7	3
22	0.695619047619048	18	29	"Heart"	0.7	3
23	0.758398910411622	16	29	"Heart"	0.7	3
24	0.670782050301965	21	29	"Heart"	0.7	3
25	0.742656153370439	15	29	"Heart"	0.7	3
26	0.736702740041446	16	29	"Heart"	0.7	3
27	0.694463721181278	15	29	"Heart"	0.7	3
28	0.739077577691665	15	29	"Heart"	0.7	3
29	0.775045955882353	15	29	"Heart"	0.7	3
30	0.785692401960784	16	29	"Heart"	0.7	3
1	0.712167070217918	14	30	"Heart"	0.7	3
2	0.77482608363275	18	30	"Heart"	0.7	3
3	0.760760073260073	16	30	"Heart"	0.7	3
4	0.742307692307692	14	30	"Heart"	0.7	3
5	0.693181818181818	17	30	"Heart"	0.7	3
6	0.760869565217391	15	30	"Heart"	0.7	3
7	0.725274725274725	13	30	"Heart"	0.7	3
8	0.686912315572204	13	30	"Heart"	0.7	3
9	0.676729123294009	17	30	"Heart"	0.7	3
10	0.748621323529412	14	30	"Heart"	0.7	3
11	0.702588848039216	15	30	"Heart"	0.7	3
12	0.727581155062071	15	30	"Heart"	0.7	3
13	0.738967928623101	16	30	"Heart"	0.7	3
14	0.692692307692308	15	30	"Heart"	0.7	3
15	0.767014914073738	16	30	"Heart"	0.7	3
16	0.732400339270568	15	30	"Heart"	0.7	3
17	0.730098441981242	17	30	"Heart"	0.7	3
18	0.71286376415166	16	30	"Heart"	0.7	3
19	0.712692307692308	14	30	"Heart"	0.7	3
20	0.739850427350427	14	30	"Heart"	0.7	3
21	0.711436170212766	17	30	"Heart"	0.7	3
22	0.732202489374621	15	30	"Heart"	0.7	3
23	0.74898310387985	15	30	"Heart"	0.7	3
24	0.672912329400879	13	30	"Heart"	0.7	3
25	0.728160607704829	17	30	"Heart"	0.7	3
26	0.665445665445665	15	30	"Heart"	0.7	3
27	0.689874387254902	14	30	"Heart"	0.7	3
28	0.716329775153305	14	30	"Heart"	0.7	3
29	0.692795299938157	14	30	"Heart"	0.7	3
30	0.684782608695652	15	30	"Heart"	0.7	3
1	0.512144344205413	1	1	"Heart"	1	1
2	0.697278124759041	1	1	"Heart"	1	1
3	0.531619047619048	1	1	"Heart"	1	1
4	0.520729036295369	1	1	"Heart"	1	1
5	0.512518640609057	1	1	"Heart"	1	1
6	0.537468905472637	1	1	"Heart"	1	1
7	0.521578907377859	1	1	"Heart"	1	1
8	0.53099876314162	1	1	"Heart"	1	1
9	0.542887425240366	1	1	"Heart"	1	1
10	0.495643457475519	1	1	"Heart"	1	1
11	0.55	1	1	"Heart"	1	1
12	0.528666820170389	1	1	"Heart"	1	1
13	0.513064316635745	1	1	"Heart"	1	1
14	0.48280758308389	1	1	"Heart"	1	1
15	0.534285714285714	1	1	"Heart"	1	1
16	0.503026634382567	1	1	"Heart"	1	1
17	0.485186890782101	1	1	"Heart"	1	1
18	0.540824142156863	1	1	"Heart"	1	1
19	0.513493715783792	1	1	"Heart"	1	1
20	0.472952380952381	1	1	"Heart"	1	1
21	0.714751707728912	1	1	"Heart"	1	1
22	0.532536319612591	1	1	"Heart"	1	1
23	0.518889925373134	1	1	"Heart"	1	1
24	0.476923076923077	1	1	"Heart"	1	1
25	0.518166357452072	1	1	"Heart"	1	1
26	0.508501838235294	1	1	"Heart"	1	1
27	0.495439084724799	1	1	"Heart"	1	1
28	0.469714285714286	1	1	"Heart"	1	1
29	0.545995670995671	1	1	"Heart"	1	1
30	0.510794972627034	1	1	"Heart"	1	1
1	0.697342218137255	2	2	"Heart"	1	1
2	0.738730769230769	2	2	"Heart"	1	1
3	0.747329434697856	2	2	"Heart"	1	1
4	0.746405871670702	2	2	"Heart"	1	1
5	0.719866677001783	2	2	"Heart"	1	1
6	0.683325674019608	2	2	"Heart"	1	1
7	0.772923076923077	2	2	"Heart"	1	1
8	0.695589133089133	2	2	"Heart"	1	1
9	0.702075702075702	2	2	"Heart"	1	1
10	0.732438563327032	2	2	"Heart"	1	1
11	0.713923076923077	2	2	"Heart"	1	1
12	0.753257768524944	2	2	"Heart"	1	1
13	0.715601679104478	2	2	"Heart"	1	1
14	0.713097398669087	2	2	"Heart"	1	1
15	0.705618236242229	2	2	"Heart"	1	1
16	0.736939874137539	2	2	"Heart"	1	1
17	0.681013431013431	2	2	"Heart"	1	1
18	0.720238095238095	2	2	"Heart"	1	1
19	0.675790431420123	2	2	"Heart"	1	1
20	0.763333333333333	2	2	"Heart"	1	1
21	0.722692307692308	2	2	"Heart"	1	1
22	0.690124771758977	2	2	"Heart"	1	1
23	0.734692307692308	2	2	"Heart"	1	1
24	0.620346153846154	2	2	"Heart"	1	1
25	0.691838897721251	2	2	"Heart"	1	1
26	0.664018293155569	2	2	"Heart"	1	1
27	0.710459183673469	2	2	"Heart"	1	1
28	0.62781897408455	2	2	"Heart"	1	1
29	0.697575757575758	2	2	"Heart"	1	1
30	0.715496368038741	2	2	"Heart"	1	1
1	0.758095238095238	3	3	"Heart"	1	1
2	0.757397378541716	3	3	"Heart"	1	1
3	0.778924682395644	3	3	"Heart"	1	1
4	0.813576923076923	3	3	"Heart"	1	1
5	0.755802297787031	3	3	"Heart"	1	1
6	0.776391178086492	3	3	"Heart"	1	1
7	0.763161898965307	3	3	"Heart"	1	1
8	0.79219696969697	3	3	"Heart"	1	1
9	0.800091911764706	3	3	"Heart"	1	1
10	0.783892463235294	3	3	"Heart"	1	1
11	0.781	3	3	"Heart"	1	1
12	0.759145415907711	3	3	"Heart"	1	1
13	0.737756529850746	3	3	"Heart"	1	1
14	0.80407619047619	3	3	"Heart"	1	1
15	0.762415649404807	3	3	"Heart"	1	1
16	0.733477011494253	3	3	"Heart"	1	1
17	0.701124534609832	3	3	"Heart"	1	1
18	0.722154595252587	3	3	"Heart"	1	1
19	0.78313761608719	3	3	"Heart"	1	1
20	0.821235312306741	3	3	"Heart"	1	1
21	0.773068466146031	3	3	"Heart"	1	1
22	0.730828695114409	3	3	"Heart"	1	1
23	0.777582846003899	3	3	"Heart"	1	1
24	0.76806054582983	3	3	"Heart"	1	1
25	0.704695691816731	3	3	"Heart"	1	1
26	0.741846153846154	3	3	"Heart"	1	1
27	0.823196881091618	3	3	"Heart"	1	1
28	0.719280067541638	3	3	"Heart"	1	1
29	0.78180093288007	3	3	"Heart"	1	1
30	0.651774181293215	3	3	"Heart"	1	1
1	0.813785541439806	4	4	"Heart"	1	1
2	0.750228937728938	4	4	"Heart"	1	1
3	0.767390476190476	4	4	"Heart"	1	1
4	0.774546970960649	4	4	"Heart"	1	1
5	0.780476520934536	4	4	"Heart"	1	1
6	0.797028571428571	4	4	"Heart"	1	1
7	0.792837532299742	4	4	"Heart"	1	1
8	0.808715143226199	4	4	"Heart"	1	1
9	0.81291591046582	4	4	"Heart"	1	1
10	0.7869084059336	4	4	"Heart"	1	1
11	0.768939393939394	4	4	"Heart"	1	1
12	0.740990476190476	4	4	"Heart"	1	1
13	0.802742857142857	4	4	"Heart"	1	1
14	0.804868742368742	4	4	"Heart"	1	1
15	0.800538461538462	4	4	"Heart"	1	1
16	0.761384335154827	4	4	"Heart"	1	1
17	0.803914073847565	4	4	"Heart"	1	1
18	0.701732391155687	4	4	"Heart"	1	1
19	0.699428973717146	4	4	"Heart"	1	1
20	0.734853641933288	4	4	"Heart"	1	1
21	0.798302565707134	4	4	"Heart"	1	1
22	0.764935661764706	4	4	"Heart"	1	1
23	0.782216593752398	4	4	"Heart"	1	1
24	0.790786584904232	4	4	"Heart"	1	1
25	0.759836561743341	4	4	"Heart"	1	1
26	0.772304761904762	4	4	"Heart"	1	1
27	0.724115384615385	4	4	"Heart"	1	1
28	0.766576923076923	4	4	"Heart"	1	1
29	0.770704761904762	4	4	"Heart"	1	1
30	0.718112244897959	4	4	"Heart"	1	1
1	0.771194862778075	5	5	"Heart"	1	1
2	0.792315323565324	5	5	"Heart"	1	1
3	0.788148662194464	5	5	"Heart"	1	1
4	0.814807808716707	5	5	"Heart"	1	1
5	0.741960420531849	5	5	"Heart"	1	1
6	0.703847619047619	5	5	"Heart"	1	1
7	0.766237745098039	5	5	"Heart"	1	1
8	0.707372400756144	5	5	"Heart"	1	1
9	0.726576923076923	5	5	"Heart"	1	1
10	0.710630070513307	5	5	"Heart"	1	1
11	0.723729199908822	5	5	"Heart"	1	1
12	0.837148962148962	5	5	"Heart"	1	1
13	0.737716708304944	5	5	"Heart"	1	1
14	0.748606859744133	5	5	"Heart"	1	1
15	0.680117501546073	5	5	"Heart"	1	1
16	0.788769230769231	5	5	"Heart"	1	1
17	0.758120825743777	5	5	"Heart"	1	1
18	0.770599178358267	5	5	"Heart"	1	1
19	0.741715399610136	5	5	"Heart"	1	1
20	0.748033877797943	5	5	"Heart"	1	1
21	0.813409090909091	5	5	"Heart"	1	1
22	0.699558734023128	5	5	"Heart"	1	1
23	0.770994152046784	5	5	"Heart"	1	1
24	0.743195311897602	5	5	"Heart"	1	1
25	0.750246417469103	5	5	"Heart"	1	1
26	0.747653846153846	5	5	"Heart"	1	1
27	0.789956467661692	5	5	"Heart"	1	1
28	0.786742424242424	5	5	"Heart"	1	1
29	0.741053111465694	5	5	"Heart"	1	1
30	0.710113905664705	5	5	"Heart"	1	1
1	0.803504761904762	6	6	"Heart"	1	1
2	0.776004862852367	6	6	"Heart"	1	1
3	0.70705113593192	6	6	"Heart"	1	1
4	0.766887014664539	6	6	"Heart"	1	1
5	0.731934731934732	6	6	"Heart"	1	1
6	0.723722020568663	6	6	"Heart"	1	1
7	0.711456476242152	6	6	"Heart"	1	1
8	0.727889310906131	6	6	"Heart"	1	1
9	0.635809523809524	6	6	"Heart"	1	1
10	0.817803724053724	6	6	"Heart"	1	1
11	0.651076923076923	6	6	"Heart"	1	1
12	0.771609221990901	6	6	"Heart"	1	1
13	0.694263059701492	6	6	"Heart"	1	1
14	0.806962757344437	6	6	"Heart"	1	1
15	0.766205112598904	6	6	"Heart"	1	1
16	0.660530303030303	6	6	"Heart"	1	1
17	0.679639804639805	6	6	"Heart"	1	1
18	0.783963266545234	6	6	"Heart"	1	1
19	0.724612932604736	6	6	"Heart"	1	1
20	0.716036733454766	6	6	"Heart"	1	1
21	0.788854063145019	6	6	"Heart"	1	1
22	0.748685837971552	6	6	"Heart"	1	1
23	0.792952380952381	6	6	"Heart"	1	1
24	0.707085714285714	6	6	"Heart"	1	1
25	0.742022081064731	6	6	"Heart"	1	1
26	0.766233766233766	6	6	"Heart"	1	1
27	0.772924579489962	6	6	"Heart"	1	1
28	0.721268315018315	6	6	"Heart"	1	1
29	0.760948763661732	6	6	"Heart"	1	1
30	0.768640604518467	6	6	"Heart"	1	1
1	0.752422292845516	7	7	"Heart"	1	1
2	0.731675493130708	7	7	"Heart"	1	1
3	0.679376218323587	7	7	"Heart"	1	1
4	0.614133333333333	7	7	"Heart"	1	1
5	0.722307692307692	7	7	"Heart"	1	1
6	0.720518867924528	7	7	"Heart"	1	1
7	0.689987562189055	7	7	"Heart"	1	1
8	0.738819662105344	7	7	"Heart"	1	1
9	0.671233402410008	7	7	"Heart"	1	1
10	0.750133333333333	7	7	"Heart"	1	1
11	0.705302799756543	7	7	"Heart"	1	1
12	0.769590687766281	7	7	"Heart"	1	1
13	0.691085714285714	7	7	"Heart"	1	1
14	0.742490613266583	7	7	"Heart"	1	1
15	0.661363636363636	7	7	"Heart"	1	1
16	0.71940781864446	7	7	"Heart"	1	1
17	0.7504	7	7	"Heart"	1	1
18	0.694431678921569	7	7	"Heart"	1	1
19	0.773962148962149	7	7	"Heart"	1	1
20	0.686895039322444	7	7	"Heart"	1	1
21	0.764630648786916	7	7	"Heart"	1	1
22	0.737864077669903	7	7	"Heart"	1	1
23	0.652617163724894	7	7	"Heart"	1	1
24	0.685210622710623	7	7	"Heart"	1	1
25	0.705604216727385	7	7	"Heart"	1	1
26	0.699224982904035	7	7	"Heart"	1	1
27	0.655833333333333	7	7	"Heart"	1	1
28	0.699681238615665	7	7	"Heart"	1	1
29	0.668717987921413	7	7	"Heart"	1	1
30	0.721803626089004	7	7	"Heart"	1	1
1	0.710552380952381	8	8	"Heart"	1	1
2	0.689754353233831	8	8	"Heart"	1	1
3	0.738779939539571	8	8	"Heart"	1	1
4	0.676001251564456	8	8	"Heart"	1	1
5	0.734969574036511	8	8	"Heart"	1	1
6	0.752260466529899	8	8	"Heart"	1	1
7	0.70647804576376	8	8	"Heart"	1	1
8	0.721370463078849	8	8	"Heart"	1	1
9	0.660322996436424	8	8	"Heart"	1	1
10	0.751742424242424	8	8	"Heart"	1	1
11	0.789806461562187	8	8	"Heart"	1	1
12	0.639974008103356	8	8	"Heart"	1	1
13	0.746653051962787	8	8	"Heart"	1	1
14	0.709980506822612	8	8	"Heart"	1	1
15	0.674336080586081	8	8	"Heart"	1	1
16	0.70853621424224	8	8	"Heart"	1	1
17	0.697385520984634	8	8	"Heart"	1	1
18	0.73920177045177	8	8	"Heart"	1	1
19	0.706171428571429	8	8	"Heart"	1	1
20	0.791137326073805	8	8	"Heart"	1	1
21	0.687234365513054	8	8	"Heart"	1	1
22	0.709324228867436	8	8	"Heart"	1	1
23	0.736457699330493	8	8	"Heart"	1	1
24	0.674259768009768	8	8	"Heart"	1	1
25	0.786708764455265	8	8	"Heart"	1	1
26	0.655177696078431	8	8	"Heart"	1	1
27	0.736564482837704	8	8	"Heart"	1	1
28	0.717986874236874	8	8	"Heart"	1	1
29	0.683686649950612	8	8	"Heart"	1	1
30	0.705374206864919	8	8	"Heart"	1	1
1	0.708384615384615	9	9	"Heart"	1	1
2	0.719478633132024	9	9	"Heart"	1	1
3	0.718257718966604	9	9	"Heart"	1	1
4	0.714358853182105	9	9	"Heart"	1	1
5	0.774507575757576	9	9	"Heart"	1	1
6	0.791203388548521	9	9	"Heart"	1	1
7	0.671408582089552	9	9	"Heart"	1	1
8	0.719463189021154	9	9	"Heart"	1	1
9	0.740842490842491	9	9	"Heart"	1	1
10	0.710933333333333	9	9	"Heart"	1	1
11	0.669212065952435	9	9	"Heart"	1	1
12	0.757783882783883	9	9	"Heart"	1	1
13	0.759053560559951	9	9	"Heart"	1	1
14	0.695157365983832	9	9	"Heart"	1	1
15	0.71693401937046	9	9	"Heart"	1	1
16	0.728818800247372	9	9	"Heart"	1	1
17	0.686105438317828	9	9	"Heart"	1	1
18	0.809394620572049	9	9	"Heart"	1	1
19	0.664312063417314	9	9	"Heart"	1	1
20	0.740041208791209	9	9	"Heart"	1	1
21	0.743142618342071	9	9	"Heart"	1	1
22	0.690037608412004	9	9	"Heart"	1	1
23	0.710693053817272	9	9	"Heart"	1	1
24	0.729434742647059	9	9	"Heart"	1	1
25	0.726533118428122	9	9	"Heart"	1	1
26	0.729319291819292	9	9	"Heart"	1	1
27	0.693078324225865	9	9	"Heart"	1	1
28	0.757460097154754	9	9	"Heart"	1	1
29	0.695080576759966	9	9	"Heart"	1	1
30	0.69741881127451	9	9	"Heart"	1	1
1	0.746675784514855	10	10	"Heart"	1	1
2	0.754529470223989	10	10	"Heart"	1	1
3	0.72117202268431	10	10	"Heart"	1	1
4	0.723196881091618	10	10	"Heart"	1	1
5	0.703922495274102	10	10	"Heart"	1	1
6	0.721666666666667	10	10	"Heart"	1	1
7	0.749980621657236	10	10	"Heart"	1	1
8	0.746746368038741	10	10	"Heart"	1	1
9	0.757249694749695	10	10	"Heart"	1	1
10	0.734807692307692	10	10	"Heart"	1	1
11	0.716342857142857	10	10	"Heart"	1	1
12	0.758178636640292	10	10	"Heart"	1	1
13	0.673745173745174	10	10	"Heart"	1	1
14	0.745409523809524	10	10	"Heart"	1	1
15	0.719588177190183	10	10	"Heart"	1	1
16	0.715519226341239	10	10	"Heart"	1	1
17	0.654785453438831	10	10	"Heart"	1	1
18	0.783052519732848	10	10	"Heart"	1	1
19	0.723920036764706	10	10	"Heart"	1	1
20	0.728789142467207	10	10	"Heart"	1	1
21	0.694911351600276	10	10	"Heart"	1	1
22	0.735196458218041	10	10	"Heart"	1	1
23	0.744206349206349	10	10	"Heart"	1	1
24	0.706346153846154	10	10	"Heart"	1	1
25	0.702548161792923	10	10	"Heart"	1	1
26	0.736592292089249	10	10	"Heart"	1	1
27	0.683016388373531	10	10	"Heart"	1	1
28	0.720602976328167	10	10	"Heart"	1	1
29	0.728043796746087	10	10	"Heart"	1	1
30	0.78149726110773	10	10	"Heart"	1	1
1	0.746292023731048	11	11	"Heart"	1	1
2	0.70089251947659	11	11	"Heart"	1	1
3	0.780622337188071	11	11	"Heart"	1	1
4	0.712772397094431	11	11	"Heart"	1	1
5	0.701993304930006	11	11	"Heart"	1	1
6	0.724903853700651	11	11	"Heart"	1	1
7	0.723912544912468	11	11	"Heart"	1	1
8	0.729513444302177	11	11	"Heart"	1	1
9	0.67757151552039	11	11	"Heart"	1	1
10	0.719286151960784	11	11	"Heart"	1	1
11	0.697496947496947	11	11	"Heart"	1	1
12	0.685793650793651	11	11	"Heart"	1	1
13	0.727611940298508	11	11	"Heart"	1	1
14	0.686391895003454	11	11	"Heart"	1	1
15	0.729686548995739	11	11	"Heart"	1	1
16	0.703362751065125	11	11	"Heart"	1	1
17	0.644517353150447	11	11	"Heart"	1	1
18	0.742578456318914	11	11	"Heart"	1	1
19	0.731654228855721	11	11	"Heart"	1	1
20	0.67032380952381	11	11	"Heart"	1	1
21	0.709879406307978	11	11	"Heart"	1	1
22	0.733047932115282	11	11	"Heart"	1	1
23	0.666021029330382	11	11	"Heart"	1	1
24	0.756746031746032	11	11	"Heart"	1	1
25	0.764075678139959	11	11	"Heart"	1	1
26	0.684949655537891	11	11	"Heart"	1	1
27	0.76567594207294	10	11	"Heart"	1	1
28	0.681201326239494	11	11	"Heart"	1	1
29	0.776745772992645	11	11	"Heart"	1	1
30	0.721479958890031	11	11	"Heart"	1	1
1	0.719095832352249	12	12	"Heart"	1	1
2	0.697194015967754	12	12	"Heart"	1	1
3	0.678959865196078	11	12	"Heart"	1	1
4	0.699025341130604	12	12	"Heart"	1	1
5	0.702153846153846	12	12	"Heart"	1	1
6	0.722222222222222	12	12	"Heart"	1	1
7	0.692115617433414	11	12	"Heart"	1	1
8	0.696659276813699	12	12	"Heart"	1	1
9	0.780546256847231	12	12	"Heart"	1	1
10	0.743666056166056	11	12	"Heart"	1	1
11	0.73992673992674	12	12	"Heart"	1	1
12	0.747717589774802	11	12	"Heart"	1	1
13	0.676283266358329	12	12	"Heart"	1	1
14	0.685984848484849	12	12	"Heart"	1	1
15	0.662530637254902	12	12	"Heart"	1	1
16	0.725502130249543	12	12	"Heart"	1	1
17	0.692342857142857	12	12	"Heart"	1	1
18	0.660615808823529	12	12	"Heart"	1	1
19	0.730219111381619	12	12	"Heart"	1	1
20	0.686714472974015	12	12	"Heart"	1	1
21	0.695627245623423	12	12	"Heart"	1	1
22	0.741804534313726	12	12	"Heart"	1	1
23	0.66017316017316	12	12	"Heart"	1	1
24	0.72156684815487	12	12	"Heart"	1	1
25	0.709291767554479	12	12	"Heart"	1	1
26	0.73046398046398	11	12	"Heart"	1	1
27	0.713636363636364	11	12	"Heart"	1	1
28	0.698288433494512	12	12	"Heart"	1	1
29	0.69787851037851	12	12	"Heart"	1	1
30	0.724192186660527	12	12	"Heart"	1	1
1	0.691766684504243	13	13	"Heart"	1	1
2	0.689829867674858	12	13	"Heart"	1	1
3	0.713587080142543	11	13	"Heart"	1	1
4	0.719627594627595	11	13	"Heart"	1	1
5	0.743460459473804	12	13	"Heart"	1	1
6	0.707191649397498	13	13	"Heart"	1	1
7	0.742826617826618	13	13	"Heart"	1	1
8	0.73	12	13	"Heart"	1	1
9	0.672101449275362	13	13	"Heart"	1	1
10	0.722426470588235	13	13	"Heart"	1	1
11	0.704733682850847	12	13	"Heart"	1	1
12	0.7317738791423	13	13	"Heart"	1	1
13	0.722457627118644	12	13	"Heart"	1	1
