"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_x"	"q_to_switch"
17	0.960734886104284	1	1	"CO2"	0.4	2
18	0.94241647249914	1	1	"CO2"	0.4	2
19	0.95747994013659	1	1	"CO2"	0.4	2
20	0.956535625453239	1	1	"CO2"	0.4	2
21	0.950222589603121	1	1	"CO2"	0.4	2
22	0.957752013969817	1	1	"CO2"	0.4	2
23	0.944200817753363	1	1	"CO2"	0.4	2
24	0.957359547446065	1	1	"CO2"	0.4	2
25	0.964133580295458	1	1	"CO2"	0.4	2
26	0.955449364624261	1	1	"CO2"	0.4	2
27	0.948669260325949	1	1	"CO2"	0.4	2
28	0.96080140625337	1	1	"CO2"	0.4	2
29	0.960668105267779	1	1	"CO2"	0.4	2
30	0.962762569406943	1	1	"CO2"	0.4	2
1	0.97888540411803	2	2	"CO2"	0.4	2
2	0.982475434134202	2	2	"CO2"	0.4	2
3	0.971895685108492	2	2	"CO2"	0.4	2
4	0.975838617215322	2	2	"CO2"	0.4	2
5	0.975686766311766	2	2	"CO2"	0.4	2
6	0.98409531175588	2	2	"CO2"	0.4	2
7	0.986890839815029	2	2	"CO2"	0.4	2
8	0.971557618576288	2	2	"CO2"	0.4	2
9	0.967539587605377	2	2	"CO2"	0.4	2
10	0.980207415212025	2	2	"CO2"	0.4	2
11	0.984665747760165	2	2	"CO2"	0.4	2
12	0.978508881797489	2	2	"CO2"	0.4	2
13	0.978682903461665	2	2	"CO2"	0.4	2
14	0.976316125316032	2	2	"CO2"	0.4	2
15	0.976681661261638	2	2	"CO2"	0.4	2
16	0.966493092082194	2	2	"CO2"	0.4	2
17	0.979935186066768	2	2	"CO2"	0.4	2
18	0.975969837213873	2	2	"CO2"	0.4	2
19	0.984991934918297	2	2	"CO2"	0.4	2
20	0.976457907873837	2	2	"CO2"	0.4	2
21	0.979474606071546	2	2	"CO2"	0.4	2
22	0.976923341768665	2	2	"CO2"	0.4	2
23	0.975131811659492	2	2	"CO2"	0.4	2
24	0.977543892290518	2	2	"CO2"	0.4	2
25	0.989011228510653	2	2	"CO2"	0.4	2
26	0.974196613683483	2	2	"CO2"	0.4	2
27	0.978204801806489	2	2	"CO2"	0.4	2
28	0.979049634070792	2	2	"CO2"	0.4	2
29	0.984985496343588	2	2	"CO2"	0.4	2
30	0.981137146844384	2	2	"CO2"	0.4	2
1	0.982390150635241	3	3	"CO2"	0.4	2
2	0.981414691967135	3	3	"CO2"	0.4	2
3	0.978332832782728	3	3	"CO2"	0.4	2
4	0.979558640621742	3	3	"CO2"	0.4	2
5	0.974263815036683	3	3	"CO2"	0.4	2
6	0.983268861587446	3	3	"CO2"	0.4	2
7	0.966460675388425	3	3	"CO2"	0.4	2
8	0.983310171110918	3	3	"CO2"	0.4	2
9	0.980604420387912	3	3	"CO2"	0.4	2
10	0.980355665839537	3	3	"CO2"	0.4	2
11	0.98390808569454	3	3	"CO2"	0.4	2
12	0.978615472115581	3	3	"CO2"	0.4	2
13	0.977929553998633	3	3	"CO2"	0.4	2
14	0.981239683034164	3	3	"CO2"	0.4	2
15	0.981683834200559	3	3	"CO2"	0.4	2
16	0.977297352497265	3	3	"CO2"	0.4	2
17	0.972553646078557	3	3	"CO2"	0.4	2
18	0.982603049935074	3	3	"CO2"	0.4	2
19	0.984541303821964	3	3	"CO2"	0.4	2
20	0.97019866352315	3	3	"CO2"	0.4	2
21	0.978342396564771	3	3	"CO2"	0.4	2
22	0.965271998767144	3	3	"CO2"	0.4	2
23	0.978670931590339	3	3	"CO2"	0.4	2
24	0.98016182168173	3	3	"CO2"	0.4	2
25	0.978736380468375	3	3	"CO2"	0.4	2
26	0.978124887884332	3	3	"CO2"	0.4	2
27	0.984618243601996	3	3	"CO2"	0.4	2
28	0.97589766410119	3	3	"CO2"	0.4	2
29	0.976252746103149	3	3	"CO2"	0.4	2
30	0.977958498409935	3	3	"CO2"	0.4	2
1	0.987487899493369	4	4	"CO2"	0.4	2
2	0.993971381878991	4	4	"CO2"	0.4	2
3	0.985668655298031	4	4	"CO2"	0.4	2
4	0.987270406354159	4	4	"CO2"	0.4	2
5	0.986039037921586	4	4	"CO2"	0.4	2
6	0.971710778672804	4	4	"CO2"	0.4	2
7	0.966252794221999	4	4	"CO2"	0.4	2
8	0.984184489134984	4	4	"CO2"	0.4	2
9	0.987592990717991	4	4	"CO2"	0.4	2
10	0.98332018686001	4	4	"CO2"	0.4	2
11	0.988336054668602	4	4	"CO2"	0.4	2
12	0.982710803154153	4	4	"CO2"	0.4	2
13	0.972979468577453	4	4	"CO2"	0.4	2
14	0.99031486167777	4	4	"CO2"	0.4	2
15	0.980408515535098	4	4	"CO2"	0.4	2
16	0.987288060599625	4	4	"CO2"	0.4	2
17	0.991900636872998	4	4	"CO2"	0.4	2
18	0.981056701030928	4	4	"CO2"	0.4	2
19	0.9795741916595	4	4	"CO2"	0.4	2
20	0.987161414280642	4	4	"CO2"	0.4	2
21	0.985660982669038	4	4	"CO2"	0.4	2
22	0.984968463977624	4	4	"CO2"	0.4	2
23	0.982834061718333	4	4	"CO2"	0.4	2
24	0.975119147489767	4	4	"CO2"	0.4	2
25	0.995406059933818	4	4	"CO2"	0.4	2
26	0.978491270737427	4	4	"CO2"	0.4	2
27	0.985581091194712	4	4	"CO2"	0.4	2
28	0.991304895829075	4	4	"CO2"	0.4	2
29	0.988654383377917	4	4	"CO2"	0.4	2
30	0.990219676094841	4	4	"CO2"	0.4	2
1	0.979048971565904	5	5	"CO2"	0.4	2
2	0.988879942908379	5	5	"CO2"	0.4	2
3	0.984275720597517	5	5	"CO2"	0.4	2
4	0.991542777246823	5	5	"CO2"	0.4	2
5	0.982603074674686	5	5	"CO2"	0.4	2
6	0.981212252908531	5	5	"CO2"	0.4	2
7	0.982921716009613	5	5	"CO2"	0.4	2
8	0.9722649367031	5	5	"CO2"	0.4	2
9	0.980042429342871	5	5	"CO2"	0.4	2
10	0.978632515549413	5	5	"CO2"	0.4	2
11	0.9677154165359	5	5	"CO2"	0.4	2
12	0.983358161675314	5	5	"CO2"	0.4	2
13	0.985728498623141	5	5	"CO2"	0.4	2
14	0.972424869916109	5	5	"CO2"	0.4	2
15	0.975454196743034	5	5	"CO2"	0.4	2
16	0.980135750009401	5	5	"CO2"	0.4	2
17	0.977383948904984	5	5	"CO2"	0.4	2
18	0.977246338780528	5	5	"CO2"	0.4	2
19	0.983975416085937	5	5	"CO2"	0.4	2
20	0.981122209676018	5	5	"CO2"	0.4	2
21	0.990635743153729	5	5	"CO2"	0.4	2
22	0.977161521711285	5	5	"CO2"	0.4	2
23	0.990668702247407	5	5	"CO2"	0.4	2
24	0.975288817746799	5	5	"CO2"	0.4	2
25	0.986057889921638	5	5	"CO2"	0.4	2
26	0.985432988795275	5	5	"CO2"	0.4	2
27	0.993520409449613	5	5	"CO2"	0.4	2
28	0.989569136226335	5	5	"CO2"	0.4	2
29	0.976679152740555	5	5	"CO2"	0.4	2
30	0.985730814766979	5	5	"CO2"	0.4	2
1	0.986536062073256	6	6	"CO2"	0.4	2
2	0.97896929285332	6	6	"CO2"	0.4	2
3	0.980691252278423	6	6	"CO2"	0.4	2
4	0.980301126904205	6	6	"CO2"	0.4	2
5	0.979554572665187	6	6	"CO2"	0.4	2
6	0.979109143419341	6	6	"CO2"	0.4	2
7	0.976735301143869	6	6	"CO2"	0.4	2
8	0.974001575715608	6	6	"CO2"	0.4	2
9	0.979329721579353	6	6	"CO2"	0.4	2
10	0.981500537256178	6	6	"CO2"	0.4	2
11	0.981245671587388	6	6	"CO2"	0.4	2
12	0.984850587392147	6	6	"CO2"	0.4	2
13	0.98642095576341	6	6	"CO2"	0.4	2
14	0.97621616068218	6	6	"CO2"	0.4	2
15	0.983875060307703	6	6	"CO2"	0.4	2
16	0.985373176754846	6	6	"CO2"	0.4	2
17	0.981507940500746	6	6	"CO2"	0.4	2
18	0.974741719568922	6	6	"CO2"	0.4	2
19	0.985634959802038	6	6	"CO2"	0.4	2
20	0.978453909043938	6	6	"CO2"	0.4	2
21	0.982954606848412	6	6	"CO2"	0.4	2
22	0.969840549486567	6	6	"CO2"	0.4	2
23	0.983946577950688	6	6	"CO2"	0.4	2
24	0.976798481019708	6	6	"CO2"	0.4	2
25	0.977750697889697	6	6	"CO2"	0.4	2
26	0.974706325829301	6	6	"CO2"	0.4	2
27	0.969458669904792	6	6	"CO2"	0.4	2
28	0.982299003567929	6	6	"CO2"	0.4	2
29	0.974753641484118	6	6	"CO2"	0.4	2
30	0.987603184556879	6	6	"CO2"	0.4	2
1	0.973116519719128	7	7	"CO2"	0.4	2
2	0.9861525569227	7	7	"CO2"	0.4	2
3	0.967369557705598	7	7	"CO2"	0.4	2
4	0.977206001851289	7	7	"CO2"	0.4	2
5	0.977850367539465	7	7	"CO2"	0.4	2
6	0.988122190694653	7	7	"CO2"	0.4	2
7	0.973323318558013	7	7	"CO2"	0.4	2
8	0.974891062884484	7	7	"CO2"	0.4	2
9	0.982026249725365	7	7	"CO2"	0.4	2
10	0.958341837556799	7	7	"CO2"	0.4	2
11	0.984926359550163	7	7	"CO2"	0.4	2
12	0.97695339273475	7	7	"CO2"	0.4	2
13	0.9729730653658	7	7	"CO2"	0.4	2
14	0.984548859178105	7	7	"CO2"	0.4	2
15	0.976685349087968	7	7	"CO2"	0.4	2
16	0.979033799883006	7	7	"CO2"	0.4	2
17	0.983362750102449	7	7	"CO2"	0.4	2
18	0.979685048195472	7	7	"CO2"	0.4	2
19	0.970737691049574	7	7	"CO2"	0.4	2
20	0.979812482937483	7	7	"CO2"	0.4	2
21	0.972369170388972	7	7	"CO2"	0.4	2
22	0.975478295431352	7	7	"CO2"	0.4	2
23	0.979099861782999	7	7	"CO2"	0.4	2
24	0.983769280644281	7	7	"CO2"	0.4	2
25	0.978673647830631	7	7	"CO2"	0.4	2
26	0.985019774136178	7	7	"CO2"	0.4	2
27	0.971225167280461	7	7	"CO2"	0.4	2
28	0.97352185357429	7	7	"CO2"	0.4	2
29	0.968835244187818	7	7	"CO2"	0.4	2
30	0.980059130985692	7	7	"CO2"	0.4	2
1	0.975469894870978	8	8	"CO2"	0.4	2
2	0.979241629537721	8	8	"CO2"	0.4	2
3	0.977556675062972	8	8	"CO2"	0.4	2
4	0.980766449224004	8	8	"CO2"	0.4	2
5	0.981052662778893	8	8	"CO2"	0.4	2
6	0.9893964230576	8	8	"CO2"	0.4	2
7	0.98855419546254	8	8	"CO2"	0.4	2
8	0.978589113226628	8	8	"CO2"	0.4	2
9	0.98183809476968	8	8	"CO2"	0.4	2
10	0.980262184449377	8	8	"CO2"	0.4	2
11	0.982569849713371	8	8	"CO2"	0.4	2
12	0.974940155054457	8	8	"CO2"	0.4	2
13	0.978470866392501	8	8	"CO2"	0.4	2
14	0.981029971251011	8	8	"CO2"	0.4	2
15	0.974782469975828	8	8	"CO2"	0.4	2
16	0.981179741431252	8	8	"CO2"	0.4	2
17	0.9726345978593	8	8	"CO2"	0.4	2
18	0.975122862412287	8	8	"CO2"	0.4	2
19	0.984532129143616	8	8	"CO2"	0.4	2
20	0.984376780018227	8	8	"CO2"	0.4	2
21	0.982058675728062	8	8	"CO2"	0.4	2
22	0.975663496703101	8	8	"CO2"	0.4	2
23	0.980150310988252	8	8	"CO2"	0.4	2
24	0.978933132765379	8	8	"CO2"	0.4	2
25	0.974952396798107	8	8	"CO2"	0.4	2
26	0.979014541270007	8	8	"CO2"	0.4	2
27	0.976203635816743	8	8	"CO2"	0.4	2
28	0.979219278346103	8	8	"CO2"	0.4	2
29	0.97892048918457	8	8	"CO2"	0.4	2
30	0.970474025153828	8	8	"CO2"	0.4	2
1	0.978134994939717	9	9	"CO2"	0.4	2
2	0.979778374821008	9	9	"CO2"	0.4	2
3	0.981101901971676	9	9	"CO2"	0.4	2
4	0.974307164443316	9	9	"CO2"	0.4	2
5	0.978576502824668	8	9	"CO2"	0.4	2
6	0.973114634590851	9	9	"CO2"	0.4	2
7	0.976630549126867	9	9	"CO2"	0.4	2
8	0.978769351978124	9	9	"CO2"	0.4	2
9	0.975743342071607	9	9	"CO2"	0.4	2
10	0.97351253397765	9	9	"CO2"	0.4	2
11	0.979069747242248	9	9	"CO2"	0.4	2
12	0.978019405678752	9	9	"CO2"	0.4	2
13	0.983140855667317	8	9	"CO2"	0.4	2
14	0.979109713869145	9	9	"CO2"	0.4	2
15	0.97510661563696	8	9	"CO2"	0.4	2
16	0.984684703854624	9	9	"CO2"	0.4	2
17	0.975865035886601	9	9	"CO2"	0.4	2
18	0.974200871548628	9	9	"CO2"	0.4	2
19	0.979274611398964	9	9	"CO2"	0.4	2
20	0.983520885313237	9	9	"CO2"	0.4	2
21	0.98156605576305	9	9	"CO2"	0.4	2
22	0.969605638080912	8	9	"CO2"	0.4	2
23	0.968927007090984	9	9	"CO2"	0.4	2
24	0.979056016049839	9	9	"CO2"	0.4	2
25	0.981029570465278	9	9	"CO2"	0.4	2
26	0.978663475699558	9	9	"CO2"	0.4	2
27	0.97408259848779	9	9	"CO2"	0.4	2
28	0.972936252273574	9	9	"CO2"	0.4	2
29	0.976731062702286	9	9	"CO2"	0.4	2
30	0.982742903401791	9	9	"CO2"	0.4	2
1	0.979338651251349	9	10	"CO2"	0.4	2
2	0.978253323112082	10	10	"CO2"	0.4	2
3	0.974701105736006	10	10	"CO2"	0.4	2
4	0.986791453139929	10	10	"CO2"	0.4	2
5	0.986575859463679	10	10	"CO2"	0.4	2
6	0.979395958203677	9	10	"CO2"	0.4	2
7	0.968586293698281	9	10	"CO2"	0.4	2
8	0.981411543570163	10	10	"CO2"	0.4	2
9	0.979617371649984	8	10	"CO2"	0.4	2
10	0.975651193315216	9	10	"CO2"	0.4	2
11	0.974301345982762	10	10	"CO2"	0.4	2
12	0.98094245655822	10	10	"CO2"	0.4	2
13	0.982266668107376	8	10	"CO2"	0.4	2
14	0.977282424750857	10	10	"CO2"	0.4	2
15	0.978083116114839	10	10	"CO2"	0.4	2
16	0.980519169192308	10	10	"CO2"	0.4	2
17	0.974038636777839	10	10	"CO2"	0.4	2
18	0.985349242384246	9	10	"CO2"	0.4	2
19	0.983960284145948	10	10	"CO2"	0.4	2
20	0.974594969859021	10	10	"CO2"	0.4	2
21	0.98050426791434	10	10	"CO2"	0.4	2
22	0.982486413043478	9	10	"CO2"	0.4	2
23	0.978148888421348	10	10	"CO2"	0.4	2
24	0.977342807232252	9	10	"CO2"	0.4	2
25	0.963870607311722	10	10	"CO2"	0.4	2
26	0.973984601449275	10	10	"CO2"	0.4	2
27	0.975412539498463	10	10	"CO2"	0.4	2
28	0.972017071657359	10	10	"CO2"	0.4	2
29	0.977911480658989	10	10	"CO2"	0.4	2
30	0.981328132730811	10	10	"CO2"	0.4	2
1	0.97031183330336	11	11	"CO2"	0.4	2
2	0.973093440574567	9	11	"CO2"	0.4	2
3	0.980677598735054	10	11	"CO2"	0.4	2
4	0.978185198574601	8	11	"CO2"	0.4	2
5	0.980443086325439	10	11	"CO2"	0.4	2
6	0.982034604132874	10	11	"CO2"	0.4	2
7	0.973495559541201	8	11	"CO2"	0.4	2
8	0.977807604756342	9	11	"CO2"	0.4	2
9	0.971548830243247	10	11	"CO2"	0.4	2
10	0.981115185319079	8	11	"CO2"	0.4	2
11	0.979720537531675	11	11	"CO2"	0.4	2
12	0.981602115351495	9	11	"CO2"	0.4	2
13	0.976672134135229	11	11	"CO2"	0.4	2
14	0.97121723996724	9	11	"CO2"	0.4	2
15	0.969169471912476	10	11	"CO2"	0.4	2
16	0.96179981884058	10	11	"CO2"	0.4	2
17	0.983232141914366	8	11	"CO2"	0.4	2
18	0.979235507246377	10	11	"CO2"	0.4	2
19	0.966121360395645	11	11	"CO2"	0.4	2
20	0.978947532694528	11	11	"CO2"	0.4	2
21	0.982034449057627	10	11	"CO2"	0.4	2
22	0.977914535379369	9	11	"CO2"	0.4	2
23	0.974575619844816	9	11	"CO2"	0.4	2
24	0.981367268936762	9	11	"CO2"	0.4	2
25	0.968585762064023	11	11	"CO2"	0.4	2
26	0.982749305758155	11	11	"CO2"	0.4	2
27	0.974333776422097	10	11	"CO2"	0.4	2
28	0.98253624117111	9	11	"CO2"	0.4	2
29	0.977525948353791	10	11	"CO2"	0.4	2
30	0.980690412704801	9	11	"CO2"	0.4	2
1	0.976886261261261	10	12	"CO2"	0.4	2
2	0.982731958762887	9	12	"CO2"	0.4	2
3	0.985291167309012	10	12	"CO2"	0.4	2
4	0.983896814539769	10	12	"CO2"	0.4	2
5	0.98008825745345	10	12	"CO2"	0.4	2
6	0.975524146819225	10	12	"CO2"	0.4	2
7	0.972761680002448	11	12	"CO2"	0.4	2
8	0.980426630434783	10	12	"CO2"	0.4	2
9	0.978990833845857	9	12	"CO2"	0.4	2
10	0.983872953229268	10	12	"CO2"	0.4	2
11	0.981206193116435	9	12	"CO2"	0.4	2
12	0.973375110382909	8	12	"CO2"	0.4	2
13	0.974042727495186	9	12	"CO2"	0.4	2
14	0.977726419804094	9	12	"CO2"	0.4	2
15	0.971540586584834	12	12	"CO2"	0.4	2
16	0.971083642884591	9	12	"CO2"	0.4	2
17	0.977834685799288	12	12	"CO2"	0.4	2
18	0.978263586956522	10	12	"CO2"	0.4	2
19	0.979801514091227	10	12	"CO2"	0.4	2
20	0.985541580674324	10	12	"CO2"	0.4	2
21	0.974647395317991	10	12	"CO2"	0.4	2
22	0.972501319315818	11	12	"CO2"	0.4	2
23	0.978278162011861	10	12	"CO2"	0.4	2
24	0.97393482414915	11	12	"CO2"	0.4	2
25	0.980928227876313	11	12	"CO2"	0.4	2
26	0.980959569924148	9	12	"CO2"	0.4	2
27	0.974359240643044	10	12	"CO2"	0.4	2
28	0.975054874620891	9	12	"CO2"	0.4	2
29	0.971783201598193	10	12	"CO2"	0.4	2
30	0.976222965558741	10	12	"CO2"	0.4	2
1	0.984275777848572	12	13	"CO2"	0.4	2
2	0.98268726079825	10	13	"CO2"	0.4	2
3	0.983708138384397	10	13	"CO2"	0.4	2
4	0.984925595132947	10	13	"CO2"	0.4	2
5	0.98478184879225	9	13	"CO2"	0.4	2
6	0.982428055644048	10	13	"CO2"	0.4	2
7	0.964820300086992	10	13	"CO2"	0.4	2
8	0.979982457239521	11	13	"CO2"	0.4	2
9	0.972150712711457	11	13	"CO2"	0.4	2
10	0.975140717974376	10	13	"CO2"	0.4	2
11	0.985471953776141	9	13	"CO2"	0.4	2
12	0.983742225293711	11	13	"CO2"	0.4	2
13	0.965585645586935	7	13	"CO2"	0.4	2
14	0.979542345479418	11	13	"CO2"	0.4	2
15	0.985892193888698	10	13	"CO2"	0.4	2
16	0.982950412119999	9	13	"CO2"	0.4	2
17	0.978683940087298	10	13	"CO2"	0.4	2
18	0.981779527850184	8	13	"CO2"	0.4	2
19	0.983327951781294	9	13	"CO2"	0.4	2
20	0.977488609440496	10	13	"CO2"	0.4	2
21	0.980029826712291	11	13	"CO2"	0.4	2
22	0.983553371181248	9	13	"CO2"	0.4	2
23	0.978281433757734	8	13	"CO2"	0.4	2
24	0.973702770780856	10	13	"CO2"	0.4	2
25	0.96477839383478	12	13	"CO2"	0.4	2
26	0.975643732293979	10	13	"CO2"	0.4	2
27	0.976255351908105	10	13	"CO2"	0.4	2
28	0.975055286800276	10	13	"CO2"	0.4	2
29	0.986946953159554	9	13	"CO2"	0.4	2
30	0.980754372712755	13	13	"CO2"	0.4	2
1	0.971380866940077	13	14	"CO2"	0.4	2
2	0.975440212940213	10	14	"CO2"	0.4	2
3	0.976195041600012	10	14	"CO2"	0.4	2
4	0.978781731594653	9	14	"CO2"	0.4	2
5	0.973677376648506	11	14	"CO2"	0.4	2
6	0.975799250368625	10	14	"CO2"	0.4	2
7	0.971202789281795	8	14	"CO2"	0.4	2
8	0.982878369039392	9	14	"CO2"	0.4	2
9	0.973795334426827	9	14	"CO2"	0.4	2
10	0.985448232323232	11	14	"CO2"	0.4	2
11	0.981731781110234	9	14	"CO2"	0.4	2
12	0.983609768838971	10	14	"CO2"	0.4	2
13	0.971151495761828	10	14	"CO2"	0.4	2
14	0.986800863331111	10	14	"CO2"	0.4	2
15	0.972573839662447	9	14	"CO2"	0.4	2
16	0.984281601866958	9	14	"CO2"	0.4	2
17	0.97252514039441	9	14	"CO2"	0.4	2
18	0.966524704304527	10	14	"CO2"	0.4	2
19	0.987342875602944	9	14	"CO2"	0.4	2
20	0.981337314210242	12	14	"CO2"	0.4	2
21	0.97567714339113	11	14	"CO2"	0.4	2
22	0.979094006919644	12	14	"CO2"	0.4	2
23	0.972517930483792	8	14	"CO2"	0.4	2
24	0.984778414923366	10	14	"CO2"	0.4	2
25	0.98161571898703	11	14	"CO2"	0.4	2
26	0.981658509928995	13	14	"CO2"	0.4	2
27	0.983805332515225	10	14	"CO2"	0.4	2
28	0.978490615826104	10	14	"CO2"	0.4	2
29	0.986377274320711	10	14	"CO2"	0.4	2
30	0.98025543829572	11	14	"CO2"	0.4	2
1	0.972003646819553	9	15	"CO2"	0.4	2
2	0.985735036720258	11	15	"CO2"	0.4	2
3	0.976468778581525	8	15	"CO2"	0.4	2
4	0.970625352560857	10	15	"CO2"	0.4	2
5	0.985398695899711	11	15	"CO2"	0.4	2
6	0.983665199296227	10	15	"CO2"	0.4	2
7	0.981243023660085	10	15	"CO2"	0.4	2
8	0.97587944756386	10	15	"CO2"	0.4	2
9	0.968111413043478	10	15	"CO2"	0.4	2
10	0.988129197225793	9	15	"CO2"	0.4	2
11	0.982002242529164	9	15	"CO2"	0.4	2
12	0.977909232444241	8	15	"CO2"	0.4	2
13	0.983465410685805	9	15	"CO2"	0.4	2
14	0.982982148083114	12	15	"CO2"	0.4	2
15	0.985840324444635	8	15	"CO2"	0.4	2
16	0.96486597487547	10	15	"CO2"	0.4	2
17	0.981962681409813	12	15	"CO2"	0.4	2
18	0.97626612696514	9	15	"CO2"	0.4	2
19	0.979887544832322	10	15	"CO2"	0.4	2
20	0.979831044468527	11	15	"CO2"	0.4	2
21	0.9777408724762	9	15	"CO2"	0.4	2
22	0.986452142363511	9	15	"CO2"	0.4	2
23	0.971713890808569	12	15	"CO2"	0.4	2
24	0.975621724911653	9	15	"CO2"	0.4	2
25	0.976884824657102	13	15	"CO2"	0.4	2
26	0.987340119358067	10	15	"CO2"	0.4	2
27	0.978526125037753	9	15	"CO2"	0.4	2
28	0.982557109354643	9	15	"CO2"	0.4	2
29	0.984601754538348	10	15	"CO2"	0.4	2
30	0.984073066840269	11	15	"CO2"	0.4	2
1	0.980055572431785	13	16	"CO2"	0.4	2
2	0.980448333129633	11	16	"CO2"	0.4	2
3	0.977994350282486	11	16	"CO2"	0.4	2
4	0.973719810890864	10	16	"CO2"	0.4	2
5	0.976938249526615	10	16	"CO2"	0.4	2
6	0.972876003088307	9	16	"CO2"	0.4	2
7	0.976825892793448	9	16	"CO2"	0.4	2
8	0.985247980543733	9	16	"CO2"	0.4	2
9	0.979524417383434	12	16	"CO2"	0.4	2
10	0.969520131360095	10	16	"CO2"	0.4	2
11	0.976799242424242	11	16	"CO2"	0.4	2
12	0.980521951048461	8	16	"CO2"	0.4	2
13	0.98467033627043	10	16	"CO2"	0.4	2
14	0.974949054156975	9	16	"CO2"	0.4	2
15	0.979705869282074	8	16	"CO2"	0.4	2
16	0.980577761936283	9	16	"CO2"	0.4	2
17	0.969635864956062	9	16	"CO2"	0.4	2
18	0.975757495309901	12	16	"CO2"	0.4	2
19	0.972423557051687	10	16	"CO2"	0.4	2
20	0.978791409106546	11	16	"CO2"	0.4	2
21	0.965861139128466	9	16	"CO2"	0.4	2
22	0.976926083557717	9	16	"CO2"	0.4	2
23	0.98114556339916	9	16	"CO2"	0.4	2
24	0.977663622526636	10	16	"CO2"	0.4	2
25	0.970144629646269	10	16	"CO2"	0.4	2
26	0.979607801493752	10	16	"CO2"	0.4	2
27	0.978378075415479	9	16	"CO2"	0.4	2
28	0.963450933812724	10	16	"CO2"	0.4	2
29	0.983544090108528	11	16	"CO2"	0.4	2
30	0.980546230783797	10	16	"CO2"	0.4	2
1	0.978233206207756	9	17	"CO2"	0.4	2
2	0.969959428959138	10	17	"CO2"	0.4	2
3	0.984279057114391	11	17	"CO2"	0.4	2
4	0.982131401494441	10	17	"CO2"	0.4	2
5	0.982545526263888	9	17	"CO2"	0.4	2
6	0.972080827832341	10	17	"CO2"	0.4	2
7	0.978946410991739	10	17	"CO2"	0.4	2
8	0.97423182866603	8	17	"CO2"	0.4	2
9	0.973817839820092	8	17	"CO2"	0.4	2
10	0.975300838132697	11	17	"CO2"	0.4	2
11	0.975369587725105	9	17	"CO2"	0.4	2
12	0.97358257705525	12	17	"CO2"	0.4	2
13	0.979132601616046	8	17	"CO2"	0.4	2
14	0.981269848866585	9	17	"CO2"	0.4	2
15	0.981319604481933	8	17	"CO2"	0.4	2
16	0.978459299761884	11	17	"CO2"	0.4	2
17	0.967374415050227	10	17	"CO2"	0.4	2
18	0.972481525699347	12	17	"CO2"	0.4	2
19	0.986316556220797	10	17	"CO2"	0.4	2
20	0.975224548544758	10	17	"CO2"	0.4	2
21	0.986227526505345	9	17	"CO2"	0.4	2
22	0.97874953627166	9	17	"CO2"	0.4	2
23	0.984145623296342	9	17	"CO2"	0.4	2
24	0.967774202115734	10	17	"CO2"	0.4	2
25	0.981595271642665	10	17	"CO2"	0.4	2
26	0.969229342017194	9	17	"CO2"	0.4	2
27	0.975487457014449	9	17	"CO2"	0.4	2
28	0.976127977260663	9	17	"CO2"	0.4	2
29	0.977151389500596	11	17	"CO2"	0.4	2
30	0.982848953357075	14	17	"CO2"	0.4	2
1	0.975041194145585	9	18	"CO2"	0.4	2
2	0.981310166579195	9	18	"CO2"	0.4	2
3	0.976992849810626	10	18	"CO2"	0.4	2
4	0.985601902081476	10	18	"CO2"	0.4	2
5	0.977973551857969	12	18	"CO2"	0.4	2
6	0.97504902951701	11	18	"CO2"	0.4	2
7	0.982847752554312	11	18	"CO2"	0.4	2
8	0.98281811207588	9	18	"CO2"	0.4	2
9	0.987347099370468	9	18	"CO2"	0.4	2
10	0.967068956989323	8	18	"CO2"	0.4	2
11	0.984772743738186	9	18	"CO2"	0.4	2
12	0.974545668708353	9	18	"CO2"	0.4	2
13	0.974577457640763	9	18	"CO2"	0.4	2
14	0.969488789297127	10	18	"CO2"	0.4	2
15	0.975061719967689	10	18	"CO2"	0.4	2
16	0.968278689967091	9	18	"CO2"	0.4	2
17	0.97355958262366	10	18	"CO2"	0.4	2
18	0.987412137681159	10	18	"CO2"	0.4	2
19	0.98946029340118	8	18	"CO2"	0.4	2
20	0.980229337548416	10	18	"CO2"	0.4	2
21	0.976111349746419	9	18	"CO2"	0.4	2
22	0.972805253623188	10	18	"CO2"	0.4	2
23	0.969004009476946	11	18	"CO2"	0.4	2
24	0.976975860222393	10	18	"CO2"	0.4	2
25	0.973565167710488	10	18	"CO2"	0.4	2
26	0.977044321233044	8	18	"CO2"	0.4	2
27	0.979581806809043	9	18	"CO2"	0.4	2
28	0.971969946378769	12	18	"CO2"	0.4	2
29	0.980621224772133	10	18	"CO2"	0.4	2
30	0.981791546049858	10	18	"CO2"	0.4	2
1	0.97506833828589	9	19	"CO2"	0.4	2
2	0.97530436748797	10	19	"CO2"	0.4	2
3	0.975172991110276	9	19	"CO2"	0.4	2
4	0.978977205220904	10	19	"CO2"	0.4	2
5	0.976755753210414	10	19	"CO2"	0.4	2
6	0.978524522632548	13	19	"CO2"	0.4	2
7	0.983688062412718	9	19	"CO2"	0.4	2
8	0.972666471481637	8	19	"CO2"	0.4	2
9	0.968316720893801	10	19	"CO2"	0.4	2
10	0.98249615919487	12	19	"CO2"	0.4	2
11	0.975632620434601	12	19	"CO2"	0.4	2
12	0.978974050706983	9	19	"CO2"	0.4	2
