"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_x"
17	0.985510124412309	9	25	"CO2"	0.8
18	0.979488979669044	10	25	"CO2"	0.8
19	0.981213288428645	8	25	"CO2"	0.8
20	0.985058120762028	13	25	"CO2"	0.8
21	0.982642802211644	15	25	"CO2"	0.8
22	0.986531592894564	10	25	"CO2"	0.8
23	0.983851148396493	10	25	"CO2"	0.8
24	0.982878265602322	10	25	"CO2"	0.8
25	0.985045506852181	9	25	"CO2"	0.8
26	0.982378923626339	8	25	"CO2"	0.8
27	0.983115046935794	11	25	"CO2"	0.8
28	0.973483887779032	8	25	"CO2"	0.8
29	0.948203570176584	11	25	"CO2"	0.8
30	0.975113258834189	11	25	"CO2"	0.8
1	0.977057188406982	13	26	"CO2"	0.8
2	0.976901689280772	11	26	"CO2"	0.8
3	0.975964413875598	10	26	"CO2"	0.8
4	0.974825757251495	13	26	"CO2"	0.8
5	0.983949547988957	9	26	"CO2"	0.8
6	0.982968111008676	11	26	"CO2"	0.8
7	0.980144380973509	12	26	"CO2"	0.8
8	0.976234686202757	8	26	"CO2"	0.8
9	0.949992491740915	7	26	"CO2"	0.8
10	0.978827678360001	12	26	"CO2"	0.8
11	0.970096070483798	10	26	"CO2"	0.8
12	0.981657818301752	10	26	"CO2"	0.8
13	0.991139249450619	9	26	"CO2"	0.8
14	0.96318923564409	7	26	"CO2"	0.8
15	0.986840717203648	12	26	"CO2"	0.8
16	0.981312140373706	12	26	"CO2"	0.8
17	0.978964006433365	8	26	"CO2"	0.8
18	0.975288802871984	7	26	"CO2"	0.8
19	0.973553065534713	10	26	"CO2"	0.8
20	0.981915428085269	11	26	"CO2"	0.8
21	0.982179297035541	9	26	"CO2"	0.8
22	0.984437158624393	10	26	"CO2"	0.8
23	0.971330903081229	11	26	"CO2"	0.8
24	0.979547368933999	14	26	"CO2"	0.8
25	0.967665594688521	9	26	"CO2"	0.8
26	0.965545966678653	9	26	"CO2"	0.8
27	0.979756642201385	13	26	"CO2"	0.8
28	0.974856205988281	8	26	"CO2"	0.8
29	0.978868258178603	7	26	"CO2"	0.8
30	0.96595801658604	9	26	"CO2"	0.8
1	0.981063412994106	12	27	"CO2"	0.8
2	0.981395348837209	11	27	"CO2"	0.8
3	0.975276108285817	9	27	"CO2"	0.8
4	0.978768066315684	10	27	"CO2"	0.8
5	0.97881978627174	12	27	"CO2"	0.8
6	0.974815217391304	7	27	"CO2"	0.8
7	0.983998526144908	8	27	"CO2"	0.8
8	0.981137740508466	11	27	"CO2"	0.8
9	0.9806041249391	11	27	"CO2"	0.8
10	0.982399446620156	8	27	"CO2"	0.8
11	0.985499385660996	7	27	"CO2"	0.8
12	0.979490798505644	11	27	"CO2"	0.8
13	0.971347371839983	11	27	"CO2"	0.8
14	0.982888544967353	9	27	"CO2"	0.8
15	0.985362231545715	10	27	"CO2"	0.8
16	0.979798488664987	9	27	"CO2"	0.8
17	0.978579667905752	10	27	"CO2"	0.8
18	0.982403616603369	11	27	"CO2"	0.8
19	0.980783889898294	11	27	"CO2"	0.8
20	0.985231884057971	12	27	"CO2"	0.8
21	0.98410129963528	11	27	"CO2"	0.8
22	0.977412777690878	10	27	"CO2"	0.8
23	0.984622775896361	10	27	"CO2"	0.8
24	0.983816331161464	11	27	"CO2"	0.8
25	0.977136399048354	8	27	"CO2"	0.8
26	0.980083291898964	10	27	"CO2"	0.8
27	0.979454752937685	9	27	"CO2"	0.8
28	0.978813160372424	13	27	"CO2"	0.8
29	0.983336541039159	8	27	"CO2"	0.8
30	0.985517359952264	9	27	"CO2"	0.8
1	0.983145750652053	7	28	"CO2"	0.8
2	0.972033216461882	9	28	"CO2"	0.8
3	0.985257550693426	7	28	"CO2"	0.8
4	0.981921944035346	10	28	"CO2"	0.8
5	0.963420610719204	8	28	"CO2"	0.8
6	0.976144119931538	10	28	"CO2"	0.8
7	0.977646742932244	7	28	"CO2"	0.8
8	0.984083287771095	13	28	"CO2"	0.8
9	0.97263577735534	8	28	"CO2"	0.8
10	0.974193328223275	10	28	"CO2"	0.8
11	0.965941603317208	9	28	"CO2"	0.8
12	0.986465980794641	10	28	"CO2"	0.8
13	0.984329436062109	9	28	"CO2"	0.8
14	0.977417426317296	11	28	"CO2"	0.8
15	0.983538608529488	8	28	"CO2"	0.8
16	0.979155270355565	8	28	"CO2"	0.8
17	0.98629368004368	10	28	"CO2"	0.8
18	0.981832905035876	9	28	"CO2"	0.8
19	0.984575531243425	8	28	"CO2"	0.8
20	0.976329462635562	9	28	"CO2"	0.8
21	0.977404621642471	14	28	"CO2"	0.8
22	0.969732326698696	9	28	"CO2"	0.8
23	0.982783496697057	8	28	"CO2"	0.8
24	0.967814777687279	8	28	"CO2"	0.8
25	0.982738268322741	11	28	"CO2"	0.8
26	0.967539737387699	9	28	"CO2"	0.8
27	0.98180881487804	12	28	"CO2"	0.8
28	0.983049095134403	8	28	"CO2"	0.8
29	0.984072396901344	9	28	"CO2"	0.8
30	0.978707334046201	13	28	"CO2"	0.8
1	0.969096147340315	10	29	"CO2"	0.8
2	0.981763308888499	10	29	"CO2"	0.8
3	0.978004769939883	13	29	"CO2"	0.8
4	0.983245656183094	8	29	"CO2"	0.8
5	0.983854657042229	10	29	"CO2"	0.8
6	0.975971301861269	9	29	"CO2"	0.8
7	0.977225986075544	9	29	"CO2"	0.8
8	0.971307337203373	12	29	"CO2"	0.8
9	0.979697486743587	11	29	"CO2"	0.8
10	0.978789718888729	10	29	"CO2"	0.8
11	0.97708404821731	8	29	"CO2"	0.8
12	0.984117048881408	11	29	"CO2"	0.8
13	0.976649420129173	11	29	"CO2"	0.8
14	0.980884694633883	9	29	"CO2"	0.8
15	0.988750840678206	7	29	"CO2"	0.8
16	0.976735921268453	11	29	"CO2"	0.8
17	0.983044797726246	12	29	"CO2"	0.8
18	0.985224292979955	10	29	"CO2"	0.8
19	0.966774410975642	8	29	"CO2"	0.8
20	0.983035274471512	8	29	"CO2"	0.8
21	0.985718618829079	11	29	"CO2"	0.8
22	0.947187241122458	9	29	"CO2"	0.8
23	0.972256871301935	9	29	"CO2"	0.8
24	0.977655838454785	8	29	"CO2"	0.8
25	0.984060634220814	9	29	"CO2"	0.8
26	0.986097957579115	10	29	"CO2"	0.8
27	0.976086024758591	11	29	"CO2"	0.8
28	0.98185315997816	8	29	"CO2"	0.8
29	0.976734772891259	12	29	"CO2"	0.8
30	0.987108086183753	8	29	"CO2"	0.8
1	0.977704229899903	12	30	"CO2"	0.8
2	0.983515423630165	12	30	"CO2"	0.8
3	0.980071033938437	11	30	"CO2"	0.8
4	0.983306841741534	11	30	"CO2"	0.8
5	0.98655976779583	10	30	"CO2"	0.8
6	0.983080975920464	9	30	"CO2"	0.8
7	0.983179051164663	10	30	"CO2"	0.8
8	0.975577291323672	13	30	"CO2"	0.8
9	0.974606599202068	9	30	"CO2"	0.8
10	0.972028014468478	9	30	"CO2"	0.8
11	0.969895207273848	11	30	"CO2"	0.8
12	0.969734349867889	8	30	"CO2"	0.8
13	0.981278717544546	9	30	"CO2"	0.8
14	0.980298888281392	9	30	"CO2"	0.8
15	0.9764648153533	11	30	"CO2"	0.8
16	0.982212277853725	10	30	"CO2"	0.8
17	0.988452756371433	9	30	"CO2"	0.8
18	0.974093387753905	7	30	"CO2"	0.8
19	0.976578711412835	13	30	"CO2"	0.8
20	0.98497944040162	12	30	"CO2"	0.8
21	0.982155080685061	9	30	"CO2"	0.8
22	0.976287580067349	12	30	"CO2"	0.8
23	0.973544044483465	10	30	"CO2"	0.8
24	0.974223953575466	11	30	"CO2"	0.8
25	0.983190295188618	11	30	"CO2"	0.8
26	0.975524156150755	11	30	"CO2"	0.8
27	0.963116694164248	12	30	"CO2"	0.8
28	0.977580384891226	9	30	"CO2"	0.8
29	0.984803968789134	10	30	"CO2"	0.8
30	0.986893471304549	12	30	"CO2"	0.8
1	0.967068144532031	1	1	"CO2"	0.9
2	0.977000457490611	1	1	"CO2"	0.9
3	0.981682093782514	1	1	"CO2"	0.9
4	0.976364148239148	1	1	"CO2"	0.9
5	0.97394747885084	1	1	"CO2"	0.9
6	0.978473412776482	1	1	"CO2"	0.9
7	0.972461855234676	1	1	"CO2"	0.9
8	0.982806927279664	1	1	"CO2"	0.9
9	0.975874205867342	1	1	"CO2"	0.9
10	0.975536179425595	1	1	"CO2"	0.9
11	0.976259274612855	1	1	"CO2"	0.9
12	0.978670918684599	1	1	"CO2"	0.9
13	0.97820613619713	1	1	"CO2"	0.9
14	0.979638813696627	1	1	"CO2"	0.9
15	0.975357068519491	1	1	"CO2"	0.9
16	0.974485277085122	1	1	"CO2"	0.9
17	0.974564444365027	1	1	"CO2"	0.9
18	0.975099716550401	1	1	"CO2"	0.9
19	0.972302288027887	1	1	"CO2"	0.9
20	0.972499646035048	1	1	"CO2"	0.9
21	0.973128702609396	1	1	"CO2"	0.9
22	0.978637519475556	1	1	"CO2"	0.9
23	0.974642234038134	1	1	"CO2"	0.9
24	0.969209939471169	1	1	"CO2"	0.9
25	0.971138020016041	1	1	"CO2"	0.9
26	0.970869006312819	1	1	"CO2"	0.9
27	0.98423443881205	1	1	"CO2"	0.9
28	0.96986363241553	1	1	"CO2"	0.9
29	0.978804757292003	1	1	"CO2"	0.9
30	0.980316069197332	1	1	"CO2"	0.9
1	0.974827898550725	2	2	"CO2"	0.9
2	0.991209390917262	2	2	"CO2"	0.9
3	0.979732113848121	2	2	"CO2"	0.9
4	0.986788130170483	2	2	"CO2"	0.9
5	0.98338921219491	2	2	"CO2"	0.9
6	0.988360507246377	2	2	"CO2"	0.9
7	0.980743087417765	2	2	"CO2"	0.9
8	0.98884463720918	2	2	"CO2"	0.9
9	0.988360923025797	2	2	"CO2"	0.9
10	0.985319079343766	2	2	"CO2"	0.9
11	0.981310104698787	2	2	"CO2"	0.9
12	0.978591485507246	2	2	"CO2"	0.9
13	0.983424647970133	2	2	"CO2"	0.9
14	0.98196226944386	2	2	"CO2"	0.9
15	0.992466958801894	2	2	"CO2"	0.9
16	0.982805918374571	2	2	"CO2"	0.9
17	0.98485363821885	2	2	"CO2"	0.9
18	0.987127578304049	2	2	"CO2"	0.9
19	0.984854046309398	2	2	"CO2"	0.9
20	0.980352694087941	2	2	"CO2"	0.9
21	0.986069852545474	2	2	"CO2"	0.9
22	0.98585831410409	2	2	"CO2"	0.9
23	0.981734769573675	2	2	"CO2"	0.9
24	0.982474109377034	2	2	"CO2"	0.9
25	0.97598774988221	2	2	"CO2"	0.9
26	0.97781690731331	2	2	"CO2"	0.9
27	0.988193985311724	2	2	"CO2"	0.9
28	0.983708655876144	2	2	"CO2"	0.9
29	0.986444049939917	2	2	"CO2"	0.9
30	0.986172791482526	2	2	"CO2"	0.9
1	0.985357640625166	2	3	"CO2"	0.9
2	0.982556041552761	2	3	"CO2"	0.9
3	0.989379442318207	2	3	"CO2"	0.9
4	0.991417099022277	3	3	"CO2"	0.9
5	0.9822545448146	3	3	"CO2"	0.9
6	0.984729678554721	2	3	"CO2"	0.9
7	0.981532730667554	2	3	"CO2"	0.9
8	0.989918712440627	2	3	"CO2"	0.9
9	0.98094384057971	3	3	"CO2"	0.9
10	0.983836187896933	2	3	"CO2"	0.9
11	0.975367470942692	2	3	"CO2"	0.9
12	0.986610407876231	3	3	"CO2"	0.9
13	0.98648912702065	2	3	"CO2"	0.9
14	0.985431060121768	3	3	"CO2"	0.9
15	0.983190722204284	2	3	"CO2"	0.9
16	0.985817752888262	3	3	"CO2"	0.9
17	0.9808600969418	2	3	"CO2"	0.9
18	0.989297272306981	2	3	"CO2"	0.9
19	0.98474567271955	2	3	"CO2"	0.9
20	0.991589050119856	2	3	"CO2"	0.9
21	0.988060292487197	2	3	"CO2"	0.9
22	0.985858865355268	2	3	"CO2"	0.9
23	0.986472751480975	3	3	"CO2"	0.9
24	0.9872371155557	3	3	"CO2"	0.9
25	0.983394934041741	2	3	"CO2"	0.9
26	0.990117402033227	3	3	"CO2"	0.9
27	0.982674568957755	2	3	"CO2"	0.9
28	0.985407985013144	2	3	"CO2"	0.9
29	0.983912804022243	3	3	"CO2"	0.9
30	0.983185038009675	2	3	"CO2"	0.9
1	0.982964072371705	4	4	"CO2"	0.9
2	0.976085294884044	4	4	"CO2"	0.9
3	0.978701861525749	4	4	"CO2"	0.9
4	0.980033021166026	4	4	"CO2"	0.9
5	0.9872354038831	4	4	"CO2"	0.9
6	0.980410272357782	4	4	"CO2"	0.9
7	0.990886699507389	4	4	"CO2"	0.9
8	0.976827762589294	4	4	"CO2"	0.9
9	0.979170289855072	4	4	"CO2"	0.9
10	0.986307305038439	4	4	"CO2"	0.9
11	0.975959651858932	4	4	"CO2"	0.9
12	0.983441865972058	4	4	"CO2"	0.9
13	0.989729939141727	4	4	"CO2"	0.9
14	0.987462390711833	4	4	"CO2"	0.9
15	0.975241072355724	4	4	"CO2"	0.9
16	0.987682058163729	4	4	"CO2"	0.9
17	0.973179015026492	4	4	"CO2"	0.9
18	0.978594828302985	4	4	"CO2"	0.9
19	0.989353668753858	4	4	"CO2"	0.9
20	0.977188309170717	4	4	"CO2"	0.9
21	0.983468594148439	4	4	"CO2"	0.9
22	0.984779176981308	4	4	"CO2"	0.9
23	0.981567585228071	4	4	"CO2"	0.9
24	0.981845099760712	4	4	"CO2"	0.9
25	0.978711670543354	4	4	"CO2"	0.9
26	0.983803584511195	4	4	"CO2"	0.9
27	0.96964663243733	4	4	"CO2"	0.9
28	0.975090891138687	4	4	"CO2"	0.9
29	0.976686757073497	4	4	"CO2"	0.9
30	0.98407696063047	4	4	"CO2"	0.9
1	0.967010476385476	5	5	"CO2"	0.9
2	0.979327411385977	5	5	"CO2"	0.9
3	0.990035882948822	5	5	"CO2"	0.9
4	0.977128560001488	5	5	"CO2"	0.9
5	0.984650581630678	5	5	"CO2"	0.9
6	0.974925555196785	5	5	"CO2"	0.9
7	0.977404621267246	5	5	"CO2"	0.9
8	0.982625654605734	5	5	"CO2"	0.9
9	0.968820310719982	5	5	"CO2"	0.9
10	0.980381344287429	5	5	"CO2"	0.9
11	0.97811136294442	5	5	"CO2"	0.9
12	0.982006458314196	5	5	"CO2"	0.9
13	0.974925559823336	5	5	"CO2"	0.9
14	0.979016243189572	5	5	"CO2"	0.9
15	0.978124328065366	5	5	"CO2"	0.9
16	0.971779727264831	5	5	"CO2"	0.9
17	0.985875469621192	5	5	"CO2"	0.9
18	0.981167525166507	5	5	"CO2"	0.9
19	0.972081125684009	5	5	"CO2"	0.9
20	0.978986547645058	5	5	"CO2"	0.9
21	0.979188061385365	5	5	"CO2"	0.9
22	0.989201401892272	5	5	"CO2"	0.9
23	0.978665496049166	5	5	"CO2"	0.9
24	0.976586910927535	5	5	"CO2"	0.9
25	0.977523186033824	5	5	"CO2"	0.9
26	0.98183130478129	5	5	"CO2"	0.9
27	0.981504159275386	5	5	"CO2"	0.9
28	0.975253623188406	5	5	"CO2"	0.9
29	0.976159475833972	5	5	"CO2"	0.9
30	0.978260675712309	5	5	"CO2"	0.9
1	0.963713495011288	6	6	"CO2"	0.9
2	0.980199250110754	6	6	"CO2"	0.9
3	0.985343693688928	6	6	"CO2"	0.9
4	0.977697115367819	6	6	"CO2"	0.9
5	0.978121783022105	6	6	"CO2"	0.9
6	0.983509059378026	6	6	"CO2"	0.9
7	0.977109739526791	6	6	"CO2"	0.9
8	0.978414286017114	6	6	"CO2"	0.9
9	0.979196282121378	6	6	"CO2"	0.9
10	0.979260408300971	6	6	"CO2"	0.9
11	0.97958696104464	6	6	"CO2"	0.9
12	0.980974458576113	6	6	"CO2"	0.9
13	0.98508539006492	6	6	"CO2"	0.9
14	0.983413532528446	6	6	"CO2"	0.9
15	0.984516654324804	6	6	"CO2"	0.9
16	0.983143046248035	6	6	"CO2"	0.9
17	0.983382152944869	6	6	"CO2"	0.9
18	0.986025409696079	6	6	"CO2"	0.9
19	0.978069482826688	6	6	"CO2"	0.9
20	0.983927563343333	6	6	"CO2"	0.9
21	0.980911151453954	6	6	"CO2"	0.9
22	0.984186831231166	6	6	"CO2"	0.9
23	0.976561943072458	6	6	"CO2"	0.9
24	0.982815577505365	6	6	"CO2"	0.9
25	0.959956994834594	6	6	"CO2"	0.9
26	0.98156295106269	6	6	"CO2"	0.9
27	0.980831521305631	6	6	"CO2"	0.9
28	0.990650501585322	6	6	"CO2"	0.9
29	0.981376129606218	6	6	"CO2"	0.9
30	0.977147644927536	6	6	"CO2"	0.9
1	0.973447407278728	6	7	"CO2"	0.9
2	0.986151734332929	7	7	"CO2"	0.9
3	0.982285113180085	7	7	"CO2"	0.9
4	0.986010058226551	7	7	"CO2"	0.9
5	0.957108997132218	7	7	"CO2"	0.9
6	0.979337546997856	6	7	"CO2"	0.9
7	0.984331528485212	7	7	"CO2"	0.9
8	0.981968305292519	7	7	"CO2"	0.9
9	0.966665234376399	7	7	"CO2"	0.9
10	0.979395465994962	6	7	"CO2"	0.9
11	0.973023178343502	7	7	"CO2"	0.9
12	0.982068342801038	7	7	"CO2"	0.9
13	0.978594960190888	6	7	"CO2"	0.9
14	0.987328127943015	7	7	"CO2"	0.9
15	0.984074706846984	7	7	"CO2"	0.9
16	0.989157608695652	6	7	"CO2"	0.9
17	0.982619789838034	7	7	"CO2"	0.9
18	0.978410244664522	7	7	"CO2"	0.9
19	0.979981519787478	7	7	"CO2"	0.9
20	0.982752464540876	7	7	"CO2"	0.9
21	0.978699816914841	7	7	"CO2"	0.9
22	0.974341820876474	7	7	"CO2"	0.9
23	0.981024778968199	7	7	"CO2"	0.9
24	0.968117005967903	7	7	"CO2"	0.9
25	0.983961600056315	7	7	"CO2"	0.9
26	0.984130139135893	6	7	"CO2"	0.9
27	0.985402172498083	6	7	"CO2"	0.9
28	0.981460432171146	7	7	"CO2"	0.9
29	0.983386316516932	7	7	"CO2"	0.9
30	0.979376571515712	7	7	"CO2"	0.9
1	0.981533253359901	7	8	"CO2"	0.9
2	0.981761033425755	8	8	"CO2"	0.9
3	0.971219485177031	7	8	"CO2"	0.9
4	0.982499036938749	7	8	"CO2"	0.9
5	0.957077100115075	8	8	"CO2"	0.9
6	0.973902691724474	7	8	"CO2"	0.9
7	0.974341204923857	8	8	"CO2"	0.9
8	0.979787723690993	8	8	"CO2"	0.9
9	0.982780966487687	7	8	"CO2"	0.9
10	0.97331089626486	8	8	"CO2"	0.9
11	0.972900159037453	8	8	"CO2"	0.9
12	0.984551993401551	8	8	"CO2"	0.9
13	0.979183322813661	8	8	"CO2"	0.9
14	0.964220754268148	8	8	"CO2"	0.9
15	0.987530721026481	8	8	"CO2"	0.9
16	0.971882853343915	7	8	"CO2"	0.9
17	0.978357005745474	7	8	"CO2"	0.9
18	0.980745070870735	8	8	"CO2"	0.9
19	0.984067900807927	8	8	"CO2"	0.9
20	0.976238996040976	8	8	"CO2"	0.9
21	0.979886737812306	8	8	"CO2"	0.9
22	0.989279051411761	6	8	"CO2"	0.9
23	0.977376751758225	8	8	"CO2"	0.9
24	0.97899034080554	7	8	"CO2"	0.9
25	0.974132275075982	8	8	"CO2"	0.9
26	0.978275402254826	6	8	"CO2"	0.9
27	0.984904187246465	8	8	"CO2"	0.9
28	0.985173359940135	8	8	"CO2"	0.9
29	0.982423911062511	8	8	"CO2"	0.9
30	0.974448379235381	8	8	"CO2"	0.9
1	0.989010989010989	8	9	"CO2"	0.9
2	0.97003876678256	8	9	"CO2"	0.9
3	0.984216318591319	9	9	"CO2"	0.9
4	0.97284926972427	9	9	"CO2"	0.9
5	0.982776461336286	9	9	"CO2"	0.9
6	0.981846457655628	9	9	"CO2"	0.9
7	0.988557031767619	9	9	"CO2"	0.9
8	0.981459948320413	8	9	"CO2"	0.9
9	0.976690379049412	9	9	"CO2"	0.9
10	0.981407828282828	7	9	"CO2"	0.9
11	0.975111092196771	8	9	"CO2"	0.9
12	0.989103208172901	9	9	"CO2"	0.9
13	0.976241519578116	9	9	"CO2"	0.9
14	0.981685947886647	9	9	"CO2"	0.9
15	0.981507488165004	9	9	"CO2"	0.9
16	0.979223648222175	7	9	"CO2"	0.9
17	0.982737480156947	8	9	"CO2"	0.9
18	0.984621368753002	8	9	"CO2"	0.9
19	0.978970051483679	9	9	"CO2"	0.9
20	0.98516465927734	7	9	"CO2"	0.9
21	0.98302183993487	8	9	"CO2"	0.9
22	0.985851824007195	9	9	"CO2"	0.9
23	0.976544434290145	9	9	"CO2"	0.9
24	0.967438756475222	8	9	"CO2"	0.9
25	0.984569799585349	9	9	"CO2"	0.9
26	0.982550378010736	9	9	"CO2"	0.9
27	0.968504116027224	8	9	"CO2"	0.9
28	0.977567321265836	8	9	"CO2"	0.9
29	0.983107789855072	8	9	"CO2"	0.9
30	0.976526783632342	9	9	"CO2"	0.9
1	0.977538107872941	10	10	"CO2"	0.9
2	0.984844652531123	10	10	"CO2"	0.9
3	0.981860046050656	8	10	"CO2"	0.9
4	0.978849233584992	9	10	"CO2"	0.9
5	0.980458604526029	10	10	"CO2"	0.9
6	0.978516621790472	8	10	"CO2"	0.9
7	0.975067307245973	9	10	"CO2"	0.9
8	0.964349630019211	8	10	"CO2"	0.9
9	0.980447069606395	9	10	"CO2"	0.9
10	0.979003794998861	8	10	"CO2"	0.9
11	0.984822482504708	10	10	"CO2"	0.9
12	0.978998044666094	9	10	"CO2"	0.9
13	0.981943676572218	10	10	"CO2"	0.9
14	0.980339616086163	9	10	"CO2"	0.9
15	0.972841864018335	7	10	"CO2"	0.9
16	0.981808540798219	9	10	"CO2"	0.9
17	0.97752565449747	10	10	"CO2"	0.9
18	0.965404727154362	7	10	"CO2"	0.9
19	0.968984317156896	10	10	"CO2"	0.9
20	0.983469435162518	9	10	"CO2"	0.9
21	0.978354715520124	10	10	"CO2"	0.9
22	0.981460516113981	8	10	"CO2"	0.9
23	0.974436936936937	9	10	"CO2"	0.9
24	0.966728640534352	10	10	"CO2"	0.9
25	0.980784149854892	9	10	"CO2"	0.9
26	0.987013648928818	10	10	"CO2"	0.9
27	0.973448982112348	9	10	"CO2"	0.9
28	0.974292976796087	10	10	"CO2"	0.9
29	0.985640209862413	8	10	"CO2"	0.9
30	0.980004733852304	10	10	"CO2"	0.9
1	0.982532323364242	10	11	"CO2"	0.9
2	0.985547284452893	7	11	"CO2"	0.9
3	0.980903964456596	10	11	"CO2"	0.9
4	0.98393052942708	11	11	"CO2"	0.9
5	0.98306348989525	11	11	"CO2"	0.9
6	0.982216142270862	9	11	"CO2"	0.9
7	0.984516250343521	8	11	"CO2"	0.9
8	0.970169160119112	9	11	"CO2"	0.9
9	0.975990523054492	9	11	"CO2"	0.9
10	0.978979160374509	7	11	"CO2"	0.9
11	0.983045420299214	11	11	"CO2"	0.9
12	0.983204319752294	10	11	"CO2"	0.9
13	0.981612155321935	9	11	"CO2"	0.9
14	0.978689479230215	11	11	"CO2"	0.9
15	0.969510649087221	11	11	"CO2"	0.9
16	0.988874609277149	11	11	"CO2"	0.9
17	0.985121927536572	10	11	"CO2"	0.9
18	0.96664135232207	11	11	"CO2"	0.9
19	0.987372550694919	11	11	"CO2"	0.9
20	0.98549076471354	8	11	"CO2"	0.9
21	0.981250467010386	10	11	"CO2"	0.9
22	0.982977859578845	10	11	"CO2"	0.9
23	0.974622914704994	10	11	"CO2"	0.9
24	0.982605189695821	11	11	"CO2"	0.9
25	0.980107793773491	8	11	"CO2"	0.9
26	0.972634935244231	9	11	"CO2"	0.9
27	0.975613636692364	9	11	"CO2"	0.9
28	0.966188252066687	10	11	"CO2"	0.9
29	0.976108329037484	10	11	"CO2"	0.9
30	0.976675786593707	9	11	"CO2"	0.9
1	0.983285995193358	12	12	"CO2"	0.9
2	0.96119976964875	12	12	"CO2"	0.9
3	0.986879224111077	10	12	"CO2"	0.9
4	0.982153960840287	9	12	"CO2"	0.9
5	0.976478082546431	12	12	"CO2"	0.9
6	0.98465146155606	11	12	"CO2"	0.9
7	0.97633480161511	9	12	"CO2"	0.9
8	0.979471353349374	9	12	"CO2"	0.9
9	0.969404278213114	8	12	"CO2"	0.9
10	0.97837707308183	12	12	"CO2"	0.9
11	0.977027974766462	12	12	"CO2"	0.9
12	0.976333709719448	9	12	"CO2"	0.9
13	0.987505162052859	8	12	"CO2"	0.9
14	0.975489067894131	6	12	"CO2"	0.9
15	0.970235578375113	11	12	"CO2"	0.9
16	0.97193100242731	10	12	"CO2"	0.9
17	0.975134659854055	9	12	"CO2"	0.9
18	0.985185575898232	12	12	"CO2"	0.9
19	0.976432478973508	10	12	"CO2"	0.9
20	0.967494103195955	10	12	"CO2"	0.9
21	0.97245102963335	8	12	"CO2"	0.9
22	0.982595306360837	9	12	"CO2"	0.9
23	0.977129148131905	10	12	"CO2"	0.9
24	0.98092818200175	12	12	"CO2"	0.9
25	0.973505894111768	7	12	"CO2"	0.9
26	0.986671687288361	8	12	"CO2"	0.9
27	0.978462087372978	8	12	"CO2"	0.9
28	0.974522343060568	12	12	"CO2"	0.9
29	0.97556944240282	12	12	"CO2"	0.9
30	0.981105485371244	8	12	"CO2"	0.9
1	0.985920765204787	12	13	"CO2"	0.9
2	0.978106433388008	10	13	"CO2"	0.9
3	0.974716602879533	6	13	"CO2"	0.9
4	0.977226039526812	12	13	"CO2"	0.9
5	0.983083106221316	9	13	"CO2"	0.9
6	0.981068234776572	6	13	"CO2"	0.9
7	0.984403160843913	9	13	"CO2"	0.9
8	0.978461098196053	10	13	"CO2"	0.9
9	0.985673065498922	9	13	"CO2"	0.9
10	0.985133076717235	9	13	"CO2"	0.9
11	0.965083162451584	8	13	"CO2"	0.9
12	0.969626201431947	12	13	"CO2"	0.9
13	0.972662811762338	9	13	"CO2"	0.9
14	0.982976645120794	11	13	"CO2"	0.9
15	0.975157105982552	11	13	"CO2"	0.9
16	0.984725965858041	8	13	"CO2"	0.9
17	0.981245083502148	10	13	"CO2"	0.9
18	0.981692131655112	10	13	"CO2"	0.9
19	0.97932763538681	7	13	"CO2"	0.9
20	0.982446387584908	10	13	"CO2"	0.9
21	0.980997036790872	9	13	"CO2"	0.9
22	0.975185581380272	11	13	"CO2"	0.9
23	0.983276493621321	11	13	"CO2"	0.9
24	0.979575762912521	11	13	"CO2"	0.9
25	0.978904221192525	11	13	"CO2"	0.9
26	0.979906762035918	10	13	"CO2"	0.9
27	0.973080376326243	10	13	"CO2"	0.9
28	0.984532664149692	10	13	"CO2"	0.9
29	0.976178747361013	8	13	"CO2"	0.9
30	0.989403397339696	11	13	"CO2"	0.9
1	0.972066893613855	11	14	"CO2"	0.9
2	0.979685667370396	9	14	"CO2"	0.9
3	0.975087907668353	8	14	"CO2"	0.9
4	0.973690172000813	11	14	"CO2"	0.9
5	0.979956976098247	8	14	"CO2"	0.9
6	0.972161230713021	11	14	"CO2"	0.9
7	0.974034491537619	11	14	"CO2"	0.9
8	0.979358268220827	10	14	"CO2"	0.9
9	0.983149104997619	10	14	"CO2"	0.9
10	0.981719979234056	10	14	"CO2"	0.9
11	0.986935805910495	9	14	"CO2"	0.9
12	0.983384369005508	10	14	"CO2"	0.9
13	0.976049080705328	7	14	"CO2"	0.9
14	0.978952952418426	9	14	"CO2"	0.9
15	0.977849456656402	11	14	"CO2"	0.9
16	0.981890906516584	9	14	"CO2"	0.9
17	0.978008626130865	8	14	"CO2"	0.9
18	0.982315827380427	8	14	"CO2"	0.9
19	0.977841794003289	12	14	"CO2"	0.9
20	0.978478637924321	12	14	"CO2"	0.9
21	0.982348275545318	11	14	"CO2"	0.9
22	0.975925824636012	11	14	"CO2"	0.9
23	0.976048842719154	13	14	"CO2"	0.9
24	0.982872664616086	9	14	"CO2"	0.9
25	0.964002317644482	9	14	"CO2"	0.9
26	0.978805304346864	10	14	"CO2"	0.9
27	0.986193747995157	10	14	"CO2"	0.9
