"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_y"
3	0.756010580268006	25	25	"CO2"	0.25
4	0.755643318046859	25	25	"CO2"	0.25
5	0.792853313796616	25	25	"CO2"	0.25
6	0.764022234372152	25	25	"CO2"	0.25
7	0.758458333333333	25	25	"CO2"	0.25
8	0.753850987278142	25	25	"CO2"	0.25
9	0.773353992796911	25	25	"CO2"	0.25
10	0.766498813390178	25	25	"CO2"	0.25
11	0.711201485846036	25	25	"CO2"	0.25
12	0.716486770300745	25	25	"CO2"	0.25
13	0.784921137310756	25	25	"CO2"	0.25
14	0.780871430065906	25	25	"CO2"	0.25
15	0.774256927381927	25	25	"CO2"	0.25
16	0.779358154803041	25	25	"CO2"	0.25
17	0.769994099898956	25	25	"CO2"	0.25
18	0.758127538991156	25	25	"CO2"	0.25
19	0.726144059467863	25	25	"CO2"	0.25
20	0.762927860960674	25	25	"CO2"	0.25
21	0.777695303599909	25	25	"CO2"	0.25
22	0.772434772123572	25	25	"CO2"	0.25
23	0.745832005946692	25	25	"CO2"	0.25
24	0.768927998032891	25	25	"CO2"	0.25
25	0.774079740591889	25	25	"CO2"	0.25
26	0.774059758533831	25	25	"CO2"	0.25
27	0.777028062788701	25	25	"CO2"	0.25
28	0.768677075859986	25	25	"CO2"	0.25
29	0.74993949195243	25	25	"CO2"	0.25
30	0.774183377364324	25	25	"CO2"	0.25
1	0.761232869547024	26	26	"CO2"	0.25
2	0.780837209465726	26	26	"CO2"	0.25
3	0.75064612360207	26	26	"CO2"	0.25
4	0.757416019546126	26	26	"CO2"	0.25
5	0.762978509668855	26	26	"CO2"	0.25
6	0.712686594202899	26	26	"CO2"	0.25
7	0.792858896135774	26	26	"CO2"	0.25
8	0.722254638183842	26	26	"CO2"	0.25
9	0.778774850320678	26	26	"CO2"	0.25
10	0.77318332959725	26	26	"CO2"	0.25
11	0.757971476873091	26	26	"CO2"	0.25
12	0.776347214234972	26	26	"CO2"	0.25
13	0.776562073437073	26	26	"CO2"	0.25
14	0.754109922264106	26	26	"CO2"	0.25
15	0.782319230396433	26	26	"CO2"	0.25
16	0.762390254133098	26	26	"CO2"	0.25
17	0.774462777868999	26	26	"CO2"	0.25
18	0.75248754905584	26	26	"CO2"	0.25
19	0.777420185833319	26	26	"CO2"	0.25
20	0.760747408619749	26	26	"CO2"	0.25
21	0.761617717081869	26	26	"CO2"	0.25
22	0.769061442968232	26	26	"CO2"	0.25
23	0.781254484426571	26	26	"CO2"	0.25
24	0.772074701002119	26	26	"CO2"	0.25
25	0.768482682563958	26	26	"CO2"	0.25
26	0.784925237911798	26	26	"CO2"	0.25
27	0.768924555197719	26	26	"CO2"	0.25
28	0.747330180199461	26	26	"CO2"	0.25
29	0.772810117698453	26	26	"CO2"	0.25
30	0.792744107918309	26	26	"CO2"	0.25
1	0.77542662116041	27	27	"CO2"	0.25
2	0.761400168544586	27	27	"CO2"	0.25
3	0.782469647092138	27	27	"CO2"	0.25
4	0.784058072208914	27	27	"CO2"	0.25
5	0.775400089828145	27	27	"CO2"	0.25
6	0.766713280639277	27	27	"CO2"	0.25
7	0.791323139142715	27	27	"CO2"	0.25
8	0.772231272058977	27	27	"CO2"	0.25
9	0.767478607717473	27	27	"CO2"	0.25
10	0.756449853052461	27	27	"CO2"	0.25
11	0.768634243261921	27	27	"CO2"	0.25
12	0.788004492052522	27	27	"CO2"	0.25
13	0.76846406357982	27	27	"CO2"	0.25
14	0.790487536062757	27	27	"CO2"	0.25
15	0.780863021009181	27	27	"CO2"	0.25
16	0.754524280540657	27	27	"CO2"	0.25
17	0.750542913960896	27	27	"CO2"	0.25
18	0.774350411975339	27	27	"CO2"	0.25
19	0.768262582928372	27	27	"CO2"	0.25
20	0.778921736158578	27	27	"CO2"	0.25
21	0.774484150717703	27	27	"CO2"	0.25
22	0.782809849743107	27	27	"CO2"	0.25
23	0.743265247941507	27	27	"CO2"	0.25
24	0.783538791770889	27	27	"CO2"	0.25
25	0.768023457269759	27	27	"CO2"	0.25
26	0.757850770391889	27	27	"CO2"	0.25
27	0.754625767734896	27	27	"CO2"	0.25
28	0.771053900035211	27	27	"CO2"	0.25
29	0.771595128733083	27	27	"CO2"	0.25
30	0.766093758458291	27	27	"CO2"	0.25
1	0.789223350910899	28	28	"CO2"	0.25
2	0.750425086422529	28	28	"CO2"	0.25
3	0.770489341221438	28	28	"CO2"	0.25
4	0.791200723808324	28	28	"CO2"	0.25
5	0.76757155293407	28	28	"CO2"	0.25
6	0.74419983253429	28	28	"CO2"	0.25
7	0.755055719112446	28	28	"CO2"	0.25
8	0.773777065825824	28	28	"CO2"	0.25
9	0.791919989137261	28	28	"CO2"	0.25
10	0.795769730693622	28	28	"CO2"	0.25
11	0.758212455485104	28	28	"CO2"	0.25
12	0.733441380439736	28	28	"CO2"	0.25
13	0.742316753045702	28	28	"CO2"	0.25
14	0.769283099106737	28	28	"CO2"	0.25
15	0.751445460293948	28	28	"CO2"	0.25
16	0.784535311405593	28	28	"CO2"	0.25
17	0.795021565327162	28	28	"CO2"	0.25
18	0.756309238630301	28	28	"CO2"	0.25
19	0.804258747941505	28	28	"CO2"	0.25
20	0.737448129162744	28	28	"CO2"	0.25
21	0.77610672664215	28	28	"CO2"	0.25
22	0.803004154682007	28	28	"CO2"	0.25
23	0.76109207788599	28	28	"CO2"	0.25
24	0.749104319559595	28	28	"CO2"	0.25
25	0.797131552412487	28	28	"CO2"	0.25
26	0.772010725284061	28	28	"CO2"	0.25
27	0.773202466776687	28	28	"CO2"	0.25
28	0.796929138605469	28	28	"CO2"	0.25
29	0.782161683906241	28	28	"CO2"	0.25
30	0.747222281670448	28	28	"CO2"	0.25
1	0.747023347578495	29	29	"CO2"	0.25
2	0.770755677858585	29	29	"CO2"	0.25
3	0.765428765283374	29	29	"CO2"	0.25
4	0.79735688734679	29	29	"CO2"	0.25
5	0.773903377863774	29	29	"CO2"	0.25
6	0.768282036078443	29	29	"CO2"	0.25
7	0.777819378070943	29	29	"CO2"	0.25
8	0.736353698634853	29	29	"CO2"	0.25
9	0.748970832890871	29	29	"CO2"	0.25
10	0.772261630694628	29	29	"CO2"	0.25
11	0.765144142941457	29	29	"CO2"	0.25
12	0.796063122113375	29	29	"CO2"	0.25
13	0.735614591864592	29	29	"CO2"	0.25
14	0.757466326354739	29	29	"CO2"	0.25
15	0.749181163809007	29	29	"CO2"	0.25
16	0.764362373737374	29	29	"CO2"	0.25
17	0.782269950444293	29	29	"CO2"	0.25
18	0.766946384340468	29	29	"CO2"	0.25
19	0.779231486754169	29	29	"CO2"	0.25
20	0.74663676339388	29	29	"CO2"	0.25
21	0.751712914475935	29	29	"CO2"	0.25
22	0.767924899571555	29	29	"CO2"	0.25
23	0.775179146670173	29	29	"CO2"	0.25
24	0.782239158015117	29	29	"CO2"	0.25
25	0.782391319764556	29	29	"CO2"	0.25
26	0.754326395525822	29	29	"CO2"	0.25
27	0.772111159579109	29	29	"CO2"	0.25
28	0.769569182663077	29	29	"CO2"	0.25
29	0.77885798203179	29	29	"CO2"	0.25
30	0.751500331275935	29	29	"CO2"	0.25
1	0.773886155960386	30	30	"CO2"	0.25
2	0.752772644927536	30	30	"CO2"	0.25
3	0.770215854286651	30	30	"CO2"	0.25
4	0.777646343457466	30	30	"CO2"	0.25
5	0.744498468283635	30	30	"CO2"	0.25
6	0.79386283375689	30	30	"CO2"	0.25
7	0.787127894975236	30	30	"CO2"	0.25
8	0.80398731884058	30	30	"CO2"	0.25
9	0.77084543230734	30	30	"CO2"	0.25
10	0.793655976779583	30	30	"CO2"	0.25
11	0.77940034709536	30	30	"CO2"	0.25
12	0.788289565330001	30	30	"CO2"	0.25
13	0.756111104961572	30	30	"CO2"	0.25
14	0.794433779727897	30	30	"CO2"	0.25
15	0.767929454390452	30	30	"CO2"	0.25
16	0.817083845208845	30	30	"CO2"	0.25
17	0.743127717391304	30	30	"CO2"	0.25
18	0.784161656715749	30	30	"CO2"	0.25
19	0.769236383386798	30	30	"CO2"	0.25
20	0.77275090638262	30	30	"CO2"	0.25
21	0.754863902082572	30	30	"CO2"	0.25
22	0.788071919856459	30	30	"CO2"	0.25
23	0.751525951485741	30	30	"CO2"	0.25
24	0.740960144927536	30	30	"CO2"	0.25
25	0.780739291349128	30	30	"CO2"	0.25
26	0.750621578268299	30	30	"CO2"	0.25
27	0.751617703583809	30	30	"CO2"	0.25
28	0.77716524241832	30	30	"CO2"	0.25
29	0.757964341589928	30	30	"CO2"	0.25
30	0.776971003810173	30	30	"CO2"	0.25
1	0.782776119936387	1	1	"CO2"	0.275
2	0.79263989581704	1	1	"CO2"	0.275
3	0.78630678363589	1	1	"CO2"	0.275
4	0.765153761330966	1	1	"CO2"	0.275
5	0.797356139119174	1	1	"CO2"	0.275
6	0.786412870340873	1	1	"CO2"	0.275
7	0.788272281388644	1	1	"CO2"	0.275
8	0.775300828166652	1	1	"CO2"	0.275
9	0.777813299232737	1	1	"CO2"	0.275
10	0.782666068412908	1	1	"CO2"	0.275
11	0.79692046299246	1	1	"CO2"	0.275
12	0.762183419091713	1	1	"CO2"	0.275
13	0.771919489197016	1	1	"CO2"	0.275
14	0.787025331273119	1	1	"CO2"	0.275
15	0.771316547608549	1	1	"CO2"	0.275
16	0.790688271987303	1	1	"CO2"	0.275
17	0.785857456211439	1	1	"CO2"	0.275
18	0.773013927064859	1	1	"CO2"	0.275
19	0.803919449937149	1	1	"CO2"	0.275
20	0.784862704925101	1	1	"CO2"	0.275
21	0.780121752921961	1	1	"CO2"	0.275
22	0.793406605520769	1	1	"CO2"	0.275
23	0.780985813474612	1	1	"CO2"	0.275
24	0.794395081870829	1	1	"CO2"	0.275
25	0.777389865830209	1	1	"CO2"	0.275
26	0.780502456754392	1	1	"CO2"	0.275
27	0.793578640508134	1	1	"CO2"	0.275
28	0.76337777924464	1	1	"CO2"	0.275
29	0.776812040889711	1	1	"CO2"	0.275
30	0.775629692460723	1	1	"CO2"	0.275
1	0.812772006560962	1	2	"CO2"	0.275
2	0.798584420505603	1	2	"CO2"	0.275
3	0.805063782702599	1	2	"CO2"	0.275
4	0.803532324097877	1	2	"CO2"	0.275
5	0.806536275376344	1	2	"CO2"	0.275
6	0.779290754497841	1	2	"CO2"	0.275
7	0.807245597870598	1	2	"CO2"	0.275
8	0.792136126508566	1	2	"CO2"	0.275
9	0.780816780330032	1	2	"CO2"	0.275
10	0.787874230591572	1	2	"CO2"	0.275
11	0.765586998222551	1	2	"CO2"	0.275
12	0.801201421348149	1	2	"CO2"	0.275
13	0.779955101022699	1	2	"CO2"	0.275
14	0.80067039763729	1	2	"CO2"	0.275
15	0.788037362142696	1	2	"CO2"	0.275
16	0.773061026144908	1	2	"CO2"	0.275
17	0.777306724389772	1	2	"CO2"	0.275
18	0.783203335360028	1	2	"CO2"	0.275
19	0.74849574034164	1	2	"CO2"	0.275
20	0.796806469298246	1	2	"CO2"	0.275
21	0.802128331438676	1	2	"CO2"	0.275
22	0.758818739979726	1	2	"CO2"	0.275
23	0.798217156688975	1	2	"CO2"	0.275
24	0.80697074310423	1	2	"CO2"	0.275
25	0.805194200656705	1	2	"CO2"	0.275
26	0.789593973178997	1	2	"CO2"	0.275
27	0.790194789255909	1	2	"CO2"	0.275
28	0.791061460469355	1	2	"CO2"	0.275
29	0.780635785060564	1	2	"CO2"	0.275
30	0.764491136038097	1	2	"CO2"	0.275
1	0.833978882241653	3	3	"CO2"	0.275
2	0.826833424457809	3	3	"CO2"	0.275
3	0.839275056733913	3	3	"CO2"	0.275
4	0.829474301021262	3	3	"CO2"	0.275
5	0.788328496019824	3	3	"CO2"	0.275
6	0.821218379488936	3	3	"CO2"	0.275
7	0.82260222456861	3	3	"CO2"	0.275
8	0.819099838160612	3	3	"CO2"	0.275
9	0.869071850897963	3	3	"CO2"	0.275
10	0.821937896889463	3	3	"CO2"	0.275
11	0.826663333875059	3	3	"CO2"	0.275
12	0.805018115942029	3	3	"CO2"	0.275
13	0.812635325089529	3	3	"CO2"	0.275
14	0.807842493184565	3	3	"CO2"	0.275
15	0.81581868671941	3	3	"CO2"	0.275
16	0.801927784911659	3	3	"CO2"	0.275
17	0.778174735614282	1	3	"CO2"	0.275
18	0.813709157258996	1	3	"CO2"	0.275
19	0.786779229053839	3	3	"CO2"	0.275
20	0.809878848446595	3	3	"CO2"	0.275
21	0.815776918907279	3	3	"CO2"	0.275
22	0.794196667486295	3	3	"CO2"	0.275
23	0.791092281208277	1	3	"CO2"	0.275
24	0.798341676013237	1	3	"CO2"	0.275
25	0.810903444068549	3	3	"CO2"	0.275
26	0.832915527605793	3	3	"CO2"	0.275
27	0.836505700012809	3	3	"CO2"	0.275
28	0.799676103863296	1	3	"CO2"	0.275
29	0.82012012012012	3	3	"CO2"	0.275
30	0.83791847826087	3	3	"CO2"	0.275
1	0.839427066987481	4	4	"CO2"	0.275
2	0.818636327576632	4	4	"CO2"	0.275
3	0.832597900720878	4	4	"CO2"	0.275
4	0.830715057786647	4	4	"CO2"	0.275
5	0.845879795217056	4	4	"CO2"	0.275
6	0.862741391858567	4	4	"CO2"	0.275
7	0.818497598463016	4	4	"CO2"	0.275
8	0.851859351721943	4	4	"CO2"	0.275
9	0.825062598981295	4	4	"CO2"	0.275
10	0.845904817392692	4	4	"CO2"	0.275
11	0.842675501117505	4	4	"CO2"	0.275
12	0.846818346206042	4	4	"CO2"	0.275
13	0.845591052482696	4	4	"CO2"	0.275
14	0.84856296701294	4	4	"CO2"	0.275
15	0.863380411233291	4	4	"CO2"	0.275
16	0.846996096353423	4	4	"CO2"	0.275
17	0.860967603056722	4	4	"CO2"	0.275
18	0.882185145129169	4	4	"CO2"	0.275
19	0.809533419438166	4	4	"CO2"	0.275
20	0.833857461413382	4	4	"CO2"	0.275
21	0.785569640227225	4	4	"CO2"	0.275
22	0.839198968969961	4	4	"CO2"	0.275
23	0.831007556675063	4	4	"CO2"	0.275
24	0.835980337620761	4	4	"CO2"	0.275
25	0.822379738770309	4	4	"CO2"	0.275
26	0.823914684439208	4	4	"CO2"	0.275
27	0.826896739130435	4	4	"CO2"	0.275
28	0.828733828503679	4	4	"CO2"	0.275
29	0.851267263093894	4	4	"CO2"	0.275
30	0.861432293928602	4	4	"CO2"	0.275
1	0.833439883565533	5	5	"CO2"	0.275
2	0.853788845137079	5	5	"CO2"	0.275
3	0.858241254646367	5	5	"CO2"	0.275
4	0.823735655503189	5	5	"CO2"	0.275
5	0.821406070424681	5	5	"CO2"	0.275
6	0.864981301671949	5	5	"CO2"	0.275
7	0.854776220038359	5	5	"CO2"	0.275
8	0.838762472942294	5	5	"CO2"	0.275
9	0.83173097826087	5	5	"CO2"	0.275
10	0.839897212394165	5	5	"CO2"	0.275
11	0.847957255015993	5	5	"CO2"	0.275
12	0.859923885165881	5	5	"CO2"	0.275
13	0.83284346000924	5	5	"CO2"	0.275
14	0.837888045895073	5	5	"CO2"	0.275
15	0.855099115288398	5	5	"CO2"	0.275
16	0.86696332044968	5	5	"CO2"	0.275
17	0.844968319174402	5	5	"CO2"	0.275
18	0.833874487443465	5	5	"CO2"	0.275
19	0.833132349534671	5	5	"CO2"	0.275
20	0.853643986968546	5	5	"CO2"	0.275
21	0.859078865687998	5	5	"CO2"	0.275
22	0.84452360225274	5	5	"CO2"	0.275
23	0.859090359364202	5	5	"CO2"	0.275
24	0.852897202247911	5	5	"CO2"	0.275
25	0.838799497598316	5	5	"CO2"	0.275
26	0.812380786936507	5	5	"CO2"	0.275
27	0.849687696250658	5	5	"CO2"	0.275
28	0.867215254890211	5	5	"CO2"	0.275
29	0.849493357833936	5	5	"CO2"	0.275
30	0.873288402279261	5	5	"CO2"	0.275
1	0.802925920067868	6	6	"CO2"	0.275
2	0.848294704609049	6	6	"CO2"	0.275
3	0.841249634182031	6	6	"CO2"	0.275
4	0.816757882274748	6	6	"CO2"	0.275
5	0.849619499183999	6	6	"CO2"	0.275
6	0.820042653357403	6	6	"CO2"	0.275
7	0.859167305494887	6	6	"CO2"	0.275
8	0.86964176801923	6	6	"CO2"	0.275
9	0.822685658902948	6	6	"CO2"	0.275
10	0.855849077031343	6	6	"CO2"	0.275
11	0.842609335198938	6	6	"CO2"	0.275
12	0.854421966518506	6	6	"CO2"	0.275
13	0.826390908209751	6	6	"CO2"	0.275
14	0.853258628155867	6	6	"CO2"	0.275
15	0.854208787108924	6	6	"CO2"	0.275
16	0.839542555130308	6	6	"CO2"	0.275
17	0.836517382872882	6	6	"CO2"	0.275
18	0.84380800825918	6	6	"CO2"	0.275
19	0.859881432699985	6	6	"CO2"	0.275
20	0.840932018110141	6	6	"CO2"	0.275
21	0.827330615942029	6	6	"CO2"	0.275
22	0.81911195577056	6	6	"CO2"	0.275
23	0.824557749880866	6	6	"CO2"	0.275
24	0.840629722921914	6	6	"CO2"	0.275
25	0.844335273235381	6	6	"CO2"	0.275
26	0.811820333508789	6	6	"CO2"	0.275
27	0.80275644963145	6	6	"CO2"	0.275
28	0.845684512850725	6	6	"CO2"	0.275
29	0.848473485043064	6	6	"CO2"	0.275
30	0.841136496882051	6	6	"CO2"	0.275
1	0.832409057533862	7	7	"CO2"	0.275
2	0.839881528251608	7	7	"CO2"	0.275
3	0.816851385390428	7	7	"CO2"	0.275
4	0.837606362908658	7	7	"CO2"	0.275
5	0.819704897522311	7	7	"CO2"	0.275
6	0.831722560817872	7	7	"CO2"	0.275
7	0.843077055977885	7	7	"CO2"	0.275
8	0.83170054519755	7	7	"CO2"	0.275
9	0.843781519524094	7	7	"CO2"	0.275
10	0.82787530947558	7	7	"CO2"	0.275
11	0.843786875631523	7	7	"CO2"	0.275
12	0.837955504411201	7	7	"CO2"	0.275
13	0.861451992753623	7	7	"CO2"	0.275
14	0.834918443524058	7	7	"CO2"	0.275
15	0.8247728878917	7	7	"CO2"	0.275
16	0.836214846763448	7	7	"CO2"	0.275
17	0.822832287902076	7	7	"CO2"	0.275
18	0.812645391102065	7	7	"CO2"	0.275
19	0.813771196634658	7	7	"CO2"	0.275
20	0.836121922996003	7	7	"CO2"	0.275
21	0.838642019383223	7	7	"CO2"	0.275
22	0.823690526514371	7	7	"CO2"	0.275
23	0.841174208324279	7	7	"CO2"	0.275
24	0.827459222039688	7	7	"CO2"	0.275
25	0.845275637143315	7	7	"CO2"	0.275
26	0.830171295322253	7	7	"CO2"	0.275
27	0.858291810805378	7	7	"CO2"	0.275
28	0.818568409665108	7	7	"CO2"	0.275
29	0.811742502007989	7	7	"CO2"	0.275
30	0.840816419388823	7	7	"CO2"	0.275
1	0.870154333161403	8	8	"CO2"	0.275
2	0.845925346882939	8	8	"CO2"	0.275
3	0.800834483735089	8	8	"CO2"	0.275
4	0.827010974728718	8	8	"CO2"	0.275
5	0.835952527112748	8	8	"CO2"	0.275
6	0.802386086470725	8	8	"CO2"	0.275
7	0.833366884027234	8	8	"CO2"	0.275
8	0.790945653016711	8	8	"CO2"	0.275
9	0.834886881898105	8	8	"CO2"	0.275
10	0.849171417830963	8	8	"CO2"	0.275
11	0.841533284513722	8	8	"CO2"	0.275
12	0.805327120192145	8	8	"CO2"	0.275
13	0.818887598331661	8	8	"CO2"	0.275
14	0.825225466482377	8	8	"CO2"	0.275
15	0.807200739112197	8	8	"CO2"	0.275
16	0.822416904117911	8	8	"CO2"	0.275
17	0.808509984261263	8	8	"CO2"	0.275
18	0.802136137031383	8	8	"CO2"	0.275
19	0.808773487993836	8	8	"CO2"	0.275
20	0.803853934332694	8	8	"CO2"	0.275
21	0.825151698921528	8	8	"CO2"	0.275
22	0.815022425531155	8	8	"CO2"	0.275
23	0.795887704756923	8	8	"CO2"	0.275
24	0.81342010258331	8	8	"CO2"	0.275
25	0.795858072133232	8	8	"CO2"	0.275
26	0.810709571828309	8	8	"CO2"	0.275
27	0.801498867699436	8	8	"CO2"	0.275
28	0.814737420232242	8	8	"CO2"	0.275
29	0.801183947946538	8	8	"CO2"	0.275
30	0.811462735712952	8	8	"CO2"	0.275
1	0.819528165851122	9	9	"CO2"	0.275
2	0.791128502140814	9	9	"CO2"	0.275
3	0.830253291715998	9	9	"CO2"	0.275
4	0.800560608292216	9	9	"CO2"	0.275
5	0.828696981341241	9	9	"CO2"	0.275
6	0.817470942511821	9	9	"CO2"	0.275
7	0.80269611988769	9	9	"CO2"	0.275
8	0.802013203072458	9	9	"CO2"	0.275
9	0.773847450938184	9	9	"CO2"	0.275
10	0.792146144994246	9	9	"CO2"	0.275
11	0.796027964169557	9	9	"CO2"	0.275
12	0.807653538015687	9	9	"CO2"	0.275
13	0.799646523521227	9	9	"CO2"	0.275
14	0.825182134050661	9	9	"CO2"	0.275
15	0.802612888755981	9	9	"CO2"	0.275
16	0.826698242531356	9	9	"CO2"	0.275
17	0.819610739209872	9	9	"CO2"	0.275
18	0.795411906834615	9	9	"CO2"	0.275
19	0.805427843006664	9	9	"CO2"	0.275
20	0.803200229612887	9	9	"CO2"	0.275
21	0.845876200912853	9	9	"CO2"	0.275
22	0.81333010440211	9	9	"CO2"	0.275
23	0.78027247688373	9	9	"CO2"	0.275
24	0.837291600297335	9	9	"CO2"	0.275
25	0.821090188652781	9	9	"CO2"	0.275
26	0.825543847722638	9	9	"CO2"	0.275
27	0.802723499944499	9	9	"CO2"	0.275
28	0.830977745335548	9	9	"CO2"	0.275
29	0.789498970487303	9	9	"CO2"	0.275
30	0.824121797573125	9	9	"CO2"	0.275
1	0.798990063385729	10	10	"CO2"	0.275
2	0.799551872182417	10	10	"CO2"	0.275
3	0.824359172993166	10	10	"CO2"	0.275
4	0.802764465884527	10	10	"CO2"	0.275
5	0.785473329293078	10	10	"CO2"	0.275
6	0.837246039228736	10	10	"CO2"	0.275
7	0.780302267002519	10	10	"CO2"	0.275
8	0.79132816796497	10	10	"CO2"	0.275
9	0.821594012836414	10	10	"CO2"	0.275
10	0.810686377321471	10	10	"CO2"	0.275
11	0.81305985067047	10	10	"CO2"	0.275
12	0.795812856264619	10	10	"CO2"	0.275
13	0.810043347092586	10	10	"CO2"	0.275
14	0.779644968319706	10	10	"CO2"	0.275
15	0.823362802705596	10	10	"CO2"	0.275
16	0.808658612847216	10	10	"CO2"	0.275
17	0.833005058658917	10	10	"CO2"	0.275
18	0.77834042222107	10	10	"CO2"	0.275
19	0.816009430655128	10	10	"CO2"	0.275
20	0.82438218108393	10	10	"CO2"	0.275
21	0.837646457115484	10	10	"CO2"	0.275
22	0.796293196638421	10	10	"CO2"	0.275
23	0.814717132938675	10	10	"CO2"	0.275
24	0.804932670946777	10	10	"CO2"	0.275
25	0.812277420021121	10	10	"CO2"	0.275
26	0.783539794125952	10	10	"CO2"	0.275
27	0.780264721543404	10	10	"CO2"	0.275
28	0.827908714484571	10	10	"CO2"	0.275
29	0.791668130462888	10	10	"CO2"	0.275
30	0.765983670633197	10	10	"CO2"	0.275
1	0.80782844542295	11	11	"CO2"	0.275
2	0.821516937453541	11	11	"CO2"	0.275
3	0.819419209322724	11	11	"CO2"	0.275
4	0.797970876665172	11	11	"CO2"	0.275
5	0.814406530753283	11	11	"CO2"	0.275
6	0.781317026708633	11	11	"CO2"	0.275
7	0.748131045837072	11	11	"CO2"	0.275
8	0.77329454451476	11	11	"CO2"	0.275
9	0.773820841382054	11	11	"CO2"	0.275
10	0.773148588939315	11	11	"CO2"	0.275
11	0.794761203450452	11	11	"CO2"	0.275
12	0.783421349778511	11	11	"CO2"	0.275
13	0.804634663602544	11	11	"CO2"	0.275
14	0.815226698410709	11	11	"CO2"	0.275
15	0.791613516442518	11	11	"CO2"	0.275
16	0.774945577055978	11	11	"CO2"	0.275
17	0.818355302158524	11	11	"CO2"	0.275
18	0.814981325458178	11	11	"CO2"	0.275
19	0.79230096515634	11	11	"CO2"	0.275
20	0.784274623151846	11	11	"CO2"	0.275
21	0.808960825709594	11	11	"CO2"	0.275
22	0.835571520712243	11	11	"CO2"	0.275
23	0.816156543628433	11	11	"CO2"	0.275
24	0.780139268626111	11	11	"CO2"	0.275
25	0.78021405683578	11	11	"CO2"	0.275
26	0.798090786116676	11	11	"CO2"	0.275
27	0.809482237711138	11	11	"CO2"	0.275
28	0.781034968234694	11	11	"CO2"	0.275
29	0.800509962990173	11	11	"CO2"	0.275
30	0.776597032353611	11	11	"CO2"	0.275
1	0.797656940760389	12	12	"CO2"	0.275
2	0.800525136509822	12	12	"CO2"	0.275
3	0.798712012825951	12	12	"CO2"	0.275
4	0.796885985979714	12	12	"CO2"	0.275
5	0.793432975823865	12	12	"CO2"	0.275
6	0.786105139730311	12	12	"CO2"	0.275
7	0.792854027333527	12	12	"CO2"	0.275
8	0.78883028001217	12	12	"CO2"	0.275
9	0.803310846454561	12	12	"CO2"	0.275
10	0.79490248411083	12	12	"CO2"	0.275
11	0.798664001683147	12	12	"CO2"	0.275
12	0.780532809993416	12	12	"CO2"	0.275
13	0.792994634953115	12	12	"CO2"	0.275
14	0.770093237964082	12	12	"CO2"	0.275
15	0.819146516957734	12	12	"CO2"	0.275
16	0.744654313404313	12	12	"CO2"	0.275
17	0.787573113908992	12	12	"CO2"	0.275
18	0.795118872291184	12	12	"CO2"	0.275
19	0.803623291067507	12	12	"CO2"	0.275
20	0.806046067238097	12	12	"CO2"	0.275
21	0.790453397853987	12	12	"CO2"	0.275
22	0.767953813234565	12	12	"CO2"	0.275
23	0.776816689702833	12	12	"CO2"	0.275
24	0.796524608732588	12	12	"CO2"	0.275
25	0.7695755840784	12	12	"CO2"	0.275
26	0.761078967669542	12	12	"CO2"	0.275
27	0.799456491597804	12	12	"CO2"	0.275
28	0.793773012287095	12	12	"CO2"	0.275
29	0.76119015238693	12	12	"CO2"	0.275
30	0.80302014731907	12	12	"CO2"	0.275
1	0.760514138160249	13	13	"CO2"	0.275
2	0.788671758011381	13	13	"CO2"	0.275
3	0.771761765573647	13	13	"CO2"	0.275
4	0.782813334363846	13	13	"CO2"	0.275
5	0.760125966218151	13	13	"CO2"	0.275
6	0.777537110337094	13	13	"CO2"	0.275
7	0.759262571007785	13	13	"CO2"	0.275
8	0.784847131641258	13	13	"CO2"	0.275
9	0.803960735487829	13	13	"CO2"	0.275
10	0.793674735624876	13	13	"CO2"	0.275
11	0.767466959584336	13	13	"CO2"	0.275
12	0.792199308313052	13	13	"CO2"	0.275
13	0.797201681353828	13	13	"CO2"	0.275
14	0.779504725507411	13	13	"CO2"	0.275
15	0.787530421416677	13	13	"CO2"	0.275
16	0.778290174128059	13	13	"CO2"	0.275
17	0.756773837785966	13	13	"CO2"	0.275
18	0.802167428161462	13	13	"CO2"	0.275
19	0.785919105789389	13	13	"CO2"	0.275
20	0.776051903525298	13	13	"CO2"	0.275
21	0.779574283105554	13	13	"CO2"	0.275
22	0.766023724082935	13	13	"CO2"	0.275
23	0.791056829178763	13	13	"CO2"	0.275
24	0.807368148076113	13	13	"CO2"	0.275
25	0.747814249755997	13	13	"CO2"	0.275
26	0.801010583696152	13	13	"CO2"	0.275
27	0.770562907952225	13	13	"CO2"	0.275
28	0.760530132405132	13	13	"CO2"	0.275
29	0.726191092117562	13	13	"CO2"	0.275
30	0.796469739366102	13	13	"CO2"	0.275
1	0.743988617152748	14	14	"CO2"	0.275
2	0.776207494237264	14	14	"CO2"	0.275
3	0.736987204926948	14	14	"CO2"	0.275
4	0.805142640610621	14	14	"CO2"	0.275
5	0.765420186551006	14	14	"CO2"	0.275
6	0.742975721139751	14	14	"CO2"	0.275
7	0.78807928460882	14	14	"CO2"	0.275
8	0.777403308046263	14	14	"CO2"	0.275
9	0.782162383816293	14	14	"CO2"	0.275
10	0.80750883863059	14	14	"CO2"	0.275
11	0.746729755140416	14	14	"CO2"	0.275
12	0.780736456127666	14	14	"CO2"	0.275
13	0.765645158408234	14	14	"CO2"	0.275
