"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
2	0.967195479884248	22	29	"CO2"	"No"	0.5
3	0.956872734467189	18	29	"CO2"	"No"	0.5
4	0.92223453198471	18	29	"CO2"	"No"	0.5
5	0.961485934439343	18	29	"CO2"	"No"	0.5
6	0.958097057962781	18	29	"CO2"	"No"	0.5
7	0.942102972267131	19	29	"CO2"	"No"	0.5
8	0.953975410247739	21	29	"CO2"	"No"	0.5
9	0.944296213317039	20	29	"CO2"	"No"	0.5
10	0.940010213743869	20	29	"CO2"	"No"	0.5
11	0.915586050724638	18	29	"CO2"	"No"	0.5
12	0.943021278169079	20	29	"CO2"	"No"	0.5
13	0.961451494879505	20	29	"CO2"	"No"	0.5
14	0.931577451276494	17	29	"CO2"	"No"	0.5
15	0.941279341031816	20	29	"CO2"	"No"	0.5
16	0.930246199032481	18	29	"CO2"	"No"	0.5
17	0.947425413118267	19	29	"CO2"	"No"	0.5
18	0.92675469003839	19	29	"CO2"	"No"	0.5
19	0.945562913186011	20	29	"CO2"	"No"	0.5
20	0.962519818977918	19	29	"CO2"	"No"	0.5
21	0.946494754016878	19	29	"CO2"	"No"	0.5
22	0.934283413182121	23	29	"CO2"	"No"	0.5
23	0.945361380798274	21	29	"CO2"	"No"	0.5
24	0.937901822857575	19	29	"CO2"	"No"	0.5
25	0.931800603710348	20	29	"CO2"	"No"	0.5
26	0.934000484164958	17	29	"CO2"	"No"	0.5
27	0.945085988741414	21	29	"CO2"	"No"	0.5
28	0.946402533323514	20	29	"CO2"	"No"	0.5
29	0.920932858507774	19	29	"CO2"	"No"	0.5
30	0.956335745053993	21	29	"CO2"	"No"	0.5
1	0.933254473819869	23	30	"CO2"	"No"	0.5
2	0.96708003502314	19	30	"CO2"	"No"	0.5
3	0.931581998905026	19	30	"CO2"	"No"	0.5
4	0.922057722066378	19	30	"CO2"	"No"	0.5
5	0.935255959147585	19	30	"CO2"	"No"	0.5
6	0.945703875594569	21	30	"CO2"	"No"	0.5
7	0.952123012249663	18	30	"CO2"	"No"	0.5
8	0.941065245124841	20	30	"CO2"	"No"	0.5
9	0.928798531681306	21	30	"CO2"	"No"	0.5
10	0.945439963822135	21	30	"CO2"	"No"	0.5
11	0.944309083111296	22	30	"CO2"	"No"	0.5
12	0.930871723507664	19	30	"CO2"	"No"	0.5
13	0.938043305321319	19	30	"CO2"	"No"	0.5
14	0.948891926371423	16	30	"CO2"	"No"	0.5
15	0.951547426581626	20	30	"CO2"	"No"	0.5
16	0.949255540809331	20	30	"CO2"	"No"	0.5
17	0.943965856749028	20	30	"CO2"	"No"	0.5
18	0.923387220833917	20	30	"CO2"	"No"	0.5
19	0.948457152729786	19	30	"CO2"	"No"	0.5
20	0.939505431107975	20	30	"CO2"	"No"	0.5
21	0.952570918938983	21	30	"CO2"	"No"	0.5
22	0.933386109467564	22	30	"CO2"	"No"	0.5
23	0.950003745238197	23	30	"CO2"	"No"	0.5
24	0.940027371791561	20	30	"CO2"	"No"	0.5
25	0.956608434140857	20	30	"CO2"	"No"	0.5
26	0.954263586956522	20	30	"CO2"	"No"	0.5
27	0.945638106925358	21	30	"CO2"	"No"	0.5
28	0.922260748959778	20	30	"CO2"	"No"	0.5
29	0.962137291009915	19	30	"CO2"	"No"	0.5
30	0.941882015504418	19	30	"CO2"	"No"	0.5
1	0.637480089200382	1	1	"CO2"	"No"	0.7
2	0.645536414575723	1	1	"CO2"	"No"	0.7
3	0.636265972885916	1	1	"CO2"	"No"	0.7
4	0.618177621986946	1	1	"CO2"	"No"	0.7
5	0.592661428656272	1	1	"CO2"	"No"	0.7
6	0.624711814065551	1	1	"CO2"	"No"	0.7
7	0.641508525190251	1	1	"CO2"	"No"	0.7
8	0.638147156292617	1	1	"CO2"	"No"	0.7
9	0.661885393226115	1	1	"CO2"	"No"	0.7
10	0.632942934782609	1	1	"CO2"	"No"	0.7
11	0.630849747067054	1	1	"CO2"	"No"	0.7
12	0.659204731185906	1	1	"CO2"	"No"	0.7
13	0.653962746801512	1	1	"CO2"	"No"	0.7
14	0.647695960443055	1	1	"CO2"	"No"	0.7
15	0.632560890891844	1	1	"CO2"	"No"	0.7
16	0.647427094062445	1	1	"CO2"	"No"	0.7
17	0.648970487302677	1	1	"CO2"	"No"	0.7
18	0.58396270840373	1	1	"CO2"	"No"	0.7
19	0.633829535251763	1	1	"CO2"	"No"	0.7
20	0.664751933907479	1	1	"CO2"	"No"	0.7
21	0.647057596689692	1	1	"CO2"	"No"	0.7
22	0.65100597592507	1	1	"CO2"	"No"	0.7
23	0.631366301028822	1	1	"CO2"	"No"	0.7
24	0.643817567350299	1	1	"CO2"	"No"	0.7
25	0.631099543411445	1	1	"CO2"	"No"	0.7
26	0.630349653147861	1	1	"CO2"	"No"	0.7
27	0.652046098943188	1	1	"CO2"	"No"	0.7
28	0.659522287491361	1	1	"CO2"	"No"	0.7
29	0.632255216910992	1	1	"CO2"	"No"	0.7
30	0.643446263492227	1	1	"CO2"	"No"	0.7
1	0.745677470251791	2	2	"CO2"	"No"	0.7
2	0.741003050704818	2	2	"CO2"	"No"	0.7
3	0.728234815734281	2	2	"CO2"	"No"	0.7
4	0.695263625902291	2	2	"CO2"	"No"	0.7
5	0.74813436622577	2	2	"CO2"	"No"	0.7
6	0.72974564586485	2	2	"CO2"	"No"	0.7
7	0.747861113712108	2	2	"CO2"	"No"	0.7
8	0.743944871599029	2	2	"CO2"	"No"	0.7
9	0.691329855400779	2	2	"CO2"	"No"	0.7
10	0.762978899389332	2	2	"CO2"	"No"	0.7
11	0.764672267265801	2	2	"CO2"	"No"	0.7
12	0.751154334113611	2	2	"CO2"	"No"	0.7
13	0.738056665965355	2	2	"CO2"	"No"	0.7
14	0.688418209183215	2	2	"CO2"	"No"	0.7
15	0.689854166666667	2	2	"CO2"	"No"	0.7
16	0.699937569630557	2	2	"CO2"	"No"	0.7
17	0.686004376995659	2	2	"CO2"	"No"	0.7
18	0.696687374343694	2	2	"CO2"	"No"	0.7
19	0.75266590497953	2	2	"CO2"	"No"	0.7
20	0.740560438580241	2	2	"CO2"	"No"	0.7
21	0.742952833841007	2	2	"CO2"	"No"	0.7
22	0.688339097022094	2	2	"CO2"	"No"	0.7
23	0.729930778155095	2	2	"CO2"	"No"	0.7
24	0.765207775414597	2	2	"CO2"	"No"	0.7
25	0.743014899399512	2	2	"CO2"	"No"	0.7
26	0.75623163781813	2	2	"CO2"	"No"	0.7
27	0.674955625903493	2	2	"CO2"	"No"	0.7
28	0.706799554429138	2	2	"CO2"	"No"	0.7
29	0.698180982812272	2	2	"CO2"	"No"	0.7
30	0.683896320152244	2	2	"CO2"	"No"	0.7
1	0.762602076371889	3	3	"CO2"	"No"	0.7
2	0.794291777149577	3	3	"CO2"	"No"	0.7
3	0.770001727712509	3	3	"CO2"	"No"	0.7
4	0.777240894136067	3	3	"CO2"	"No"	0.7
5	0.784989179901217	3	3	"CO2"	"No"	0.7
6	0.763765395288717	3	3	"CO2"	"No"	0.7
7	0.768572700223071	3	3	"CO2"	"No"	0.7
8	0.756696775914578	3	3	"CO2"	"No"	0.7
9	0.752592071311283	3	3	"CO2"	"No"	0.7
10	0.786570846447741	3	3	"CO2"	"No"	0.7
11	0.758166425211316	3	3	"CO2"	"No"	0.7
12	0.751631018756716	3	3	"CO2"	"No"	0.7
13	0.781938439542764	3	3	"CO2"	"No"	0.7
14	0.759106879169	3	3	"CO2"	"No"	0.7
15	0.820930587954245	3	3	"CO2"	"No"	0.7
16	0.771349641170512	3	3	"CO2"	"No"	0.7
17	0.761694948170806	3	3	"CO2"	"No"	0.7
18	0.768746711475465	3	3	"CO2"	"No"	0.7
19	0.789204615133058	3	3	"CO2"	"No"	0.7
20	0.794088743400498	3	3	"CO2"	"No"	0.7
21	0.781282187334186	3	3	"CO2"	"No"	0.7
22	0.767813579820318	3	3	"CO2"	"No"	0.7
23	0.778796380838719	3	3	"CO2"	"No"	0.7
24	0.779523733673144	3	3	"CO2"	"No"	0.7
25	0.783425194212588	3	3	"CO2"	"No"	0.7
26	0.81028923825241	3	3	"CO2"	"No"	0.7
27	0.783530984092728	3	3	"CO2"	"No"	0.7
28	0.790634806064426	3	3	"CO2"	"No"	0.7
29	0.795507905295976	3	3	"CO2"	"No"	0.7
30	0.771804375750321	3	3	"CO2"	"No"	0.7
1	0.806343065388551	4	4	"CO2"	"No"	0.7
2	0.822262706021119	4	4	"CO2"	"No"	0.7
3	0.823080817950859	4	4	"CO2"	"No"	0.7
4	0.835520025299031	4	4	"CO2"	"No"	0.7
5	0.834608166874177	4	4	"CO2"	"No"	0.7
6	0.832616606895384	4	4	"CO2"	"No"	0.7
7	0.838833794056669	4	4	"CO2"	"No"	0.7
8	0.800956672166183	4	4	"CO2"	"No"	0.7
9	0.828117293212336	4	4	"CO2"	"No"	0.7
10	0.831562312966599	4	4	"CO2"	"No"	0.7
11	0.805114054042013	4	4	"CO2"	"No"	0.7
12	0.832158111790264	4	4	"CO2"	"No"	0.7
13	0.827140889800736	4	4	"CO2"	"No"	0.7
14	0.844314311594203	4	4	"CO2"	"No"	0.7
15	0.834212800098747	4	4	"CO2"	"No"	0.7
16	0.851571364924225	4	4	"CO2"	"No"	0.7
17	0.819981678395918	4	4	"CO2"	"No"	0.7
18	0.844082763932364	4	4	"CO2"	"No"	0.7
19	0.825228528637091	4	4	"CO2"	"No"	0.7
20	0.829019927536232	4	4	"CO2"	"No"	0.7
21	0.844725140259749	4	4	"CO2"	"No"	0.7
22	0.837984788146235	4	4	"CO2"	"No"	0.7
23	0.821542670021165	4	4	"CO2"	"No"	0.7
24	0.827844775927749	4	4	"CO2"	"No"	0.7
25	0.831809734560806	4	4	"CO2"	"No"	0.7
26	0.811410664440105	4	4	"CO2"	"No"	0.7
27	0.814923100222118	4	4	"CO2"	"No"	0.7
28	0.819591515822954	4	4	"CO2"	"No"	0.7
29	0.813443659855262	4	4	"CO2"	"No"	0.7
30	0.809296801393956	4	4	"CO2"	"No"	0.7
1	0.85871233945083	5	5	"CO2"	"No"	0.7
2	0.870036361636755	5	5	"CO2"	"No"	0.7
3	0.831260439829345	5	5	"CO2"	"No"	0.7
4	0.848707906973494	5	5	"CO2"	"No"	0.7
5	0.868215656728734	5	5	"CO2"	"No"	0.7
6	0.869021583616073	5	5	"CO2"	"No"	0.7
7	0.866867577942812	5	5	"CO2"	"No"	0.7
8	0.885236352416721	5	5	"CO2"	"No"	0.7
9	0.845735764323631	5	5	"CO2"	"No"	0.7
10	0.877498356636524	5	5	"CO2"	"No"	0.7
11	0.843363507452282	5	5	"CO2"	"No"	0.7
12	0.864182474540463	5	5	"CO2"	"No"	0.7
13	0.858997911578351	5	5	"CO2"	"No"	0.7
14	0.852681239938245	5	5	"CO2"	"No"	0.7
15	0.871431860036832	5	5	"CO2"	"No"	0.7
16	0.871529070449934	5	5	"CO2"	"No"	0.7
17	0.848734834620521	5	5	"CO2"	"No"	0.7
18	0.873926221271354	5	5	"CO2"	"No"	0.7
19	0.856844335181504	5	5	"CO2"	"No"	0.7
20	0.855753357464227	5	5	"CO2"	"No"	0.7
21	0.858169683540911	5	5	"CO2"	"No"	0.7
22	0.852466103737759	5	5	"CO2"	"No"	0.7
23	0.842222328012102	5	5	"CO2"	"No"	0.7
24	0.836763871003475	5	5	"CO2"	"No"	0.7
25	0.853323988072308	5	5	"CO2"	"No"	0.7
26	0.850611080257462	5	5	"CO2"	"No"	0.7
27	0.860492546566924	5	5	"CO2"	"No"	0.7
28	0.852551179338562	5	5	"CO2"	"No"	0.7
29	0.880590911718599	5	5	"CO2"	"No"	0.7
30	0.861598686589824	5	5	"CO2"	"No"	0.7
1	0.880005740322176	6	6	"CO2"	"No"	0.7
2	0.866034813475615	6	6	"CO2"	"No"	0.7
3	0.857909984572884	6	6	"CO2"	"No"	0.7
4	0.884163643836106	6	6	"CO2"	"No"	0.7
5	0.856168953043953	6	6	"CO2"	"No"	0.7
6	0.877985298585433	6	6	"CO2"	"No"	0.7
7	0.887822592943296	6	6	"CO2"	"No"	0.7
8	0.896597369251666	6	6	"CO2"	"No"	0.7
9	0.874617785258433	6	6	"CO2"	"No"	0.7
10	0.873708708864078	6	6	"CO2"	"No"	0.7
11	0.901095366581491	6	6	"CO2"	"No"	0.7
12	0.846092533682303	6	6	"CO2"	"No"	0.7
13	0.86123778907496	6	6	"CO2"	"No"	0.7
14	0.851169951174014	6	6	"CO2"	"No"	0.7
15	0.875186984143745	6	6	"CO2"	"No"	0.7
16	0.866134881612442	6	6	"CO2"	"No"	0.7
17	0.883765176453931	6	6	"CO2"	"No"	0.7
18	0.850929166592641	6	6	"CO2"	"No"	0.7
19	0.863196257615318	6	6	"CO2"	"No"	0.7
20	0.853996390472276	6	6	"CO2"	"No"	0.7
21	0.879935936661391	6	6	"CO2"	"No"	0.7
22	0.848717826652702	6	6	"CO2"	"No"	0.7
23	0.888250272501474	6	6	"CO2"	"No"	0.7
24	0.863518038634987	6	6	"CO2"	"No"	0.7
25	0.864082916904381	6	6	"CO2"	"No"	0.7
26	0.86607361118284	6	6	"CO2"	"No"	0.7
27	0.850463448462501	6	6	"CO2"	"No"	0.7
28	0.860292604104485	6	6	"CO2"	"No"	0.7
29	0.861463983586746	6	6	"CO2"	"No"	0.7
30	0.878745226965292	6	6	"CO2"	"No"	0.7
1	0.863446412239129	7	7	"CO2"	"No"	0.7
2	0.879011715410216	7	7	"CO2"	"No"	0.7
3	0.855110416259527	7	7	"CO2"	"No"	0.7
4	0.875809772069363	7	7	"CO2"	"No"	0.7
5	0.864281451978173	7	7	"CO2"	"No"	0.7
6	0.884336324484816	7	7	"CO2"	"No"	0.7
7	0.874218326935083	7	7	"CO2"	"No"	0.7
8	0.868462023984852	7	7	"CO2"	"No"	0.7
9	0.888111040317157	7	7	"CO2"	"No"	0.7
10	0.874791505777891	7	7	"CO2"	"No"	0.7
11	0.867253539477113	7	7	"CO2"	"No"	0.7
12	0.878136986682817	7	7	"CO2"	"No"	0.7
13	0.861365202681536	7	7	"CO2"	"No"	0.7
14	0.881981967465527	7	7	"CO2"	"No"	0.7
15	0.863785418106427	7	7	"CO2"	"No"	0.7
16	0.865948930543395	7	7	"CO2"	"No"	0.7
17	0.865982333013131	7	7	"CO2"	"No"	0.7
18	0.891988493962178	7	7	"CO2"	"No"	0.7
19	0.873471882640587	7	7	"CO2"	"No"	0.7
20	0.871862468180075	7	7	"CO2"	"No"	0.7
21	0.875842528553579	7	7	"CO2"	"No"	0.7
22	0.863154902552987	7	7	"CO2"	"No"	0.7
23	0.86264819681317	7	7	"CO2"	"No"	0.7
24	0.863236227084869	7	7	"CO2"	"No"	0.7
25	0.880524580966407	7	7	"CO2"	"No"	0.7
26	0.878468019128745	7	7	"CO2"	"No"	0.7
27	0.872975067624383	7	7	"CO2"	"No"	0.7
28	0.872752532923539	7	7	"CO2"	"No"	0.7
29	0.874737237237237	7	7	"CO2"	"No"	0.7
30	0.892401316713977	7	7	"CO2"	"No"	0.7
1	0.896373579696294	8	8	"CO2"	"No"	0.7
2	0.898385466428502	8	8	"CO2"	"No"	0.7
3	0.898077727795795	8	8	"CO2"	"No"	0.7
4	0.883086855508891	8	8	"CO2"	"No"	0.7
5	0.887653083010455	8	8	"CO2"	"No"	0.7
6	0.889902856237791	8	8	"CO2"	"No"	0.7
7	0.873795475462075	8	8	"CO2"	"No"	0.7
8	0.869539141414141	8	8	"CO2"	"No"	0.7
9	0.876441933628768	8	8	"CO2"	"No"	0.7
10	0.87961359292881	8	8	"CO2"	"No"	0.7
11	0.894966236955187	8	8	"CO2"	"No"	0.7
12	0.882178403588085	8	8	"CO2"	"No"	0.7
13	0.884224146679747	8	8	"CO2"	"No"	0.7
14	0.863987157637418	8	8	"CO2"	"No"	0.7
15	0.861092597882087	8	8	"CO2"	"No"	0.7
16	0.886336660888694	8	8	"CO2"	"No"	0.7
17	0.869333967965818	8	8	"CO2"	"No"	0.7
18	0.883029082540015	8	8	"CO2"	"No"	0.7
19	0.892949362019055	8	8	"CO2"	"No"	0.7
20	0.896823518110647	8	8	"CO2"	"No"	0.7
21	0.893055152825766	8	8	"CO2"	"No"	0.7
22	0.875758666251302	8	8	"CO2"	"No"	0.7
23	0.881542685180297	8	8	"CO2"	"No"	0.7
24	0.892545041823896	8	8	"CO2"	"No"	0.7
25	0.86438347804861	8	8	"CO2"	"No"	0.7
26	0.900873454944179	8	8	"CO2"	"No"	0.7
27	0.880458612003822	8	8	"CO2"	"No"	0.7
28	0.863391542183884	8	8	"CO2"	"No"	0.7
29	0.892598572094859	8	8	"CO2"	"No"	0.7
30	0.876606600731551	8	8	"CO2"	"No"	0.7
1	0.888077179113075	9	9	"CO2"	"No"	0.7
2	0.896582737104064	9	9	"CO2"	"No"	0.7
3	0.875482874287717	9	9	"CO2"	"No"	0.7
4	0.928427444006973	9	9	"CO2"	"No"	0.7
5	0.889914284635427	9	9	"CO2"	"No"	0.7
6	0.875348902447577	9	9	"CO2"	"No"	0.7
7	0.865852845941341	9	9	"CO2"	"No"	0.7
8	0.897597520151299	9	9	"CO2"	"No"	0.7
9	0.881910214950109	9	9	"CO2"	"No"	0.7
10	0.87955682262613	9	9	"CO2"	"No"	0.7
11	0.894794355438898	9	9	"CO2"	"No"	0.7
12	0.860616439537394	9	9	"CO2"	"No"	0.7
13	0.870596644211354	9	9	"CO2"	"No"	0.7
14	0.867877604438597	9	9	"CO2"	"No"	0.7
15	0.879688741420526	9	9	"CO2"	"No"	0.7
16	0.88383122415262	9	9	"CO2"	"No"	0.7
17	0.908865679109412	9	9	"CO2"	"No"	0.7
18	0.8911506492229	9	9	"CO2"	"No"	0.7
19	0.890947502784327	9	9	"CO2"	"No"	0.7
20	0.899311057841863	9	9	"CO2"	"No"	0.7
21	0.903425790034548	9	9	"CO2"	"No"	0.7
22	0.900358129829113	9	9	"CO2"	"No"	0.7
23	0.871695391166063	9	9	"CO2"	"No"	0.7
24	0.885870141249126	9	9	"CO2"	"No"	0.7
25	0.870926336087597	9	9	"CO2"	"No"	0.7
26	0.869822307174967	9	9	"CO2"	"No"	0.7
27	0.882377044999337	9	9	"CO2"	"No"	0.7
28	0.892897466266701	9	9	"CO2"	"No"	0.7
29	0.893426223072241	9	9	"CO2"	"No"	0.7
30	0.880872137438485	9	9	"CO2"	"No"	0.7
1	0.90309869338429	10	10	"CO2"	"No"	0.7
2	0.893384398920588	10	10	"CO2"	"No"	0.7
3	0.902685146223438	10	10	"CO2"	"No"	0.7
4	0.905727290863845	10	10	"CO2"	"No"	0.7
5	0.890547616297587	10	10	"CO2"	"No"	0.7
6	0.907819768068846	10	10	"CO2"	"No"	0.7
7	0.884526496282591	10	10	"CO2"	"No"	0.7
8	0.897477593875536	10	10	"CO2"	"No"	0.7
9	0.905660992294656	10	10	"CO2"	"No"	0.7
10	0.861353182810941	10	10	"CO2"	"No"	0.7
11	0.927980515038914	10	10	"CO2"	"No"	0.7
12	0.893218993282932	10	10	"CO2"	"No"	0.7
13	0.90516572630846	10	10	"CO2"	"No"	0.7
14	0.904072125265495	10	10	"CO2"	"No"	0.7
15	0.917329796640141	10	10	"CO2"	"No"	0.7
16	0.894830015105997	10	10	"CO2"	"No"	0.7
17	0.89843037992709	10	10	"CO2"	"No"	0.7
18	0.89245096408038	10	10	"CO2"	"No"	0.7
19	0.881232204888304	10	10	"CO2"	"No"	0.7
20	0.891183010509858	10	10	"CO2"	"No"	0.7
21	0.892968782453371	10	10	"CO2"	"No"	0.7
22	0.914441632667114	10	10	"CO2"	"No"	0.7
23	0.923216875510303	10	10	"CO2"	"No"	0.7
24	0.909280121932807	10	10	"CO2"	"No"	0.7
25	0.896780374656481	10	10	"CO2"	"No"	0.7
26	0.904222401141832	10	10	"CO2"	"No"	0.7
27	0.875544086556398	10	10	"CO2"	"No"	0.7
28	0.890877008023158	10	10	"CO2"	"No"	0.7
29	0.906537672800193	10	10	"CO2"	"No"	0.7
30	0.907908385013769	10	10	"CO2"	"No"	0.7
1	0.892293752336643	11	11	"CO2"	"No"	0.7
2	0.918141060688901	11	11	"CO2"	"No"	0.7
3	0.885343632191735	11	11	"CO2"	"No"	0.7
4	0.905095326054689	11	11	"CO2"	"No"	0.7
5	0.920308889721105	11	11	"CO2"	"No"	0.7
6	0.866268452706397	11	11	"CO2"	"No"	0.7
7	0.885052695231514	11	11	"CO2"	"No"	0.7
8	0.915890732215756	11	11	"CO2"	"No"	0.7
9	0.922732827537044	11	11	"CO2"	"No"	0.7
10	0.909329906389241	11	11	"CO2"	"No"	0.7
11	0.9042471403836	11	11	"CO2"	"No"	0.7
12	0.873732467486757	11	11	"CO2"	"No"	0.7
13	0.901332831055143	11	11	"CO2"	"No"	0.7
14	0.918861189960934	11	11	"CO2"	"No"	0.7
15	0.916455015179517	11	11	"CO2"	"No"	0.7
16	0.884635622899178	11	11	"CO2"	"No"	0.7
17	0.885435028848536	11	11	"CO2"	"No"	0.7
18	0.916178384246511	11	11	"CO2"	"No"	0.7
19	0.898987332776662	11	11	"CO2"	"No"	0.7
20	0.898311866882943	11	11	"CO2"	"No"	0.7
21	0.901810241165663	11	11	"CO2"	"No"	0.7
22	0.915202462704239	11	11	"CO2"	"No"	0.7
23	0.899133643424176	11	11	"CO2"	"No"	0.7
24	0.891895933014354	11	11	"CO2"	"No"	0.7
25	0.893571413972121	11	11	"CO2"	"No"	0.7
26	0.891744096012389	11	11	"CO2"	"No"	0.7
27	0.887286413547681	11	11	"CO2"	"No"	0.7
28	0.914719562937654	11	11	"CO2"	"No"	0.7
29	0.893936970228552	11	11	"CO2"	"No"	0.7
30	0.892571875271432	11	11	"CO2"	"No"	0.7
1	0.921326981125995	12	12	"CO2"	"No"	0.7
2	0.916833285727887	12	12	"CO2"	"No"	0.7
3	0.879033051347629	12	12	"CO2"	"No"	0.7
4	0.910150574997932	12	12	"CO2"	"No"	0.7
5	0.889655315917059	12	12	"CO2"	"No"	0.7
6	0.906202247344653	12	12	"CO2"	"No"	0.7
7	0.881680833465322	12	12	"CO2"	"No"	0.7
8	0.907510291276951	12	12	"CO2"	"No"	0.7
9	0.903408549938113	12	12	"CO2"	"No"	0.7
10	0.894032844896332	12	12	"CO2"	"No"	0.7
11	0.911651539068666	12	12	"CO2"	"No"	0.7
12	0.904287899310842	12	12	"CO2"	"No"	0.7
13	0.931760329466789	12	12	"CO2"	"No"	0.7
14	0.899779478767997	12	12	"CO2"	"No"	0.7
15	0.909608133945643	12	12	"CO2"	"No"	0.7
16	0.898645374373638	12	12	"CO2"	"No"	0.7
17	0.884120866550516	12	12	"CO2"	"No"	0.7
18	0.907584411655099	12	12	"CO2"	"No"	0.7
19	0.902786800276434	12	12	"CO2"	"No"	0.7
20	0.899245685789115	12	12	"CO2"	"No"	0.7
21	0.8953907536369	12	12	"CO2"	"No"	0.7
22	0.910259024899315	12	12	"CO2"	"No"	0.7
23	0.907863735210014	12	12	"CO2"	"No"	0.7
24	0.925559295883302	12	12	"CO2"	"No"	0.7
25	0.911884337916615	12	12	"CO2"	"No"	0.7
26	0.91780752951817	12	12	"CO2"	"No"	0.7
27	0.909884988988307	12	12	"CO2"	"No"	0.7
28	0.911060280348926	12	12	"CO2"	"No"	0.7
29	0.922716950348355	12	12	"CO2"	"No"	0.7
30	0.907126885910052	12	12	"CO2"	"No"	0.7
1	0.908590590006519	13	13	"CO2"	"No"	0.7
2	0.902509598555064	13	13	"CO2"	"No"	0.7
3	0.893013729647393	13	13	"CO2"	"No"	0.7
4	0.895867365284841	13	13	"CO2"	"No"	0.7
5	0.902276251176889	13	13	"CO2"	"No"	0.7
6	0.897888179082414	13	13	"CO2"	"No"	0.7
7	0.912076711582198	13	13	"CO2"	"No"	0.7
8	0.873423773866252	13	13	"CO2"	"No"	0.7
9	0.889841004093322	13	13	"CO2"	"No"	0.7
10	0.902497461632298	13	13	"CO2"	"No"	0.7
11	0.88868034278807	13	13	"CO2"	"No"	0.7
12	0.926877173762152	13	13	"CO2"	"No"	0.7
13	0.907907430591354	13	13	"CO2"	"No"	0.7
14	0.903653596745252	13	13	"CO2"	"No"	0.7
15	0.89207864979471	13	13	"CO2"	"No"	0.7
16	0.911386434990846	13	13	"CO2"	"No"	0.7
17	0.88680882084928	13	13	"CO2"	"No"	0.7
18	0.899185447239693	13	13	"CO2"	"No"	0.7
19	0.896162748314197	13	13	"CO2"	"No"	0.7
20	0.908823011808599	13	13	"CO2"	"No"	0.7
21	0.915334007924163	13	13	"CO2"	"No"	0.7
22	0.917405878265135	13	13	"CO2"	"No"	0.7
23	0.894723507959885	13	13	"CO2"	"No"	0.7
24	0.923513794711728	13	13	"CO2"	"No"	0.7
25	0.901262360614349	13	13	"CO2"	"No"	0.7
26	0.930405672143404	13	13	"CO2"	"No"	0.7
27	0.927279262220352	13	13	"CO2"	"No"	0.7
28	0.907690076440076	13	13	"CO2"	"No"	0.7
29	0.917492748074489	13	13	"CO2"	"No"	0.7
30	0.912413805852883	13	13	"CO2"	"No"	0.7
1	0.929358663573215	14	14	"CO2"	"No"	0.7
2	0.909250172771251	14	14	"CO2"	"No"	0.7
3	0.894256431867051	14	14	"CO2"	"No"	0.7
4	0.900178834420366	14	14	"CO2"	"No"	0.7
5	0.909547932885529	14	14	"CO2"	"No"	0.7
6	0.911630108746251	14	14	"CO2"	"No"	0.7
7	0.93379133202324	14	14	"CO2"	"No"	0.7
8	0.918963502704765	14	14	"CO2"	"No"	0.7
9	0.889880356928494	14	14	"CO2"	"No"	0.7
10	0.916764814994903	14	14	"CO2"	"No"	0.7
11	0.882251471492266	14	14	"CO2"	"No"	0.7
12	0.91864436496248	14	14	"CO2"	"No"	0.7
13	0.887205512584538	14	14	"CO2"	"No"	0.7
14	0.905441439675296	14	14	"CO2"	"No"	0.7
15	0.913102589263	14	14	"CO2"	"No"	0.7
16	0.894376278118609	14	14	"CO2"	"No"	0.7
17	0.892566198347668	14	14	"CO2"	"No"	0.7
18	0.903791287574581	14	14	"CO2"	"No"	0.7
19	0.890841990158557	14	14	"CO2"	"No"	0.7
20	0.911371482372633	14	14	"CO2"	"No"	0.7
21	0.903220051734903	14	14	"CO2"	"No"	0.7
22	0.922350731156978	14	14	"CO2"	"No"	0.7
23	0.921269899712462	14	14	"CO2"	"No"	0.7
24	0.913597322218012	14	14	"CO2"	"No"	0.7
25	0.909006520155631	14	14	"CO2"	"No"	0.7
26	0.915766381515125	14	14	"CO2"	"No"	0.7
27	0.902970801658604	14	14	"CO2"	"No"	0.7
28	0.901016540317023	14	14	"CO2"	"No"	0.7
29	0.921731655466621	14	14	"CO2"	"No"	0.7
30	0.896248314207565	14	14	"CO2"	"No"	0.7
1	0.916857514969047	15	15	"CO2"	"No"	0.7
2	0.910980680317642	15	15	"CO2"	"No"	0.7
3	0.91737442746552	15	15	"CO2"	"No"	0.7
4	0.902779324734728	15	15	"CO2"	"No"	0.7
5	0.890342915607776	15	15	"CO2"	"No"	0.7
6	0.880204778156997	15	15	"CO2"	"No"	0.7
7	0.905777924700248	15	15	"CO2"	"No"	0.7
8	0.906151113981272	15	15	"CO2"	"No"	0.7
9	0.886633309125085	15	15	"CO2"	"No"	0.7
10	0.905485631603026	15	15	"CO2"	"No"	0.7
11	0.903931168807962	15	15	"CO2"	"No"	0.7
12	0.907292503236264	15	15	"CO2"	"No"	0.7
13	0.900908959576412	15	15	"CO2"	"No"	0.7
14	0.918550655277769	15	15	"CO2"	"No"	0.7
15	0.917660656495608	15	15	"CO2"	"No"	0.7
16	0.901317248297344	15	15	"CO2"	"No"	0.7
17	0.892214498865322	15	15	"CO2"	"No"	0.7
18	0.911178140402797	15	15	"CO2"	"No"	0.7
19	0.905248379535753	15	15	"CO2"	"No"	0.7
