"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"q_noisy_var"	"noise_level"
30	0.957486787515709	1	1	"CO2"	2	30
1	0.982153694629115	2	2	"CO2"	2	30
2	0.974365457420162	2	2	"CO2"	2	30
3	0.982060030327357	2	2	"CO2"	2	30
4	0.977441555604108	2	2	"CO2"	2	30
5	0.981156358118141	2	2	"CO2"	2	30
6	0.970908475333254	2	2	"CO2"	2	30
7	0.970052990972807	2	2	"CO2"	2	30
8	0.980259303990627	2	2	"CO2"	2	30
9	0.963507340377306	2	2	"CO2"	2	30
10	0.977972054098483	2	2	"CO2"	2	30
11	0.985610093003746	2	2	"CO2"	2	30
12	0.975498935675927	2	2	"CO2"	2	30
13	0.968683544493366	2	2	"CO2"	2	30
14	0.971459835683278	2	2	"CO2"	2	30
15	0.975105734490848	2	2	"CO2"	2	30
16	0.968755340054682	2	2	"CO2"	2	30
17	0.982878817488941	2	2	"CO2"	2	30
18	0.983827293202293	2	2	"CO2"	2	30
19	0.975603231130027	2	2	"CO2"	2	30
20	0.97441571508882	2	2	"CO2"	2	30
21	0.97738943737571	2	2	"CO2"	2	30
22	0.974688609063609	2	2	"CO2"	2	30
23	0.976184322833601	2	2	"CO2"	2	30
24	0.978721331314119	2	2	"CO2"	2	30
25	0.982739066667625	2	2	"CO2"	2	30
26	0.971150141160256	2	2	"CO2"	2	30
27	0.97446200403497	2	2	"CO2"	2	30
28	0.976052524777854	2	2	"CO2"	2	30
29	0.97633921172434	2	2	"CO2"	2	30
30	0.969844077222252	2	2	"CO2"	2	30
1	0.983874790545904	3	3	"CO2"	2	30
2	0.973323890462701	3	3	"CO2"	2	30
3	0.982441900205058	3	3	"CO2"	2	30
4	0.983478664894594	3	3	"CO2"	2	30
5	0.979668201163902	3	3	"CO2"	2	30
6	0.98290480967214	3	3	"CO2"	2	30
7	0.974936205409781	3	3	"CO2"	2	30
8	0.979704959913596	3	3	"CO2"	2	30
9	0.976218528648573	3	3	"CO2"	2	30
10	0.983864649217675	3	3	"CO2"	2	30
11	0.974805799027957	3	3	"CO2"	2	30
12	0.974577189115233	3	3	"CO2"	2	30
13	0.974070762325549	3	3	"CO2"	2	30
14	0.967681844485335	3	3	"CO2"	2	30
15	0.979305465974208	3	3	"CO2"	2	30
16	0.987391088758235	3	3	"CO2"	2	30
17	0.983028378717756	3	3	"CO2"	2	30
18	0.985107262904106	3	3	"CO2"	2	30
19	0.97369834538954	3	3	"CO2"	2	30
20	0.979996444724005	3	3	"CO2"	2	30
21	0.971453139928776	3	3	"CO2"	2	30
22	0.986886241847713	3	3	"CO2"	2	30
23	0.983927085696997	3	3	"CO2"	2	30
24	0.975963682701497	3	3	"CO2"	2	30
25	0.976181408486464	3	3	"CO2"	2	30
26	0.980813953488372	3	3	"CO2"	2	30
27	0.980092997792113	3	3	"CO2"	2	30
28	0.972415530270129	3	3	"CO2"	2	30
29	0.981481515163641	3	3	"CO2"	2	30
30	0.974820055259314	3	3	"CO2"	2	30
1	0.968140920103815	4	4	"CO2"	2	30
2	0.985469113649688	4	4	"CO2"	2	30
3	0.976291688396472	4	4	"CO2"	2	30
4	0.992177359976713	4	4	"CO2"	2	30
5	0.980366732579122	4	4	"CO2"	2	30
6	0.98446910702811	4	4	"CO2"	2	30
7	0.986255051818655	4	4	"CO2"	2	30
8	0.982863519375696	4	4	"CO2"	2	30
9	0.986701364163401	4	4	"CO2"	2	30
10	0.985474646459563	4	4	"CO2"	2	30
11	0.979281693960711	4	4	"CO2"	2	30
12	0.980394490463042	4	4	"CO2"	2	30
13	0.972008451429694	4	4	"CO2"	2	30
14	0.987725190410612	4	4	"CO2"	2	30
15	0.955355874293833	4	4	"CO2"	2	30
16	0.987891196909605	4	4	"CO2"	2	30
17	0.981122298417695	4	4	"CO2"	2	30
18	0.988238224637681	4	4	"CO2"	2	30
19	0.988960623467752	4	4	"CO2"	2	30
20	0.981017950923164	4	4	"CO2"	2	30
21	0.985954197032058	4	4	"CO2"	2	30
22	0.98331616739348	4	4	"CO2"	2	30
23	0.992260573860654	4	4	"CO2"	2	30
24	0.990462166817136	4	4	"CO2"	2	30
25	0.983289995577052	4	4	"CO2"	2	30
26	0.991629720086105	4	4	"CO2"	2	30
27	0.974508465791292	4	4	"CO2"	2	30
28	0.984887336275754	4	4	"CO2"	2	30
29	0.983766233766234	4	4	"CO2"	2	30
30	0.979679509329648	4	4	"CO2"	2	30
1	0.976900609357008	5	5	"CO2"	2	30
2	0.978350337484128	5	5	"CO2"	2	30
3	0.989306689953939	5	5	"CO2"	2	30
4	0.976014509100414	5	5	"CO2"	2	30
5	0.977148136189144	5	5	"CO2"	2	30
6	0.981862123188535	5	5	"CO2"	2	30
7	0.985173406522394	5	5	"CO2"	2	30
8	0.977652115628092	5	5	"CO2"	2	30
9	0.987380148881625	5	5	"CO2"	2	30
10	0.983169563812147	5	5	"CO2"	2	30
11	0.97924168030551	5	5	"CO2"	2	30
12	0.983576137760558	5	5	"CO2"	2	30
13	0.978079414492462	5	5	"CO2"	2	30
14	0.981613868866664	5	5	"CO2"	2	30
15	0.98606564598879	5	5	"CO2"	2	30
16	0.975929475659918	5	5	"CO2"	2	30
17	0.98607101316828	5	5	"CO2"	2	30
18	0.98725737159331	5	5	"CO2"	2	30
19	0.973237753660201	5	5	"CO2"	2	30
20	0.978653459711644	5	5	"CO2"	2	30
21	0.974226730861478	5	5	"CO2"	2	30
22	0.985041147958294	5	5	"CO2"	2	30
23	0.985429742538747	5	5	"CO2"	2	30
24	0.986531458684005	5	5	"CO2"	2	30
25	0.978901631800644	5	5	"CO2"	2	30
26	0.975257746639326	5	5	"CO2"	2	30
27	0.98338176730169	5	5	"CO2"	2	30
28	0.982483069170702	5	5	"CO2"	2	30
29	0.98134710480426	5	5	"CO2"	2	30
30	0.983825921328596	5	5	"CO2"	2	30
1	0.976638181851452	6	6	"CO2"	2	30
2	0.961163556453721	6	6	"CO2"	2	30
3	0.977309630932648	6	6	"CO2"	2	30
4	0.983439804304595	6	6	"CO2"	2	30
5	0.978022958220978	6	6	"CO2"	2	30
6	0.976858961233961	6	6	"CO2"	2	30
7	0.978914373941998	6	6	"CO2"	2	30
8	0.98177154035183	6	6	"CO2"	2	30
9	0.983788309138088	6	6	"CO2"	2	30
10	0.975292847270214	6	6	"CO2"	2	30
11	0.978527607361963	6	6	"CO2"	2	30
12	0.98487114588127	6	6	"CO2"	2	30
13	0.976272841086038	6	6	"CO2"	2	30
14	0.979810123664323	6	6	"CO2"	2	30
15	0.978655879542615	6	6	"CO2"	2	30
16	0.980886010748972	6	6	"CO2"	2	30
17	0.978665841240623	6	6	"CO2"	2	30
18	0.981569109795791	6	6	"CO2"	2	30
19	0.975858747533775	6	6	"CO2"	2	30
20	0.979815758734204	6	6	"CO2"	2	30
21	0.974070822358794	6	6	"CO2"	2	30
22	0.976907900155045	6	6	"CO2"	2	30
23	0.976235217203924	6	6	"CO2"	2	30
24	0.982591539341724	6	6	"CO2"	2	30
25	0.970106822569877	6	6	"CO2"	2	30
26	0.975112819474377	6	6	"CO2"	2	30
27	0.98034058681917	6	6	"CO2"	2	30
28	0.974090297688577	6	6	"CO2"	2	30
29	0.977765153471397	6	6	"CO2"	2	30
30	0.973463199723566	6	6	"CO2"	2	30
1	0.970286067595062	7	7	"CO2"	2	30
2	0.979211100360325	7	7	"CO2"	2	30
3	0.968913172396835	7	7	"CO2"	2	30
4	0.978923321843676	7	7	"CO2"	2	30
5	0.967041868293709	7	7	"CO2"	2	30
6	0.975069767612426	7	7	"CO2"	2	30
7	0.971161159545079	7	7	"CO2"	2	30
8	0.968746423629535	7	7	"CO2"	2	30
9	0.972644460770618	7	7	"CO2"	2	30
10	0.977252254648495	7	7	"CO2"	2	30
11	0.97436024615556	7	7	"CO2"	2	30
12	0.984937383167472	7	7	"CO2"	2	30
13	0.969191311452433	7	7	"CO2"	2	30
14	0.9613654475641	7	7	"CO2"	2	30
15	0.986453219609486	7	7	"CO2"	2	30
16	0.976521669770523	7	7	"CO2"	2	30
17	0.979577336051296	7	7	"CO2"	2	30
18	0.977278211791486	7	7	"CO2"	2	30
19	0.983446239077005	7	7	"CO2"	2	30
20	0.979404688779689	7	7	"CO2"	2	30
21	0.976926480478567	7	7	"CO2"	2	30
22	0.972391917293233	7	7	"CO2"	2	30
23	0.9824959498193	7	7	"CO2"	2	30
24	0.98728724158879	7	7	"CO2"	2	30
25	0.974616031979802	7	7	"CO2"	2	30
26	0.977768052989292	7	7	"CO2"	2	30
27	0.970034743333623	7	7	"CO2"	2	30
28	0.966978763468982	7	7	"CO2"	2	30
29	0.969912750518314	7	7	"CO2"	2	30
30	0.978548641147177	7	7	"CO2"	2	30
1	0.972229819762957	8	8	"CO2"	2	30
2	0.970404227041395	8	8	"CO2"	2	30
3	0.974544638614645	8	8	"CO2"	2	30
4	0.963020522426463	8	8	"CO2"	2	30
5	0.977711776275631	8	8	"CO2"	2	30
6	0.976827270049341	8	8	"CO2"	2	30
7	0.96974197290823	8	8	"CO2"	2	30
8	0.977319632186889	8	8	"CO2"	2	30
9	0.969019587769588	8	8	"CO2"	2	30
10	0.980344221494664	8	8	"CO2"	2	30
11	0.971931970879044	8	8	"CO2"	2	30
12	0.9750185257611	8	8	"CO2"	2	30
13	0.965395515755228	8	8	"CO2"	2	30
14	0.976244343891403	8	8	"CO2"	2	30
15	0.972354459572397	8	8	"CO2"	2	30
16	0.97422978611301	8	8	"CO2"	2	30
17	0.97837767810875	8	8	"CO2"	2	30
18	0.970549501626814	8	8	"CO2"	2	30
19	0.96539563971163	8	8	"CO2"	2	30
20	0.97969092112633	8	8	"CO2"	2	30
21	0.968312626101731	8	8	"CO2"	2	30
22	0.980224772584885	8	8	"CO2"	2	30
23	0.981263044948114	8	8	"CO2"	2	30
24	0.982050129391535	8	8	"CO2"	2	30
25	0.969375613977225	7	8	"CO2"	2	30
26	0.969999572795625	8	8	"CO2"	2	30
27	0.974212672145164	8	8	"CO2"	2	30
28	0.978783690393918	8	8	"CO2"	2	30
29	0.971529326395526	8	8	"CO2"	2	30
30	0.975815130224232	8	8	"CO2"	2	30
1	0.975858229889894	9	9	"CO2"	2	30
2	0.969549305568263	9	9	"CO2"	2	30
3	0.972497902433177	9	9	"CO2"	2	30
4	0.97551074905237	9	9	"CO2"	2	30
5	0.970632897950515	9	9	"CO2"	2	30
6	0.971036824608712	9	9	"CO2"	2	30
7	0.972371222920296	9	9	"CO2"	2	30
8	0.973633480006835	9	9	"CO2"	2	30
9	0.972550257687976	9	9	"CO2"	2	30
10	0.972773134901848	9	9	"CO2"	2	30
11	0.978776155674285	9	9	"CO2"	2	30
12	0.973818298048359	9	9	"CO2"	2	30
13	0.970670847620232	9	9	"CO2"	2	30
14	0.977053386316517	9	9	"CO2"	2	30
15	0.969018544766134	9	9	"CO2"	2	30
16	0.974521854395841	9	9	"CO2"	2	30
17	0.97193831293371	9	9	"CO2"	2	30
18	0.9729396530644	9	9	"CO2"	2	30
19	0.980584620720846	9	9	"CO2"	2	30
20	0.977693892752473	9	9	"CO2"	2	30
21	0.96670383349262	9	9	"CO2"	2	30
22	0.971493922180105	8	9	"CO2"	2	30
23	0.97103754583484	9	9	"CO2"	2	30
24	0.976885615501468	8	9	"CO2"	2	30
25	0.968914855072464	9	9	"CO2"	2	30
26	0.964579664939377	8	9	"CO2"	2	30
27	0.961411111267249	9	9	"CO2"	2	30
28	0.976763252827235	9	9	"CO2"	2	30
29	0.967086221982904	9	9	"CO2"	2	30
30	0.973566862474084	9	9	"CO2"	2	30
1	0.97747738270566	9	10	"CO2"	2	30
2	0.977889915050726	10	10	"CO2"	2	30
3	0.981354689526817	10	10	"CO2"	2	30
4	0.974339149965446	10	10	"CO2"	2	30
5	0.977950143316251	10	10	"CO2"	2	30
6	0.980445887624105	9	10	"CO2"	2	30
7	0.980128416550521	10	10	"CO2"	2	30
8	0.974240936102259	9	10	"CO2"	2	30
9	0.969643587047278	9	10	"CO2"	2	30
10	0.974671205610432	10	10	"CO2"	2	30
11	0.980957377832378	9	10	"CO2"	2	30
12	0.980024225716851	9	10	"CO2"	2	30
13	0.971975177714544	9	10	"CO2"	2	30
14	0.979766014576141	10	10	"CO2"	2	30
15	0.974675623555341	10	10	"CO2"	2	30
16	0.969735295532811	10	10	"CO2"	2	30
17	0.970537164776249	9	10	"CO2"	2	30
18	0.977614193557719	9	10	"CO2"	2	30
19	0.975547167053025	10	10	"CO2"	2	30
20	0.959575334793014	10	10	"CO2"	2	30
21	0.969346855281474	8	10	"CO2"	2	30
22	0.970992420485939	10	10	"CO2"	2	30
23	0.969018748082788	9	10	"CO2"	2	30
24	0.973260747598008	10	10	"CO2"	2	30
25	0.969765479208879	9	10	"CO2"	2	30
26	0.972853699952535	10	10	"CO2"	2	30
27	0.973552313871677	9	10	"CO2"	2	30
28	0.97369174581564	10	10	"CO2"	2	30
29	0.973782821826671	10	10	"CO2"	2	30
30	0.977310398949727	10	10	"CO2"	2	30
1	0.972217001162556	9	11	"CO2"	2	30
2	0.966894814557457	10	11	"CO2"	2	30
3	0.968838277749609	10	11	"CO2"	2	30
4	0.981672039228451	11	11	"CO2"	2	30
5	0.971854077841133	10	11	"CO2"	2	30
6	0.97557717362981	11	11	"CO2"	2	30
7	0.974720363880925	10	11	"CO2"	2	30
8	0.967971409477267	9	11	"CO2"	2	30
9	0.967245613490479	10	11	"CO2"	2	30
10	0.977604700672135	10	11	"CO2"	2	30
11	0.979639007990127	11	11	"CO2"	2	30
12	0.977441430775302	10	11	"CO2"	2	30
13	0.975087755346655	9	11	"CO2"	2	30
14	0.958218405000583	8	11	"CO2"	2	30
15	0.97235154008553	11	11	"CO2"	2	30
16	0.976415513351218	10	11	"CO2"	2	30
17	0.971292547189257	11	11	"CO2"	2	30
18	0.9801821278826	10	11	"CO2"	2	30
19	0.974422767681058	10	11	"CO2"	2	30
20	0.966301790720907	9	11	"CO2"	2	30
21	0.973402240945019	10	11	"CO2"	2	30
22	0.972715169200098	10	11	"CO2"	2	30
23	0.976120489249097	10	11	"CO2"	2	30
24	0.96395183054127	8	11	"CO2"	2	30
25	0.970564644630881	10	11	"CO2"	2	30
26	0.971134647643569	10	11	"CO2"	2	30
27	0.971574809951624	10	11	"CO2"	2	30
28	0.974130516583347	9	11	"CO2"	2	30
29	0.962850831105146	10	11	"CO2"	2	30
30	0.974926362297496	11	11	"CO2"	2	30
1	0.968739028204828	10	12	"CO2"	2	30
2	0.964678338411747	9	12	"CO2"	2	30
3	0.973720311220311	9	12	"CO2"	2	30
4	0.966730069743384	10	12	"CO2"	2	30
5	0.982349751393199	9	12	"CO2"	2	30
6	0.973319973279893	8	12	"CO2"	2	30
7	0.983358256705945	10	12	"CO2"	2	30
8	0.97403338292567	10	12	"CO2"	2	30
9	0.975872296375854	10	12	"CO2"	2	30
10	0.972403810858611	12	12	"CO2"	2	30
11	0.97927847650084	11	12	"CO2"	2	30
12	0.973730901304458	10	12	"CO2"	2	30
13	0.979103010216186	12	12	"CO2"	2	30
14	0.973933592683593	11	12	"CO2"	2	30
15	0.979563451742828	10	12	"CO2"	2	30
16	0.976466472930793	11	12	"CO2"	2	30
17	0.977089621982791	9	12	"CO2"	2	30
18	0.972381082558775	9	12	"CO2"	2	30
19	0.980710795062966	10	12	"CO2"	2	30
20	0.973989320720798	10	12	"CO2"	2	30
21	0.983337332602038	10	12	"CO2"	2	30
22	0.975667315421152	11	12	"CO2"	2	30
23	0.972876300089752	10	12	"CO2"	2	30
24	0.977923074240681	9	12	"CO2"	2	30
25	0.976511048930217	10	12	"CO2"	2	30
26	0.974709620606641	10	12	"CO2"	2	30
27	0.9650293478375	8	12	"CO2"	2	30
28	0.979431003878772	10	12	"CO2"	2	30
29	0.969447743979067	10	12	"CO2"	2	30
30	0.979199746486375	12	12	"CO2"	2	30
1	0.976980884159102	8	13	"CO2"	2	30
2	0.97772468231213	8	13	"CO2"	2	30
3	0.972964730556863	10	13	"CO2"	2	30
4	0.976507827211152	9	13	"CO2"	2	30
5	0.973692966620651	10	13	"CO2"	2	30
6	0.974296930170731	9	13	"CO2"	2	30
7	0.977421514524141	10	13	"CO2"	2	30
8	0.971108987292485	8	13	"CO2"	2	30
9	0.978109962650916	10	13	"CO2"	2	30
10	0.959929119674185	9	13	"CO2"	2	30
11	0.977646808962515	9	13	"CO2"	2	30
12	0.963224303849304	9	13	"CO2"	2	30
13	0.970233109875121	9	13	"CO2"	2	30
14	0.969302910088332	10	13	"CO2"	2	30
15	0.972368994492888	11	13	"CO2"	2	30
16	0.97228266555079	9	13	"CO2"	2	30
17	0.97187179214895	10	13	"CO2"	2	30
18	0.974037154997016	9	13	"CO2"	2	30
19	0.983922999359577	9	13	"CO2"	2	30
20	0.973610247481656	10	13	"CO2"	2	30
21	0.966654754033915	8	13	"CO2"	2	30
22	0.972679997641763	10	13	"CO2"	2	30
23	0.978168762822228	9	13	"CO2"	2	30
24	0.976177313677314	10	13	"CO2"	2	30
25	0.975352489946796	9	13	"CO2"	2	30
26	0.970365507976127	13	13	"CO2"	2	30
27	0.976845013685896	10	13	"CO2"	2	30
28	0.966722972972973	9	13	"CO2"	2	30
29	0.974827475389872	11	13	"CO2"	2	30
30	0.972949953007519	9	13	"CO2"	2	30
1	0.977162072507812	10	14	"CO2"	2	30
2	0.974863153320019	12	14	"CO2"	2	30
3	0.973157234637945	11	14	"CO2"	2	30
4	0.975550063002811	10	14	"CO2"	2	30
5	0.968812016338188	10	14	"CO2"	2	30
6	0.979056962658925	11	14	"CO2"	2	30
7	0.98347588124527	11	14	"CO2"	2	30
8	0.96322883850643	10	14	"CO2"	2	30
9	0.970861628654305	10	14	"CO2"	2	30
10	0.977782627523491	8	14	"CO2"	2	30
11	0.968826484715787	9	14	"CO2"	2	30
12	0.980178618628388	10	14	"CO2"	2	30
13	0.979846501713284	10	14	"CO2"	2	30
14	0.972432035956178	10	14	"CO2"	2	30
15	0.976040015643976	8	14	"CO2"	2	30
16	0.973881850508372	10	14	"CO2"	2	30
17	0.97389284095268	12	14	"CO2"	2	30
18	0.977722627630589	8	14	"CO2"	2	30
19	0.967410596172502	10	14	"CO2"	2	30
20	0.961450612267971	10	14	"CO2"	2	30
21	0.971239868318047	10	14	"CO2"	2	30
22	0.974516870588994	9	14	"CO2"	2	30
23	0.965600552231937	9	14	"CO2"	2	30
24	0.980868583340571	11	14	"CO2"	2	30
25	0.98271909012565	11	14	"CO2"	2	30
26	0.972481626695181	10	14	"CO2"	2	30
27	0.979952644455411	11	14	"CO2"	2	30
28	0.974413029544568	10	14	"CO2"	2	30
29	0.976779507200219	10	14	"CO2"	2	30
30	0.977951802031734	10	14	"CO2"	2	30
1	0.974646576445138	10	15	"CO2"	2	30
2	0.966295531841701	11	15	"CO2"	2	30
3	0.978866747039217	10	15	"CO2"	2	30
4	0.971985237393927	11	15	"CO2"	2	30
5	0.983873719826757	9	15	"CO2"	2	30
6	0.970476021670552	10	15	"CO2"	2	30
7	0.98465344062549	10	15	"CO2"	2	30
8	0.967528026009558	10	15	"CO2"	2	30
9	0.967998244073749	10	15	"CO2"	2	30
10	0.971515677929297	8	15	"CO2"	2	30
11	0.966651784883829	9	15	"CO2"	2	30
12	0.977743607463718	11	15	"CO2"	2	30
13	0.981741532643627	10	15	"CO2"	2	30
14	0.977953562929784	11	15	"CO2"	2	30
15	0.974748551046146	10	15	"CO2"	2	30
16	0.968119395099593	11	15	"CO2"	2	30
17	0.959791553853045	9	15	"CO2"	2	30
18	0.974668745779935	9	15	"CO2"	2	30
19	0.974475552365	11	15	"CO2"	2	30
20	0.974037154997016	9	15	"CO2"	2	30
21	0.970625352560857	9	15	"CO2"	2	30
22	0.969552405224594	9	15	"CO2"	2	30
23	0.975684332088273	11	15	"CO2"	2	30
24	0.963933071217943	11	15	"CO2"	2	30
25	0.975526347501248	9	15	"CO2"	2	30
26	0.968884276454737	8	15	"CO2"	2	30
27	0.962402508572139	8	15	"CO2"	2	30
28	0.974954619089634	9	15	"CO2"	2	30
29	0.96194525167725	11	15	"CO2"	2	30
30	0.968149507534915	9	15	"CO2"	2	30
1	0.976041067622881	9	16	"CO2"	2	30
2	0.970067723317192	9	16	"CO2"	2	30
3	0.965814430702679	11	16	"CO2"	2	30
4	0.976412404975812	11	16	"CO2"	2	30
5	0.971134647643569	11	16	"CO2"	2	30
6	0.96789785723435	9	16	"CO2"	2	30
7	0.971759288265146	10	16	"CO2"	2	30
8	0.968773712312651	10	16	"CO2"	2	30
9	0.970404227041395	10	16	"CO2"	2	30
10	0.977831042608493	9	16	"CO2"	2	30
11	0.97846548130577	10	16	"CO2"	2	30
12	0.97081749117111	9	16	"CO2"	2	30
13	0.974795449450796	11	16	"CO2"	2	30
14	0.968128154114046	14	16	"CO2"	2	30
15	0.973957559024459	10	16	"CO2"	2	30
16	0.969099465136022	12	16	"CO2"	2	30
17	0.968486495741129	9	16	"CO2"	2	30
18	0.972235380476445	12	16	"CO2"	2	30
19	0.971287643317346	10	16	"CO2"	2	30
20	0.984545508774415	12	16	"CO2"	2	30
21	0.970655506141611	10	16	"CO2"	2	30
22	0.974832461889683	10	16	"CO2"	2	30
23	0.983439970888124	11	16	"CO2"	2	30
24	0.978646254431926	11	16	"CO2"	2	30
25	0.976653971439271	10	16	"CO2"	2	30
26	0.97200675707731	8	16	"CO2"	2	30
27	0.974227726991152	10	16	"CO2"	2	30
28	0.97597523943004	11	16	"CO2"	2	30
29	0.974257768812224	11	16	"CO2"	2	30
30	0.968548920506424	11	16	"CO2"	2	30
1	0.972733068468481	10	17	"CO2"	2	30
2	0.982129507006152	11	17	"CO2"	2	30
3	0.963705466830467	11	17	"CO2"	2	30
4	0.975692941238583	9	17	"CO2"	2	30
5	0.977269373312539	10	17	"CO2"	2	30
6	0.973506247566458	11	17	"CO2"	2	30
7	0.978163957206412	11	17	"CO2"	2	30
8	0.973616890121744	10	17	"CO2"	2	30
9	0.970866004901178	9	17	"CO2"	2	30
10	0.969961152683894	9	17	"CO2"	2	30
11	0.987778971745522	10	17	"CO2"	2	30
12	0.977350728089644	10	17	"CO2"	2	30
13	0.968353489979267	11	17	"CO2"	2	30
14	0.977038649764356	10	17	"CO2"	2	30
15	0.974856395905442	10	17	"CO2"	2	30
16	0.981543472596196	11	17	"CO2"	2	30
17	0.974338137316782	9	17	"CO2"	2	30
18	0.972818376674655	11	17	"CO2"	2	30
19	0.980469291051576	11	17	"CO2"	2	30
20	0.980149132376855	10	17	"CO2"	2	30
21	0.977245427245427	10	17	"CO2"	2	30
22	0.967322225886876	11	17	"CO2"	2	30
23	0.972469003392246	10	17	"CO2"	2	30
24	0.974438673227629	10	17	"CO2"	2	30
25	0.961079710144928	9	17	"CO2"	2	30
26	0.971940575870739	10	17	"CO2"	2	30
27	0.967255946615004	9	17	"CO2"	2	30
28	0.96682451670391	11	17	"CO2"	2	30
29	0.976891011302198	11	17	"CO2"	2	30
30	0.982577596446832	9	17	"CO2"	2	30
1	0.976466472930793	9	18	"CO2"	2	30
2	0.975990183871957	9	18	"CO2"	2	30
3	0.985518010949541	10	18	"CO2"	2	30
4	0.971984696888789	10	18	"CO2"	2	30
5	0.971942835489634	9	18	"CO2"	2	30
6	0.975636333804163	12	18	"CO2"	2	30
7	0.967553843620194	10	18	"CO2"	2	30
8	0.975074661153228	10	18	"CO2"	2	30
9	0.967863881099464	10	18	"CO2"	2	30
10	0.970322407705248	11	18	"CO2"	2	30
11	0.974530530704421	10	18	"CO2"	2	30
12	0.977499428048502	10	18	"CO2"	2	30
13	0.970152072064546	10	18	"CO2"	2	30
14	0.962400753673067	9	18	"CO2"	2	30
15	0.974926362297496	10	18	"CO2"	2	30
16	0.978553569078638	10	18	"CO2"	2	30
17	0.970274689339438	9	18	"CO2"	2	30
18	0.967461566566426	11	18	"CO2"	2	30
19	0.974572703973386	11	18	"CO2"	2	30
20	0.976342352937059	11	18	"CO2"	2	30
21	0.976688222857854	10	18	"CO2"	2	30
22	0.976541189307147	9	18	"CO2"	2	30
23	0.974016317936571	10	18	"CO2"	2	30
24	0.974431996746344	10	18	"CO2"	2	30
25	0.970800778505382	9	18	"CO2"	2	30
26	0.968925558853616	11	18	"CO2"	2	30
27	0.963264563626247	10	18	"CO2"	2	30
28	0.979183576839827	9	18	"CO2"	2	30
29	0.972014164476741	8	18	"CO2"	2	30
30	0.969635470153463	11	18	"CO2"	2	30
1	0.977831042608493	10	19	"CO2"	2	30
2	0.973355956086935	10	19	"CO2"	2	30
3	0.96806037292763	10	19	"CO2"	2	30
4	0.973365866257307	9	19	"CO2"	2	30
5	0.969647593785525	10	19	"CO2"	2	30
6	0.980259392466242	10	19	"CO2"	2	30
7	0.975503151570974	9	19	"CO2"	2	30
8	0.968826727308259	10	19	"CO2"	2	30
9	0.974885648239229	9	19	"CO2"	2	30
10	0.977384348388185	8	19	"CO2"	2	30
11	0.975751604204427	10	19	"CO2"	2	30
12	0.976047352051438	10	19	"CO2"	2	30
13	0.97541847318081	10	19	"CO2"	2	30
14	0.967426394406592	11	19	"CO2"	2	30
15	0.971106229388448	10	19	"CO2"	2	30
16	0.970816568933784	9	19	"CO2"	2	30
17	0.974602205426655	10	19	"CO2"	2	30
18	0.978106915483702	11	19	"CO2"	2	30
19	0.964770366671175	9	19	"CO2"	2	30
20	0.973848713319882	11	19	"CO2"	2	30
21	0.981385842547396	10	19	"CO2"	2	30
22	0.97048562342423	9	19	"CO2"	2	30
23	0.96451700895764	10	19	"CO2"	2	30
24	0.980013604487141	10	19	"CO2"	2	30
25	0.971651510440503	9	19	"CO2"	2	30
26	0.972519104509741	9	19	"CO2"	2	30
27	0.978534492555972	11	19	"CO2"	2	30
28	0.979491849381373	9	19	"CO2"	2	30
29	0.976264625040421	10	19	"CO2"	2	30
30	0.98273195045708	9	19	"CO2"	2	30
1	0.971832266386722	11	20	"CO2"	2	30
2	0.980577898550725	9	20	"CO2"	2	30
3	0.975013910884732	9	20	"CO2"	2	30
4	0.964792047897383	10	20	"CO2"	2	30
5	0.966125767271777	8	20	"CO2"	2	30
6	0.980436055019023	9	20	"CO2"	2	30
7	0.971989907830616	9	20	"CO2"	2	30
8	0.968647871519742	9	20	"CO2"	2	30
9	0.957763581648276	9	20	"CO2"	2	30
10	0.975532047960259	10	20	"CO2"	2	30
11	0.973974155136836	9	20	"CO2"	2	30
12	0.977095560828121	9	20	"CO2"	2	30
13	0.972280812107082	9	20	"CO2"	2	30
14	0.977687188318444	8	20	"CO2"	2	30
15	0.968393291111275	10	20	"CO2"	2	30
16	0.968819713218298	11	20	"CO2"	2	30
17	0.974459908953648	9	20	"CO2"	2	30
18	0.977864839268803	11	20	"CO2"	2	30
19	0.972031699277649	11	20	"CO2"	2	30
20	0.970237336731443	9	20	"CO2"	2	30
21	0.974555050117882	10	20	"CO2"	2	30
22	0.976960932364489	10	20	"CO2"	2	30
23	0.982590784582977	13	20	"CO2"	2	30
24	0.978340734977903	13	20	"CO2"	2	30
25	0.979400473064784	10	20	"CO2"	2	30
26	0.974978966143905	10	20	"CO2"	2	30
27	0.966812609139194	11	20	"CO2"	2	30
28	0.980841327303391	9	20	"CO2"	2	30
29	0.964471319972357	10	20	"CO2"	2	30
30	0.96322883850643	9	20	"CO2"	2	30
1	0.971688826110276	10	21	"CO2"	2	30
2	0.967123437045653	10	21	"CO2"	2	30
3	0.966410541257792	10	21	"CO2"	2	30
4	0.975207464885846	9	21	"CO2"	2	30
5	0.974814871689872	11	21	"CO2"	2	30
6	0.970164739182902	11	21	"CO2"	2	30
7	0.9741757256126	9	21	"CO2"	2	30
8	0.972040018943879	9	21	"CO2"	2	30
9	0.974564444365027	12	21	"CO2"	2	30
10	0.972788071753295	9	21	"CO2"	2	30
