"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"q_noisy_var"	"noise_level"
25	0.757684114424833	12	27	"Heart"	2	10
26	0.729395604395604	14	27	"Heart"	2	10
27	0.730251210653753	15	27	"Heart"	2	10
28	0.736923076923077	16	27	"Heart"	2	10
29	0.727106227106227	17	27	"Heart"	2	10
30	0.737717661691542	15	27	"Heart"	2	10
1	0.771816716555376	16	28	"Heart"	2	10
2	0.733594750320102	19	28	"Heart"	2	10
3	0.789101368159204	16	28	"Heart"	2	10
4	0.788642052565707	15	28	"Heart"	2	10
5	0.811667675544794	17	28	"Heart"	2	10
6	0.744380952380952	15	28	"Heart"	2	10
7	0.732197200243457	15	28	"Heart"	2	10
8	0.744217894096166	16	28	"Heart"	2	10
9	0.756	17	28	"Heart"	2	10
10	0.749426832160645	15	28	"Heart"	2	10
11	0.758812615955473	14	28	"Heart"	2	10
12	0.808382066276803	17	28	"Heart"	2	10
13	0.783214367948423	14	28	"Heart"	2	10
14	0.741614619477215	19	28	"Heart"	2	10
15	0.742680223224524	19	28	"Heart"	2	10
16	0.713235294117647	16	28	"Heart"	2	10
17	0.74775828460039	14	28	"Heart"	2	10
18	0.776114820784404	15	28	"Heart"	2	10
19	0.706815421979356	15	28	"Heart"	2	10
20	0.7049117125453	14	28	"Heart"	2	10
21	0.729779411764706	14	28	"Heart"	2	10
22	0.74210765387236	16	28	"Heart"	2	10
23	0.768235020541043	13	28	"Heart"	2	10
24	0.763428571428571	15	28	"Heart"	2	10
25	0.745980210265925	15	28	"Heart"	2	10
26	0.725552769546387	16	28	"Heart"	2	10
27	0.672090112640801	16	28	"Heart"	2	10
28	0.764327352562647	13	28	"Heart"	2	10
29	0.78695652173913	15	28	"Heart"	2	10
30	0.788602941176471	16	28	"Heart"	2	10
1	0.77037037037037	17	29	"Heart"	2	10
2	0.784773284313726	13	29	"Heart"	2	10
3	0.702179176755448	14	29	"Heart"	2	10
4	0.79376774886791	14	29	"Heart"	2	10
5	0.741614619477215	18	29	"Heart"	2	10
6	0.767412443671436	14	29	"Heart"	2	10
7	0.786244227420698	15	29	"Heart"	2	10
8	0.773442226255293	14	29	"Heart"	2	10
9	0.796782354336311	17	29	"Heart"	2	10
10	0.729698991583896	15	29	"Heart"	2	10
11	0.773973651960784	15	29	"Heart"	2	10
12	0.71771978021978	18	29	"Heart"	2	10
13	0.780792186652198	16	29	"Heart"	2	10
14	0.779871323529412	16	29	"Heart"	2	10
15	0.762721620999309	17	29	"Heart"	2	10
16	0.776884191176471	14	29	"Heart"	2	10
17	0.733918128654971	16	29	"Heart"	2	10
18	0.731512477175898	15	29	"Heart"	2	10
19	0.719262295081967	14	29	"Heart"	2	10
20	0.740655637254902	14	29	"Heart"	2	10
21	0.723076923076923	15	29	"Heart"	2	10
22	0.69080134997253	14	29	"Heart"	2	10
23	0.706597354942283	16	29	"Heart"	2	10
24	0.772058823529412	14	29	"Heart"	2	10
25	0.803571428571429	14	29	"Heart"	2	10
26	0.763278388278388	13	29	"Heart"	2	10
27	0.7261923815621	16	29	"Heart"	2	10
28	0.797411151960784	18	29	"Heart"	2	10
29	0.764087436653808	16	29	"Heart"	2	10
30	0.790938658195295	14	29	"Heart"	2	10
1	0.775769230769231	18	30	"Heart"	2	10
2	0.751664648910412	13	30	"Heart"	2	10
3	0.782666666666667	15	30	"Heart"	2	10
4	0.763059701492537	14	30	"Heart"	2	10
5	0.712904212216191	14	30	"Heart"	2	10
6	0.671408582089552	17	30	"Heart"	2	10
7	0.809447496947497	15	30	"Heart"	2	10
8	0.747655777374471	17	30	"Heart"	2	10
9	0.749765331664581	14	30	"Heart"	2	10
10	0.725824004975124	16	30	"Heart"	2	10
11	0.729514533085962	14	30	"Heart"	2	10
12	0.74469696969697	13	30	"Heart"	2	10
13	0.742535881495126	15	30	"Heart"	2	10
14	0.727404138770542	15	30	"Heart"	2	10
15	0.748469110921634	14	30	"Heart"	2	10
16	0.77784086607616	14	30	"Heart"	2	10
17	0.727053522017551	15	30	"Heart"	2	10
18	0.759349217364485	14	30	"Heart"	2	10
19	0.716573656448284	14	30	"Heart"	2	10
20	0.712198319068548	14	30	"Heart"	2	10
21	0.728076923076923	15	30	"Heart"	2	10
22	0.777841737662138	14	30	"Heart"	2	10
23	0.779760534192954	16	30	"Heart"	2	10
24	0.786332714904143	16	30	"Heart"	2	10
25	0.705759440771978	14	30	"Heart"	2	10
26	0.735541044776119	16	30	"Heart"	2	10
27	0.756562881562882	20	30	"Heart"	2	10
28	0.793567251461988	14	30	"Heart"	2	10
29	0.757809501880421	18	30	"Heart"	2	10
30	0.772841003866859	14	30	"Heart"	2	10
1	0.75570991287968	1	1	"Heart"	2	30
2	0.735428571428571	1	1	"Heart"	2	30
3	0.768748575336221	1	1	"Heart"	2	30
4	0.756553453385001	1	1	"Heart"	2	30
5	0.787884660103868	1	1	"Heart"	2	30
6	0.770506841984558	1	1	"Heart"	2	30
7	0.759454191033138	1	1	"Heart"	2	30
8	0.730928308823529	1	1	"Heart"	2	30
9	0.752959927140255	1	1	"Heart"	2	30
10	0.759615384615385	1	1	"Heart"	2	30
11	0.760984848484848	1	1	"Heart"	2	30
12	0.730099502487562	1	1	"Heart"	2	30
13	0.757246376811594	1	1	"Heart"	2	30
14	0.789772727272727	1	1	"Heart"	2	30
15	0.73687308688486	1	1	"Heart"	2	30
16	0.765074211502783	1	1	"Heart"	2	30
17	0.723076923076923	1	1	"Heart"	2	30
18	0.696881091617934	1	1	"Heart"	2	30
19	0.742461824664755	1	1	"Heart"	2	30
20	0.754085956416465	1	1	"Heart"	2	30
21	0.690799162855593	1	1	"Heart"	2	30
22	0.780384615384615	1	1	"Heart"	2	30
23	0.713235294117647	1	1	"Heart"	2	30
24	0.724447672196315	1	1	"Heart"	2	30
25	0.719132965686274	1	1	"Heart"	2	30
26	0.762750455373406	1	1	"Heart"	2	30
27	0.76953601953602	1	1	"Heart"	2	30
28	0.74943802805984	1	1	"Heart"	2	30
29	0.736060049019608	1	1	"Heart"	2	30
30	0.716130773382682	1	1	"Heart"	2	30
1	0.727465214761041	2	2	"Heart"	2	30
2	0.764171539961014	2	2	"Heart"	2	30
3	0.764457142857143	2	2	"Heart"	2	30
4	0.748368245294475	2	2	"Heart"	2	30
5	0.805998920502737	2	2	"Heart"	2	30
6	0.791818457802064	2	2	"Heart"	2	30
7	0.792380435625145	2	2	"Heart"	2	30
8	0.78532504413232	2	2	"Heart"	2	30
9	0.779230769230769	2	2	"Heart"	2	30
10	0.704712200287422	1	2	"Heart"	2	30
11	0.761617832388154	2	2	"Heart"	2	30
12	0.77758034026465	2	2	"Heart"	2	30
13	0.78530303030303	2	2	"Heart"	2	30
14	0.800098904443092	2	2	"Heart"	2	30
15	0.781458712811172	2	2	"Heart"	2	30
16	0.760766480099503	2	2	"Heart"	2	30
17	0.727350030921459	1	2	"Heart"	2	30
18	0.797219047619048	2	2	"Heart"	2	30
19	0.765160570563391	2	2	"Heart"	2	30
20	0.728818800247372	2	2	"Heart"	2	30
21	0.774538461538462	2	2	"Heart"	2	30
22	0.79341226472374	2	2	"Heart"	2	30
23	0.766153846153846	2	2	"Heart"	2	30
24	0.80238513875086	2	2	"Heart"	2	30
25	0.774385072094996	2	2	"Heart"	2	30
26	0.76031746031746	1	2	"Heart"	2	30
27	0.800022746227917	2	2	"Heart"	2	30
28	0.757845631891433	2	2	"Heart"	2	30
29	0.786594643944005	2	2	"Heart"	2	30
30	0.77323662598818	2	2	"Heart"	2	30
1	0.846011131725417	3	3	"Heart"	2	30
2	0.80822176839876	3	3	"Heart"	2	30
3	0.854625217457076	3	3	"Heart"	2	30
4	0.840283698938067	3	3	"Heart"	2	30
5	0.839318181818182	3	3	"Heart"	2	30
6	0.870119038592767	3	3	"Heart"	2	30
7	0.798235385572139	3	3	"Heart"	2	30
8	0.867124118583668	3	3	"Heart"	2	30
9	0.803131397376602	3	3	"Heart"	2	30
10	0.797416099686568	3	3	"Heart"	2	30
11	0.834499378109453	3	3	"Heart"	2	30
12	0.816779134126924	3	3	"Heart"	2	30
13	0.863423028785982	3	3	"Heart"	2	30
14	0.776628119293974	3	3	"Heart"	2	30
15	0.830682261208577	3	3	"Heart"	2	30
16	0.833791208791209	3	3	"Heart"	2	30
17	0.813189338235294	3	3	"Heart"	2	30
18	0.852358674463938	3	3	"Heart"	2	30
19	0.861483605922022	3	3	"Heart"	2	30
20	0.83045513853711	3	3	"Heart"	2	30
21	0.797474132684114	3	3	"Heart"	2	30
22	0.811891357273281	3	3	"Heart"	2	30
23	0.853722545219638	3	3	"Heart"	2	30
24	0.828923076923077	3	3	"Heart"	2	30
25	0.802355410447761	3	3	"Heart"	2	30
26	0.833804754988151	3	3	"Heart"	2	30
27	0.86514697981426	3	3	"Heart"	2	30
28	0.802761716372489	3	3	"Heart"	2	30
29	0.797555992736077	3	3	"Heart"	2	30
30	0.835154826958106	3	3	"Heart"	2	30
1	0.848750095558443	4	4	"Heart"	2	30
2	0.856777004816146	4	4	"Heart"	2	30
3	0.794529358353511	4	4	"Heart"	2	30
4	0.882856926226401	4	4	"Heart"	2	30
5	0.847121212121212	4	4	"Heart"	2	30
6	0.835415220911404	4	4	"Heart"	2	30
7	0.808018565941101	4	4	"Heart"	2	30
8	0.79126213592233	4	4	"Heart"	2	30
9	0.874357203162177	4	4	"Heart"	2	30
10	0.862401335761992	4	4	"Heart"	2	30
11	0.824635050298767	4	4	"Heart"	2	30
12	0.830057142857143	4	4	"Heart"	2	30
13	0.852213541666667	4	4	"Heart"	2	30
14	0.79138770541692	4	4	"Heart"	2	30
15	0.854692307692308	4	4	"Heart"	2	30
16	0.805892412935323	4	4	"Heart"	2	30
17	0.846276803118908	4	4	"Heart"	2	30
18	0.882064924049657	4	4	"Heart"	2	30
19	0.83750758955677	4	4	"Heart"	2	30
20	0.857425441265977	4	4	"Heart"	2	30
21	0.863918950034538	4	4	"Heart"	2	30
22	0.889515695755622	4	4	"Heart"	2	30
23	0.870730769230769	4	4	"Heart"	2	30
24	0.818657468413301	4	4	"Heart"	2	30
25	0.87710631127451	4	4	"Heart"	2	30
26	0.832008256249522	4	4	"Heart"	2	30
27	0.860513532269257	4	4	"Heart"	2	30
28	0.812848285063967	4	4	"Heart"	2	30
29	0.845924908424908	4	4	"Heart"	2	30
30	0.848447961046865	4	4	"Heart"	2	30
1	0.855305952651085	5	5	"Heart"	2	30
2	0.821847622027534	5	5	"Heart"	2	30
3	0.863782051282051	5	5	"Heart"	2	30
4	0.838446275946276	5	5	"Heart"	2	30
5	0.860265633646929	5	5	"Heart"	2	30
6	0.897884615384615	5	5	"Heart"	2	30
7	0.834139227876276	5	5	"Heart"	2	30
8	0.844818231144873	5	5	"Heart"	2	30
9	0.803822305941449	5	5	"Heart"	2	30
10	0.846900123685838	5	5	"Heart"	2	30
11	0.820116959064327	5	5	"Heart"	2	30
12	0.836454621275305	5	5	"Heart"	2	30
13	0.835154826958106	5	5	"Heart"	2	30
14	0.848484848484849	5	5	"Heart"	2	30
15	0.81383547008547	5	5	"Heart"	2	30
16	0.852961198093941	5	5	"Heart"	2	30
17	0.824275362318841	5	5	"Heart"	2	30
18	0.814625850340136	5	5	"Heart"	2	30
19	0.826484191371598	5	5	"Heart"	2	30
20	0.822393822393822	5	5	"Heart"	2	30
21	0.820037105751391	5	5	"Heart"	2	30
22	0.813993566176471	5	5	"Heart"	2	30
23	0.840456495098039	5	5	"Heart"	2	30
24	0.840754483611627	5	5	"Heart"	2	30
25	0.812495238095238	5	5	"Heart"	2	30
26	0.751471627030845	5	5	"Heart"	2	30
27	0.828952380952381	5	5	"Heart"	2	30
28	0.836881091617934	5	5	"Heart"	2	30
29	0.834110542007492	5	5	"Heart"	2	30
30	0.81414072039072	5	5	"Heart"	2	30
1	0.806176909190801	6	6	"Heart"	2	30
2	0.804093567251462	6	6	"Heart"	2	30
3	0.821325319537431	6	6	"Heart"	2	30
4	0.834605597964377	6	6	"Heart"	2	30
5	0.812775677378702	6	6	"Heart"	2	30
6	0.801850011467013	6	6	"Heart"	2	30
7	0.840201465201465	6	6	"Heart"	2	30
8	0.826841144248326	6	6	"Heart"	2	30
9	0.842687074829932	6	6	"Heart"	2	30
10	0.820541243024234	6	6	"Heart"	2	30
11	0.812572668785365	6	6	"Heart"	2	30
12	0.852031768062302	6	6	"Heart"	2	30
13	0.840421485088253	6	6	"Heart"	2	30
14	0.82822806884525	6	6	"Heart"	2	30
15	0.814285714285714	6	6	"Heart"	2	30
16	0.841302367941712	6	6	"Heart"	2	30
17	0.849015567765568	6	6	"Heart"	2	30
18	0.722597947761194	6	6	"Heart"	2	30
19	0.819771428571429	6	6	"Heart"	2	30
20	0.756899319623882	6	6	"Heart"	2	30
21	0.787592128257731	6	6	"Heart"	2	30
22	0.799605732049435	6	6	"Heart"	2	30
23	0.844539105073298	6	6	"Heart"	2	30
24	0.799961013645224	6	6	"Heart"	2	30
25	0.787645526960784	6	6	"Heart"	2	30
26	0.876575299306868	6	6	"Heart"	2	30
27	0.786148468961325	6	6	"Heart"	2	30
28	0.824606537530266	6	6	"Heart"	2	30
29	0.808269230769231	6	6	"Heart"	2	30
30	0.818550857843137	6	6	"Heart"	2	30
1	0.746029936934883	7	7	"Heart"	2	30
2	0.844086021505376	7	7	"Heart"	2	30
3	0.80512702433034	7	7	"Heart"	2	30
4	0.793841575091575	7	7	"Heart"	2	30
5	0.767208485958486	7	7	"Heart"	2	30
6	0.773320895522388	7	7	"Heart"	2	30
7	0.772332603254068	7	7	"Heart"	2	30
8	0.807615995115995	7	7	"Heart"	2	30
9	0.831702469230181	7	7	"Heart"	2	30
10	0.846456692913386	7	7	"Heart"	2	30
11	0.767361111111111	7	7	"Heart"	2	30
12	0.813194706994329	7	7	"Heart"	2	30
13	0.773692307692308	7	7	"Heart"	2	30
14	0.814845641646489	7	7	"Heart"	2	30
15	0.824909200968523	7	7	"Heart"	2	30
16	0.800192307692308	7	7	"Heart"	2	30
17	0.809621212121212	7	7	"Heart"	2	30
18	0.825516089860352	7	7	"Heart"	2	30
19	0.777692836939072	7	7	"Heart"	2	30
20	0.758852073697778	7	7	"Heart"	2	30
21	0.825619771279454	7	7	"Heart"	2	30
22	0.759514766297186	7	7	"Heart"	2	30
23	0.749110454992808	7	7	"Heart"	2	30
24	0.767361111111111	7	7	"Heart"	2	30
25	0.775076923076923	7	7	"Heart"	2	30
26	0.830790831815422	7	7	"Heart"	2	30
27	0.793567251461988	7	7	"Heart"	2	30
28	0.832272727272727	7	7	"Heart"	2	30
29	0.784396558406325	7	7	"Heart"	2	30
30	0.834471766848816	7	7	"Heart"	2	30
1	0.808616670685636	8	8	"Heart"	2	30
2	0.803430799220273	8	8	"Heart"	2	30
3	0.776218897759864	8	8	"Heart"	2	30
4	0.804308183268749	8	8	"Heart"	2	30
5	0.730209523809524	8	8	"Heart"	2	30
6	0.823901515151515	8	8	"Heart"	2	30
7	0.798713450292398	8	8	"Heart"	2	30
8	0.745726495726496	8	8	"Heart"	2	30
9	0.747025865377235	8	8	"Heart"	2	30
10	0.806609130138542	8	8	"Heart"	2	30
11	0.792002456059559	8	8	"Heart"	2	30
12	0.75839552238806	8	8	"Heart"	2	30
13	0.70065374921235	8	8	"Heart"	2	30
14	0.861156895063182	8	8	"Heart"	2	30
15	0.800321691176471	8	8	"Heart"	2	30
16	0.788790422885572	8	8	"Heart"	2	30
17	0.769569546568627	8	8	"Heart"	2	30
18	0.757384950248756	8	8	"Heart"	2	30
19	0.760950997630151	8	8	"Heart"	2	30
20	0.738740109555691	8	8	"Heart"	2	30
21	0.8	8	8	"Heart"	2	30
22	0.780730769230769	8	8	"Heart"	2	30
23	0.820963541666667	8	8	"Heart"	2	30
24	0.723483988189871	8	8	"Heart"	2	30
25	0.736472484457748	8	8	"Heart"	2	30
26	0.817910682050075	8	8	"Heart"	2	30
27	0.717171332927572	8	8	"Heart"	2	30
28	0.787927899438691	8	8	"Heart"	2	30
29	0.80105917568501	8	8	"Heart"	2	30
30	0.816084377059987	8	8	"Heart"	2	30
1	0.743661100803958	9	9	"Heart"	2	30
2	0.748109161793372	9	9	"Heart"	2	30
3	0.73159532483303	9	9	"Heart"	2	30
4	0.835486583594526	9	9	"Heart"	2	30
5	0.725333333333333	9	9	"Heart"	2	30
6	0.808198955257779	9	9	"Heart"	2	30
7	0.731208155812538	9	9	"Heart"	2	30
8	0.750343406593407	9	9	"Heart"	2	30
9	0.821390415140415	9	9	"Heart"	2	30
10	0.762033950856523	9	9	"Heart"	2	30
11	0.760012515644556	9	9	"Heart"	2	30
12	0.728397397094431	9	9	"Heart"	2	30
13	0.641115384615385	9	9	"Heart"	2	30
14	0.754681931912958	9	9	"Heart"	2	30
15	0.723725124378109	9	9	"Heart"	2	30
16	0.748774509803922	9	9	"Heart"	2	30
17	0.689321493624772	9	9	"Heart"	2	30
18	0.700440695995745	9	9	"Heart"	2	30
19	0.731504761904762	9	9	"Heart"	2	30
20	0.726732748184019	9	9	"Heart"	2	30
21	0.718060661764706	9	9	"Heart"	2	30
22	0.733903924743619	9	9	"Heart"	2	30
23	0.702514285714286	9	9	"Heart"	2	30
24	0.754337265787647	9	9	"Heart"	2	30
25	0.770373774509804	9	9	"Heart"	2	30
26	0.723352826510721	9	9	"Heart"	2	30
27	0.740632773631841	9	9	"Heart"	2	30
28	0.784617130750605	9	9	"Heart"	2	30
29	0.716188524590164	9	9	"Heart"	2	30
30	0.709873636292285	9	9	"Heart"	2	30
1	0.74469696969697	10	10	"Heart"	2	30
2	0.816737288135593	10	10	"Heart"	2	30
3	0.720543345543346	10	10	"Heart"	2	30
4	0.773230769230769	10	10	"Heart"	2	30
5	0.755071803054479	10	10	"Heart"	2	30
6	0.757352941176471	10	10	"Heart"	2	30
7	0.685956731136763	10	10	"Heart"	2	30
8	0.814432591218305	10	10	"Heart"	2	30
9	0.739079415550004	10	10	"Heart"	2	30
10	0.717735059297729	10	10	"Heart"	2	30
11	0.770307692307692	10	10	"Heart"	2	30
12	0.735073771118416	10	10	"Heart"	2	30
13	0.706663630843959	10	10	"Heart"	2	30
14	0.731032338308458	10	10	"Heart"	2	30
15	0.764132553606238	10	10	"Heart"	2	30
16	0.768308231731612	10	10	"Heart"	2	30
17	0.726893968351043	10	10	"Heart"	2	30
18	0.77696815483075	10	10	"Heart"	2	30
19	0.753130797773655	10	10	"Heart"	2	30
20	0.762462121212121	10	10	"Heart"	2	30
21	0.702167503386724	10	10	"Heart"	2	30
22	0.779431818181818	10	10	"Heart"	2	30
23	0.763390139987827	10	10	"Heart"	2	30
24	0.721325536062378	10	10	"Heart"	2	30
25	0.680845432546884	10	10	"Heart"	2	30
26	0.732053358007556	10	10	"Heart"	2	30
27	0.696379781420765	10	10	"Heart"	2	30
28	0.760545808966862	10	10	"Heart"	2	30
29	0.723583692610241	10	10	"Heart"	2	30
30	0.639524647887324	10	10	"Heart"	2	30
1	0.690497874924104	11	11	"Heart"	2	30
2	0.725	11	11	"Heart"	2	30
3	0.618432026688907	11	11	"Heart"	2	30
4	0.740151515151515	11	11	"Heart"	2	30
5	0.689115384615385	11	11	"Heart"	2	30
6	0.807461538461538	11	11	"Heart"	2	30
7	0.82647824754902	11	11	"Heart"	2	30
8	0.705220140334644	11	11	"Heart"	2	30
9	0.787644787644788	11	11	"Heart"	2	30
10	0.718177655677656	11	11	"Heart"	2	30
11	0.649476320582878	11	11	"Heart"	2	30
12	0.764138311279143	11	11	"Heart"	2	30
13	0.787875243664717	11	11	"Heart"	2	30
14	0.767779839208411	11	11	"Heart"	2	30
15	0.75945179584121	11	11	"Heart"	2	30
16	0.76647619047619	11	11	"Heart"	2	30
17	0.738165792872882	11	11	"Heart"	2	30
18	0.629531388152078	11	11	"Heart"	2	30
19	0.721339987900786	11	11	"Heart"	2	30
20	0.810832505160156	11	11	"Heart"	2	30
21	0.727724650880389	11	11	"Heart"	2	30
22	0.70392380952381	11	11	"Heart"	2	30
23	0.735959319975713	11	11	"Heart"	2	30
24	0.80460990219122	11	11	"Heart"	2	30
25	0.688368259948199	11	11	"Heart"	2	30
26	0.746453763274165	11	11	"Heart"	2	30
27	0.69099390855116	11	11	"Heart"	2	30
28	0.702413479052823	11	11	"Heart"	2	30
29	0.730371272063299	11	11	"Heart"	2	30
30	0.762068704600484	11	11	"Heart"	2	30
1	0.775807692307692	12	12	"Heart"	2	30
2	0.751576627915812	12	12	"Heart"	2	30
3	0.707379134860051	12	12	"Heart"	2	30
4	0.764128787878788	12	12	"Heart"	2	30
5	0.731183629176033	12	12	"Heart"	2	30
6	0.741001209921355	12	12	"Heart"	2	30
7	0.738274134790528	12	12	"Heart"	2	30
8	0.738957194899818	12	12	"Heart"	2	30
9	0.688380821078431	12	12	"Heart"	2	30
10	0.725654290931223	12	12	"Heart"	2	30
11	0.713665607317262	12	12	"Heart"	2	30
12	0.6876902008521	12	12	"Heart"	2	30
13	0.836318836045056	12	12	"Heart"	2	30
14	0.760342857142857	12	12	"Heart"	2	30
15	0.749226963512678	12	12	"Heart"	2	30
16	0.727500189551899	12	12	"Heart"	2	30
17	0.751416973039216	12	12	"Heart"	2	30
18	0.735012537041258	12	12	"Heart"	2	30
19	0.71038892251816	12	12	"Heart"	2	30
20	0.729471916971917	12	12	"Heart"	2	30
21	0.762636198547216	12	12	"Heart"	2	30
22	0.716074681238616	12	12	"Heart"	2	30
23	0.685142857142857	12	12	"Heart"	2	30
24	0.768360940927313	12	12	"Heart"	2	30
25	0.789949633699634	12	12	"Heart"	2	30
26	0.786138161898965	12	12	"Heart"	2	30
27	0.790909090909091	12	12	"Heart"	2	30
28	0.775030525030525	12	12	"Heart"	2	30
29	0.701473635735667	12	12	"Heart"	2	30
30	0.659761904761905	12	12	"Heart"	2	30
1	0.797778824268111	13	13	"Heart"	2	30
2	0.755974264705882	13	13	"Heart"	2	30
3	0.764461247637051	13	13	"Heart"	2	30
4	0.793019480519481	12	13	"Heart"	2	30
5	0.767307692307692	13	13	"Heart"	2	30
6	0.768651634382567	13	13	"Heart"	2	30
7	0.76075939792754	13	13	"Heart"	2	30
8	0.783700980392157	13	13	"Heart"	2	30
9	0.714590964590965	13	13	"Heart"	2	30
10	0.76375777112595	13	13	"Heart"	2	30
11	0.76844262295082	12	13	"Heart"	2	30
12	0.784786641929499	13	13	"Heart"	2	30
13	0.737111060640472	13	13	"Heart"	2	30
14	0.732306985294118	13	13	"Heart"	2	30
15	0.695196609371321	13	13	"Heart"	2	30
16	0.758712121212121	13	13	"Heart"	2	30
17	0.688504947433519	13	13	"Heart"	2	30
18	0.778714555765595	13	13	"Heart"	2	30
19	0.713801169590643	13	13	"Heart"	2	30
20	0.728273201724529	13	13	"Heart"	2	30
21	0.807043537725097	13	13	"Heart"	2	30
22	0.757211538461538	13	13	"Heart"	2	30
23	0.777518656716418	12	13	"Heart"	2	30
24	0.759117896522477	13	13	"Heart"	2	30
25	0.763313840155945	13	13	"Heart"	2	30
26	0.795520451770452	13	13	"Heart"	2	30
27	0.759199134199134	13	13	"Heart"	2	30
28	0.68374693627451	13	13	"Heart"	2	30
29	0.726499690785405	13	13	"Heart"	2	30
30	0.699393939393939	13	13	"Heart"	2	30
1	0.761692307692308	13	14	"Heart"	2	30
2	0.706029763281672	14	14	"Heart"	2	30
3	0.707763459562021	14	14	"Heart"	2	30
4	0.776629570747218	14	14	"Heart"	2	30
5	0.751	14	14	"Heart"	2	30
6	0.762599571078431	14	14	"Heart"	2	30
7	0.783094948265368	14	14	"Heart"	2	30
8	0.768038461538462	14	14	"Heart"	2	30
9	0.797282938676381	13	14	"Heart"	2	30
10	0.743000907990315	14	14	"Heart"	2	30
11	0.716184701492537	14	14	"Heart"	2	30
12	0.755384615384615	14	14	"Heart"	2	30
13	0.724261074386445	13	14	"Heart"	2	30
14	0.750793650793651	13	14	"Heart"	2	30
15	0.688157187811804	14	14	"Heart"	2	30
16	0.756249522207782	13	14	"Heart"	2	30
17	0.78606309588404	14	14	"Heart"	2	30
18	0.721869328493648	14	14	"Heart"	2	30
19	0.738511868533171	14	14	"Heart"	2	30
20	0.748601028433152	14	14	"Heart"	2	30
21	0.77857905982906	14	14	"Heart"	2	30
22	0.765027322404372	14	14	"Heart"	2	30
23	0.758018045340814	13	14	"Heart"	2	30
24	0.771615384615385	14	14	"Heart"	2	30
25	0.757498453927025	14	14	"Heart"	2	30
26	0.736205949297543	14	14	"Heart"	2	30
27	0.786386275594909	14	14	"Heart"	2	30
28	0.776189395658422	14	14	"Heart"	2	30
29	0.789377289377289	14	14	"Heart"	2	30
30	0.747037688250134	14	14	"Heart"	2	30
1	0.759844054580897	13	15	"Heart"	2	30
2	0.744565217391304	15	15	"Heart"	2	30
3	0.725351037851038	15	15	"Heart"	2	30
4	0.767317737905973	14	15	"Heart"	2	30
5	0.716392448252332	15	15	"Heart"	2	30
6	0.736718328321382	15	15	"Heart"	2	30
7	0.723461538461538	14	15	"Heart"	2	30
8	0.732509328358209	12	15	"Heart"	2	30
9	0.745759459666897	15	15	"Heart"	2	30
10	0.691812865497076	14	15	"Heart"	2	30
11	0.740711192158651	15	15	"Heart"	2	30
12	0.729707792207792	14	15	"Heart"	2	30
13	0.730754529470224	15	15	"Heart"	2	30
14	0.749526837762132	15	15	"Heart"	2	30
15	0.769431818181818	15	15	"Heart"	2	30
16	0.742099499374218	15	15	"Heart"	2	30
17	0.678332949574027	15	15	"Heart"	2	30
18	0.725332929782082	15	15	"Heart"	2	30
19	0.710606060606061	14	15	"Heart"	2	30
20	0.752228509417875	14	15	"Heart"	2	30
21	0.734859496124031	15	15	"Heart"	2	30
22	0.774616392937004	14	15	"Heart"	2	30
23	0.761576923076923	15	15	"Heart"	2	30
24	0.740631387690211	15	15	"Heart"	2	30
25	0.746553308823529	15	15	"Heart"	2	30
26	0.723951814768461	13	15	"Heart"	2	30
27	0.771153846153846	13	15	"Heart"	2	30
28	0.76	13	15	"Heart"	2	30
29	0.548662935323383	15	15	"Heart"	2	30
30	0.767802799756543	13	15	"Heart"	2	30
1	0.799280350438048	16	16	"Heart"	2	30
2	0.739130434782609	16	16	"Heart"	2	30
3	0.713937918441875	16	16	"Heart"	2	30
4	0.715079365079365	15	16	"Heart"	2	30
5	0.751859441408622	16	16	"Heart"	2	30
6	0.753623188405797	14	16	"Heart"	2	30
7	0.778512271104019	15	16	"Heart"	2	30
8	0.780525795912165	14	16	"Heart"	2	30
9	0.756713682365129	14	16	"Heart"	2	30
10	0.784696691176471	16	16	"Heart"	2	30
11	0.782051282051282	14	16	"Heart"	2	30
12	0.730845543345543	14	16	"Heart"	2	30
13	0.782562385879489	14	16	"Heart"	2	30
14	0.738050388509536	13	16	"Heart"	2	30
15	0.767985195466112	16	16	"Heart"	2	30
16	0.709530669497308	15	16	"Heart"	2	30
17	0.743939393939394	15	16	"Heart"	2	30
18	0.804599499374218	13	16	"Heart"	2	30
19	0.742368742368742	15	16	"Heart"	2	30
20	0.707414215686274	16	16	"Heart"	2	30
21	0.784773284313726	14	16	"Heart"	2	30
22	0.760115384615385	16	16	"Heart"	2	30
23	0.709379077442628	16	16	"Heart"	2	30
24	0.764246323529412	16	16	"Heart"	2	30
25	0.760899234210327	14	16	"Heart"	2	30
26	0.757436621929205	15	16	"Heart"	2	30
27	0.76265032902201	16	16	"Heart"	2	30
28	0.721928006754164	14	16	"Heart"	2	30
29	0.737053605277125	15	16	"Heart"	2	30
30	0.794612019341469	13	16	"Heart"	2	30
1	0.738495024875622	13	17	"Heart"	2	30
2	0.742666666666667	17	17	"Heart"	2	30
3	0.73591194481048	13	17	"Heart"	2	30
4	0.741190531266867	15	17	"Heart"	2	30
5	0.737180952380952	17	17	"Heart"	2	30
6	0.759613179420534	17	17	"Heart"	2	30
