"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"q_noisy_var"	"prop_noise_x"
16	0.966821686070102	11	15	"CO2"	1	0.5
17	0.97644950621217	11	15	"CO2"	1	0.5
18	0.974530271398747	9	15	"CO2"	1	0.5
19	0.971199125764776	10	15	"CO2"	1	0.5
20	0.978522571819425	7	15	"CO2"	1	0.5
21	0.979870055465441	10	15	"CO2"	1	0.5
22	0.988840280068419	11	15	"CO2"	1	0.5
23	0.976319393913453	11	15	"CO2"	1	0.5
24	0.985333578253932	13	15	"CO2"	1	0.5
25	0.979555240699129	9	15	"CO2"	1	0.5
26	0.984874771967163	12	15	"CO2"	1	0.5
27	0.976472729436389	12	15	"CO2"	1	0.5
28	0.986816010343392	8	15	"CO2"	1	0.5
29	0.97862999117111	10	15	"CO2"	1	0.5
30	0.975894405738307	11	15	"CO2"	1	0.5
1	0.985401381443963	12	16	"CO2"	1	0.5
2	0.981544384057971	10	16	"CO2"	1	0.5
3	0.983283676649372	8	16	"CO2"	1	0.5
4	0.984021148505897	10	16	"CO2"	1	0.5
5	0.976484365870926	8	16	"CO2"	1	0.5
6	0.979646417896738	10	16	"CO2"	1	0.5
7	0.973926586669498	12	16	"CO2"	1	0.5
8	0.983110666947191	13	16	"CO2"	1	0.5
9	0.975670186096726	9	16	"CO2"	1	0.5
10	0.976538476897887	9	16	"CO2"	1	0.5
11	0.984869562139393	8	16	"CO2"	1	0.5
12	0.977147380511377	12	16	"CO2"	1	0.5
13	0.984882371233927	9	16	"CO2"	1	0.5
14	0.97397469600681	13	16	"CO2"	1	0.5
15	0.98170754925989	8	16	"CO2"	1	0.5
16	0.976123888333705	9	16	"CO2"	1	0.5
17	0.979144445409537	9	16	"CO2"	1	0.5
18	0.979593123704216	10	16	"CO2"	1	0.5
19	0.97590049771836	8	16	"CO2"	1	0.5
20	0.982534041778077	11	16	"CO2"	1	0.5
21	0.9839925686204	9	16	"CO2"	1	0.5
22	0.988364633775888	9	16	"CO2"	1	0.5
23	0.984124220512729	10	16	"CO2"	1	0.5
24	0.981231884057971	12	16	"CO2"	1	0.5
25	0.985518698457448	13	16	"CO2"	1	0.5
26	0.980709528159574	11	16	"CO2"	1	0.5
27	0.976372897316269	9	16	"CO2"	1	0.5
28	0.983881470056493	10	16	"CO2"	1	0.5
29	0.977760523542787	11	16	"CO2"	1	0.5
30	0.975305115645971	10	16	"CO2"	1	0.5
1	0.981400521552385	9	17	"CO2"	1	0.5
2	0.984654504359057	11	17	"CO2"	1	0.5
3	0.983202714075321	11	17	"CO2"	1	0.5
4	0.984926577846932	9	17	"CO2"	1	0.5
5	0.980135676865279	9	17	"CO2"	1	0.5
6	0.983625778554921	11	17	"CO2"	1	0.5
7	0.982137179115762	12	17	"CO2"	1	0.5
8	0.98046060913813	10	17	"CO2"	1	0.5
9	0.978746453358583	8	17	"CO2"	1	0.5
10	0.979141926016926	9	17	"CO2"	1	0.5
11	0.971205664540064	12	17	"CO2"	1	0.5
12	0.980167955433608	12	17	"CO2"	1	0.5
13	0.981581012831013	11	17	"CO2"	1	0.5
14	0.977581202487906	9	17	"CO2"	1	0.5
15	0.985444350152002	10	17	"CO2"	1	0.5
16	0.98365993612299	10	17	"CO2"	1	0.5
17	0.982657051627023	8	17	"CO2"	1	0.5
18	0.979125777470629	10	17	"CO2"	1	0.5
19	0.987846354083547	12	17	"CO2"	1	0.5
20	0.977014581073869	8	17	"CO2"	1	0.5
21	0.988496007253199	11	17	"CO2"	1	0.5
22	0.983445825024288	9	17	"CO2"	1	0.5
23	0.979184501134272	9	17	"CO2"	1	0.5
24	0.984374568071873	10	17	"CO2"	1	0.5
25	0.98428992183665	8	17	"CO2"	1	0.5
26	0.983525286889936	10	17	"CO2"	1	0.5
27	0.979261994525642	9	17	"CO2"	1	0.5
28	0.985014511940526	10	17	"CO2"	1	0.5
29	0.981775425671922	11	17	"CO2"	1	0.5
30	0.988250496542152	12	17	"CO2"	1	0.5
1	0.981828683925723	7	18	"CO2"	1	0.5
2	0.974268713256973	12	18	"CO2"	1	0.5
3	0.980212393984721	10	18	"CO2"	1	0.5
4	0.988353743107473	10	18	"CO2"	1	0.5
5	0.971060688901039	10	18	"CO2"	1	0.5
6	0.983997911578351	7	18	"CO2"	1	0.5
7	0.971341227706199	8	18	"CO2"	1	0.5
8	0.981934216985763	15	18	"CO2"	1	0.5
9	0.966089565511362	8	18	"CO2"	1	0.5
10	0.986075949367089	11	18	"CO2"	1	0.5
11	0.980989371876071	12	18	"CO2"	1	0.5
12	0.986772738653154	8	18	"CO2"	1	0.5
13	0.985537918871252	9	18	"CO2"	1	0.5
14	0.978636162228776	10	18	"CO2"	1	0.5
15	0.985140331693093	8	18	"CO2"	1	0.5
16	0.973231456936431	10	18	"CO2"	1	0.5
17	0.981631441917452	9	18	"CO2"	1	0.5
18	0.978434815541669	9	18	"CO2"	1	0.5
19	0.979277824323133	10	18	"CO2"	1	0.5
20	0.980684235071331	11	18	"CO2"	1	0.5
21	0.983296399180166	8	18	"CO2"	1	0.5
22	0.98339243619616	10	18	"CO2"	1	0.5
23	0.97352389616103	9	18	"CO2"	1	0.5
24	0.984818662292692	11	18	"CO2"	1	0.5
25	0.985129663465402	10	18	"CO2"	1	0.5
26	0.976344070468779	11	18	"CO2"	1	0.5
27	0.976820602642971	10	18	"CO2"	1	0.5
28	0.985426082819448	10	18	"CO2"	1	0.5
29	0.972724414660379	10	18	"CO2"	1	0.5
30	0.981780170441851	9	18	"CO2"	1	0.5
1	0.988443929028666	11	19	"CO2"	1	0.5
2	0.975186895416293	9	19	"CO2"	1	0.5
3	0.982300371402043	7	19	"CO2"	1	0.5
4	0.980572992753518	8	19	"CO2"	1	0.5
5	0.974485418661168	11	19	"CO2"	1	0.5
6	0.970448728548525	8	19	"CO2"	1	0.5
7	0.975851472291931	10	19	"CO2"	1	0.5
8	0.983517702736622	9	19	"CO2"	1	0.5
9	0.97960459269133	11	19	"CO2"	1	0.5
10	0.97630067836325	10	19	"CO2"	1	0.5
11	0.978367034475476	11	19	"CO2"	1	0.5
12	0.989030873855049	9	19	"CO2"	1	0.5
13	0.980309099767228	10	19	"CO2"	1	0.5
14	0.979997045169743	8	19	"CO2"	1	0.5
15	0.988127853881279	11	19	"CO2"	1	0.5
16	0.978300763276133	9	19	"CO2"	1	0.5
17	0.984598881311777	8	19	"CO2"	1	0.5
18	0.969812768960462	9	19	"CO2"	1	0.5
19	0.973790411665071	10	19	"CO2"	1	0.5
20	0.988062820650809	12	19	"CO2"	1	0.5
21	0.980634464903019	8	19	"CO2"	1	0.5
22	0.980643902404878	12	19	"CO2"	1	0.5
23	0.968395609188718	11	19	"CO2"	1	0.5
24	0.978468082302472	10	19	"CO2"	1	0.5
25	0.979637334977141	10	19	"CO2"	1	0.5
26	0.980344058617394	8	19	"CO2"	1	0.5
27	0.983609601449275	9	19	"CO2"	1	0.5
28	0.980201560350117	11	19	"CO2"	1	0.5
29	0.981649795196593	11	19	"CO2"	1	0.5
30	0.986305160495374	8	19	"CO2"	1	0.5
1	0.986405992077975	11	20	"CO2"	1	0.5
2	0.980343384037965	15	20	"CO2"	1	0.5
3	0.972368994492888	14	20	"CO2"	1	0.5
4	0.97929866724929	12	20	"CO2"	1	0.5
5	0.963580070597113	10	20	"CO2"	1	0.5
6	0.985164425178105	11	20	"CO2"	1	0.5
7	0.981293482505749	8	20	"CO2"	1	0.5
8	0.982970965850074	9	20	"CO2"	1	0.5
9	0.983888752756677	11	20	"CO2"	1	0.5
10	0.984575531243425	11	20	"CO2"	1	0.5
11	0.970393871418879	9	20	"CO2"	1	0.5
12	0.982930253623188	9	20	"CO2"	1	0.5
13	0.977484038550239	10	20	"CO2"	1	0.5
14	0.972471308420047	11	20	"CO2"	1	0.5
15	0.980344778100671	8	20	"CO2"	1	0.5
16	0.98713195521671	10	20	"CO2"	1	0.5
17	0.978118206045305	8	20	"CO2"	1	0.5
18	0.978729071537291	9	20	"CO2"	1	0.5
19	0.983471222057431	12	20	"CO2"	1	0.5
20	0.974257768812224	12	20	"CO2"	1	0.5
21	0.986823199179337	12	20	"CO2"	1	0.5
22	0.985638402518198	10	20	"CO2"	1	0.5
23	0.970790966839312	10	20	"CO2"	1	0.5
24	0.977852790164692	10	20	"CO2"	1	0.5
25	0.97840961381898	13	20	"CO2"	1	0.5
26	0.975537257650082	9	20	"CO2"	1	0.5
27	0.985367703622756	10	20	"CO2"	1	0.5
28	0.978003639171877	11	20	"CO2"	1	0.5
29	0.973284308680348	8	20	"CO2"	1	0.5
30	0.983630779212994	8	20	"CO2"	1	0.5
1	0.97941274224063	8	21	"CO2"	1	0.5
2	0.97728117379812	9	21	"CO2"	1	0.5
3	0.970024245845391	8	21	"CO2"	1	0.5
4	0.973244968090329	11	21	"CO2"	1	0.5
5	0.985383704660424	8	21	"CO2"	1	0.5
6	0.980673652747007	12	21	"CO2"	1	0.5
7	0.985201077043342	11	21	"CO2"	1	0.5
8	0.97134517671673	8	21	"CO2"	1	0.5
9	0.975472616289526	9	21	"CO2"	1	0.5
10	0.974916121501183	9	21	"CO2"	1	0.5
11	0.981361620520197	10	21	"CO2"	1	0.5
12	0.980491686863619	9	21	"CO2"	1	0.5
13	0.977974890434934	9	21	"CO2"	1	0.5
14	0.980152009257311	9	21	"CO2"	1	0.5
15	0.973936279048798	10	21	"CO2"	1	0.5
16	0.975355049891769	8	21	"CO2"	1	0.5
17	0.975630394900659	8	21	"CO2"	1	0.5
18	0.976795650647402	13	21	"CO2"	1	0.5
19	0.982011256238717	10	21	"CO2"	1	0.5
20	0.983937476026084	12	21	"CO2"	1	0.5
21	0.984953716234504	11	21	"CO2"	1	0.5
22	0.979518197622549	11	21	"CO2"	1	0.5
23	0.980640402364627	8	21	"CO2"	1	0.5
24	0.980678598454851	9	21	"CO2"	1	0.5
25	0.974529279477908	9	21	"CO2"	1	0.5
26	0.984653277756726	9	21	"CO2"	1	0.5
27	0.974120268988402	8	21	"CO2"	1	0.5
28	0.979616121269082	11	21	"CO2"	1	0.5
29	0.979750935358857	15	21	"CO2"	1	0.5
30	0.975612430298853	10	21	"CO2"	1	0.5
1	0.991676527402733	9	22	"CO2"	1	0.5
2	0.974196862599882	9	22	"CO2"	1	0.5
3	0.972895658448164	10	22	"CO2"	1	0.5
4	0.973227939315929	10	22	"CO2"	1	0.5
5	0.981644519156089	9	22	"CO2"	1	0.5
6	0.979803171131766	9	22	"CO2"	1	0.5
7	0.985191361399672	15	22	"CO2"	1	0.5
8	0.985607313040941	9	22	"CO2"	1	0.5
9	0.978992129982229	9	22	"CO2"	1	0.5
10	0.982550175215037	10	22	"CO2"	1	0.5
11	0.978832442864035	11	22	"CO2"	1	0.5
12	0.963063265612013	9	22	"CO2"	1	0.5
13	0.978486800702798	8	22	"CO2"	1	0.5
14	0.983849133230549	11	22	"CO2"	1	0.5
15	0.960812792133345	9	22	"CO2"	1	0.5
16	0.990228722434846	10	22	"CO2"	1	0.5
17	0.98120050490904	15	22	"CO2"	1	0.5
18	0.978941826796525	11	22	"CO2"	1	0.5
19	0.975590042865259	7	22	"CO2"	1	0.5
20	0.976871758121758	10	22	"CO2"	1	0.5
21	0.982890047024291	8	22	"CO2"	1	0.5
22	0.97626139314672	11	22	"CO2"	1	0.5
23	0.974020544672719	12	22	"CO2"	1	0.5
24	0.979851225807857	10	22	"CO2"	1	0.5
25	0.983769427503443	8	22	"CO2"	1	0.5
26	0.985996779133386	8	22	"CO2"	1	0.5
27	0.984507970753925	10	22	"CO2"	1	0.5
28	0.982404583907141	8	22	"CO2"	1	0.5
29	0.982217842366357	8	22	"CO2"	1	0.5
30	0.982276268115942	10	22	"CO2"	1	0.5
1	0.98285676327515	9	23	"CO2"	1	0.5
2	0.976238138366851	11	23	"CO2"	1	0.5
3	0.978005163044388	9	23	"CO2"	1	0.5
4	0.975984373682583	9	23	"CO2"	1	0.5
5	0.987936148353065	8	23	"CO2"	1	0.5
6	0.983993666691214	12	23	"CO2"	1	0.5
7	0.971949665498566	8	23	"CO2"	1	0.5
8	0.986692942942943	13	23	"CO2"	1	0.5
9	0.984423761693639	13	23	"CO2"	1	0.5
10	0.982224386137625	11	23	"CO2"	1	0.5
11	0.974141141173091	11	23	"CO2"	1	0.5
12	0.973316568140534	9	23	"CO2"	1	0.5
13	0.98049243563774	9	23	"CO2"	1	0.5
14	0.979848573737284	10	23	"CO2"	1	0.5
15	0.97946953215542	9	23	"CO2"	1	0.5
16	0.982414195591383	9	23	"CO2"	1	0.5
17	0.980036747140328	13	23	"CO2"	1	0.5
18	0.978464947912548	11	23	"CO2"	1	0.5
19	0.97982637262711	14	23	"CO2"	1	0.5
20	0.980764610699321	10	23	"CO2"	1	0.5
21	0.968915267525577	8	23	"CO2"	1	0.5
22	0.985785733087655	10	23	"CO2"	1	0.5
23	0.981595464288278	10	23	"CO2"	1	0.5
24	0.97045427304327	15	23	"CO2"	1	0.5
25	0.978475210508141	9	23	"CO2"	1	0.5
26	0.977936594202899	12	23	"CO2"	1	0.5
27	0.973780652844692	11	23	"CO2"	1	0.5
28	0.97857579306482	9	23	"CO2"	1	0.5
29	0.972187976233284	10	23	"CO2"	1	0.5
30	0.978798068161108	9	23	"CO2"	1	0.5
1	0.983750213602187	10	24	"CO2"	1	0.5
2	0.974543849822632	10	24	"CO2"	1	0.5
3	0.982514123707058	9	24	"CO2"	1	0.5
4	0.979036525192896	9	24	"CO2"	1	0.5
5	0.970272712167158	8	24	"CO2"	1	0.5
6	0.988246548387917	11	24	"CO2"	1	0.5
7	0.986580352326209	10	24	"CO2"	1	0.5
8	0.971825505237503	10	24	"CO2"	1	0.5
9	0.983344423969424	11	24	"CO2"	1	0.5
10	0.976135437452573	12	24	"CO2"	1	0.5
11	0.976209619121168	8	24	"CO2"	1	0.5
12	0.977030110846275	11	24	"CO2"	1	0.5
13	0.977520833333333	10	24	"CO2"	1	0.5
14	0.98086129188326	12	24	"CO2"	1	0.5
15	0.983473665026426	10	24	"CO2"	1	0.5
16	0.976214641816915	9	24	"CO2"	1	0.5
17	0.980162404975812	8	24	"CO2"	1	0.5
18	0.987608942781357	10	24	"CO2"	1	0.5
19	0.98673828988857	10	24	"CO2"	1	0.5
20	0.967696300016742	11	24	"CO2"	1	0.5
21	0.978271273552025	10	24	"CO2"	1	0.5
22	0.972623200502219	12	24	"CO2"	1	0.5
23	0.981912124792384	10	24	"CO2"	1	0.5
24	0.982363757040864	10	24	"CO2"	1	0.5
25	0.979314199851898	10	24	"CO2"	1	0.5
26	0.973408770930789	9	24	"CO2"	1	0.5
27	0.985095619696003	9	24	"CO2"	1	0.5
28	0.982239173986747	10	24	"CO2"	1	0.5
29	0.987273270069176	13	24	"CO2"	1	0.5
30	0.981678524653995	10	24	"CO2"	1	0.5
1	0.98503883296989	10	25	"CO2"	1	0.5
2	0.976823474632686	12	25	"CO2"	1	0.5
3	0.980364516663669	9	25	"CO2"	1	0.5
4	0.987314819827135	8	25	"CO2"	1	0.5
5	0.980995611775366	11	25	"CO2"	1	0.5
6	0.97580080658056	12	25	"CO2"	1	0.5
7	0.977910370969266	11	25	"CO2"	1	0.5
8	0.977126685361286	8	25	"CO2"	1	0.5
9	0.970569255345034	8	25	"CO2"	1	0.5
10	0.986104832633732	9	25	"CO2"	1	0.5
11	0.984934782608696	8	25	"CO2"	1	0.5
12	0.984440255470055	10	25	"CO2"	1	0.5
13	0.975281867885503	9	25	"CO2"	1	0.5
14	0.980882923853364	9	25	"CO2"	1	0.5
15	0.98370835845843	15	25	"CO2"	1	0.5
16	0.97898055465863	12	25	"CO2"	1	0.5
17	0.969568461634125	8	25	"CO2"	1	0.5
18	0.978941826796525	10	25	"CO2"	1	0.5
19	0.979015592211863	8	25	"CO2"	1	0.5
20	0.975423178814993	9	25	"CO2"	1	0.5
21	0.971485470198239	8	25	"CO2"	1	0.5
22	0.97809795390006	11	25	"CO2"	1	0.5
23	0.982250905797102	9	25	"CO2"	1	0.5
24	0.970165292556571	9	25	"CO2"	1	0.5
25	0.965899795852436	10	25	"CO2"	1	0.5
26	0.975611738021382	9	25	"CO2"	1	0.5
27	0.98513306144501	11	25	"CO2"	1	0.5
28	0.983949275362319	11	25	"CO2"	1	0.5
29	0.975665616189595	10	25	"CO2"	1	0.5
30	0.979912917004198	11	25	"CO2"	1	0.5
1	0.984268358349599	12	26	"CO2"	1	0.5
2	0.981419772044772	11	26	"CO2"	1	0.5
3	0.985956685071729	8	26	"CO2"	1	0.5
4	0.984325009239217	9	26	"CO2"	1	0.5
5	0.977705618614614	7	26	"CO2"	1	0.5
6	0.96407048605895	9	26	"CO2"	1	0.5
7	0.978353122006638	8	26	"CO2"	1	0.5
8	0.982823522385543	8	26	"CO2"	1	0.5
9	0.980424888356233	9	26	"CO2"	1	0.5
10	0.981752801181273	9	26	"CO2"	1	0.5
11	0.982082132098668	12	26	"CO2"	1	0.5
12	0.977500987001103	10	26	"CO2"	1	0.5
13	0.972732061418706	9	26	"CO2"	1	0.5
14	0.97648203115829	9	26	"CO2"	1	0.5
15	0.974682786899671	14	26	"CO2"	1	0.5
16	0.978944632863278	10	26	"CO2"	1	0.5
17	0.980983409751653	13	26	"CO2"	1	0.5
18	0.97513722957701	8	26	"CO2"	1	0.5
19	0.977277639406352	10	26	"CO2"	1	0.5
20	0.982638888888889	10	26	"CO2"	1	0.5
21	0.974579710144928	10	26	"CO2"	1	0.5
22	0.98475295733325	7	26	"CO2"	1	0.5
23	0.984036474409854	9	26	"CO2"	1	0.5
24	0.956125638682341	9	26	"CO2"	1	0.5
25	0.969649121464723	10	26	"CO2"	1	0.5
26	0.98436004124015	10	26	"CO2"	1	0.5
27	0.97992396347301	9	26	"CO2"	1	0.5
28	0.969626524525398	8	26	"CO2"	1	0.5
29	0.97427943462645	10	26	"CO2"	1	0.5
30	0.970995359668499	9	26	"CO2"	1	0.5
1	0.96389314186157	8	27	"CO2"	1	0.5
2	0.978700088306327	9	27	"CO2"	1	0.5
3	0.982399634054461	13	27	"CO2"	1	0.5
4	0.983124360241894	11	27	"CO2"	1	0.5
5	0.980445130243749	10	27	"CO2"	1	0.5
6	0.983160781034822	7	27	"CO2"	1	0.5
7	0.984687753148244	11	27	"CO2"	1	0.5
8	0.980520784932976	8	27	"CO2"	1	0.5
9	0.973749912336068	11	27	"CO2"	1	0.5
10	0.978326300984529	9	27	"CO2"	1	0.5
11	0.970481582797888	10	27	"CO2"	1	0.5
12	0.966921575224954	7	27	"CO2"	1	0.5
13	0.975500313859838	11	27	"CO2"	1	0.5
14	0.973542975203761	8	27	"CO2"	1	0.5
15	0.982722826086956	10	27	"CO2"	1	0.5
16	0.979890252712824	10	27	"CO2"	1	0.5
17	0.978886444412981	10	27	"CO2"	1	0.5
18	0.980082505758411	9	27	"CO2"	1	0.5
19	0.982271799810348	10	27	"CO2"	1	0.5
20	0.979350442459326	9	27	"CO2"	1	0.5
21	0.98642989155072	9	27	"CO2"	1	0.5
22	0.981800619646437	10	27	"CO2"	1	0.5
23	0.987978248367782	8	27	"CO2"	1	0.5
24	0.97878520283857	7	27	"CO2"	1	0.5
25	0.9843343020127	10	27	"CO2"	1	0.5
26	0.98028593642018	12	27	"CO2"	1	0.5
27	0.975700909529511	9	27	"CO2"	1	0.5
28	0.981491805599802	11	27	"CO2"	1	0.5
29	0.984578158102438	10	27	"CO2"	1	0.5
30	0.980168808800975	9	27	"CO2"	1	0.5
1	0.974045402238728	10	28	"CO2"	1	0.5
2	0.978732496219841	15	28	"CO2"	1	0.5
3	0.979511455173135	10	28	"CO2"	1	0.5
4	0.979260869565217	9	28	"CO2"	1	0.5
5	0.986299132549146	12	28	"CO2"	1	0.5
6	0.980338808669401	10	28	"CO2"	1	0.5
7	0.982405124310302	9	28	"CO2"	1	0.5
8	0.983711537212459	8	28	"CO2"	1	0.5
9	0.98144754539341	12	28	"CO2"	1	0.5
10	0.98322087231608	9	28	"CO2"	1	0.5
11	0.984248559634926	10	28	"CO2"	1	0.5
12	0.984204313552879	11	28	"CO2"	1	0.5
13	0.971770634169005	10	28	"CO2"	1	0.5
14	0.981951911039105	10	28	"CO2"	1	0.5
15	0.982256118484409	8	28	"CO2"	1	0.5
16	0.983442514959103	11	28	"CO2"	1	0.5
17	0.976364333786658	7	28	"CO2"	1	0.5
18	0.977179528576041	10	28	"CO2"	1	0.5
19	0.988338465895013	7	28	"CO2"	1	0.5
20	0.979604866684305	10	28	"CO2"	1	0.5
21	0.986437946246851	10	28	"CO2"	1	0.5
22	0.964760109487166	9	28	"CO2"	1	0.5
23	0.977344846735168	12	28	"CO2"	1	0.5
24	0.982276268115942	10	28	"CO2"	1	0.5
25	0.979124234473748	9	28	"CO2"	1	0.5
26	0.975264984732853	9	28	"CO2"	1	0.5
27	0.97410955154318	9	28	"CO2"	1	0.5
28	0.969973154691279	10	28	"CO2"	1	0.5
29	0.982499041043345	7	28	"CO2"	1	0.5
30	0.98326493261605	8	28	"CO2"	1	0.5
1	0.975564912647766	8	29	"CO2"	1	0.5
2	0.981695052210674	9	29	"CO2"	1	0.5
3	0.980485507246377	11	29	"CO2"	1	0.5
4	0.984900835310106	11	29	"CO2"	1	0.5
5	0.985017263764642	8	29	"CO2"	1	0.5
6	0.979219038042567	11	29	"CO2"	1	0.5
7	0.973989320720798	11	29	"CO2"	1	0.5
8	0.989666272837794	13	29	"CO2"	1	0.5
9	0.981863238168614	7	29	"CO2"	1	0.5
10	0.976769934778035	8	29	"CO2"	1	0.5
11	0.969623215951287	12	29	"CO2"	1	0.5
12	0.984224697745631	9	29	"CO2"	1	0.5
13	0.982765282041643	9	29	"CO2"	1	0.5
14	0.983548321048321	9	29	"CO2"	1	0.5
15	0.979755739260247	9	29	"CO2"	1	0.5
16	0.982916378714582	8	29	"CO2"	1	0.5
17	0.975151054379577	9	29	"CO2"	1	0.5
18	0.969982702214869	10	29	"CO2"	1	0.5
19	0.982834734063533	9	29	"CO2"	1	0.5
20	0.983216512187881	11	29	"CO2"	1	0.5
21	0.975859047645966	13	29	"CO2"	1	0.5
22	0.979487451771619	10	29	"CO2"	1	0.5
23	0.981615261035631	8	29	"CO2"	1	0.5
24	0.982499437902251	11	29	"CO2"	1	0.5
25	0.98055218370555	11	29	"CO2"	1	0.5
26	0.98276333100875	11	29	"CO2"	1	0.5
27	0.986511887922981	10	29	"CO2"	1	0.5
28	0.981321619556914	10	29	"CO2"	1	0.5
29	0.980380905004708	13	29	"CO2"	1	0.5
30	0.992613398128991	12	29	"CO2"	1	0.5
1	0.983997251123696	11	30	"CO2"	1	0.5
2	0.979942238725444	12	30	"CO2"	1	0.5
3	0.979380962855534	13	30	"CO2"	1	0.5
4	0.984865283423966	11	30	"CO2"	1	0.5
5	0.97608878879846	8	30	"CO2"	1	0.5
6	0.982070462454705	9	30	"CO2"	1	0.5
7	0.985142331207679	9	30	"CO2"	1	0.5
8	0.974586620020463	10	30	"CO2"	1	0.5
9	0.983940953035151	8	30	"CO2"	1	0.5
10	0.973660447095142	10	30	"CO2"	1	0.5
11	0.979210371138073	12	30	"CO2"	1	0.5
12	0.978494161626795	8	30	"CO2"	1	0.5
13	0.981235663520475	11	30	"CO2"	1	0.5
14	0.975523570560704	9	30	"CO2"	1	0.5
15	0.987578552991276	11	30	"CO2"	1	0.5
16	0.978558154460278	10	30	"CO2"	1	0.5
17	0.981928153570274	11	30	"CO2"	1	0.5
18	0.982347061763236	12	30	"CO2"	1	0.5
19	0.985833745170276	9	30	"CO2"	1	0.5
20	0.971780205337648	8	30	"CO2"	1	0.5
21	0.985933871582323	12	30	"CO2"	1	0.5
22	0.982476002277982	8	30	"CO2"	1	0.5
23	0.985604698549682	11	30	"CO2"	1	0.5
24	0.978259135567416	10	30	"CO2"	1	0.5
25	0.981011786449071	11	30	"CO2"	1	0.5
26	0.971789073624677	8	30	"CO2"	1	0.5
27	0.978818244644091	11	30	"CO2"	1	0.5
28	0.974925153659801	7	30	"CO2"	1	0.5
29	0.975000529949196	10	30	"CO2"	1	0.5
30	0.979609601449275	10	30	"CO2"	1	0.5
1	0.981781940490543	1	1	"CO2"	1	0.7
2	0.972522406390879	1	1	"CO2"	1	0.7
3	0.969867598955894	1	1	"CO2"	1	0.7
4	0.977942631233086	1	1	"CO2"	1	0.7
5	0.974223147436699	1	1	"CO2"	1	0.7
6	0.981852714171793	1	1	"CO2"	1	0.7
7	0.981998668612011	1	1	"CO2"	1	0.7
8	0.978282049616611	1	1	"CO2"	1	0.7
9	0.963866801348738	1	1	"CO2"	1	0.7
10	0.984742003998001	1	1	"CO2"	1	0.7
11	0.975053216203659	1	1	"CO2"	1	0.7
12	0.977194640397965	1	1	"CO2"	1	0.7
13	0.969326727925409	1	1	"CO2"	1	0.7
14	0.978529715171908	1	1	"CO2"	1	0.7
15	0.973142735570932	1	1	"CO2"	1	0.7
16	0.977507796304969	1	1	"CO2"	1	0.7
17	0.970206960281759	1	1	"CO2"	1	0.7
18	0.976382223390967	1	1	"CO2"	1	0.7
19	0.979815267875581	1	1	"CO2"	1	0.7
20	0.984617017869947	1	1	"CO2"	1	0.7
21	0.976491504998557	1	1	"CO2"	1	0.7
22	0.976076966575372	1	1	"CO2"	1	0.7
23	0.974049957910656	1	1	"CO2"	1	0.7
24	0.967995610165324	1	1	"CO2"	1	0.7
25	0.975569200693771	1	1	"CO2"	1	0.7
26	0.976986144338118	1	1	"CO2"	1	0.7
27	0.981258185550954	1	1	"CO2"	1	0.7
28	0.979651734166631	1	1	"CO2"	1	0.7
29	0.970446258531064	1	1	"CO2"	1	0.7
30	0.984653721014306	1	1	"CO2"	1	0.7
1	0.985104623127959	2	2	"CO2"	1	0.7
2	0.984582727241974	2	2	"CO2"	1	0.7
3	0.983142288235927	2	2	"CO2"	1	0.7
4	0.989756624912889	2	2	"CO2"	1	0.7
5	0.982553380935258	2	2	"CO2"	1	0.7
6	0.99042313671533	2	2	"CO2"	1	0.7
7	0.988726675881133	2	2	"CO2"	1	0.7
8	0.979478389001474	2	2	"CO2"	1	0.7
9	0.982185579286334	2	2	"CO2"	1	0.7
10	0.986355087831619	2	2	"CO2"	1	0.7
11	0.982409247829271	2	2	"CO2"	1	0.7
12	0.984168935463434	2	2	"CO2"	1	0.7
13	0.988430447429808	2	2	"CO2"	1	0.7
14	0.986274759407302	2	2	"CO2"	1	0.7
15	0.983958920840109	2	2	"CO2"	1	0.7
16	0.98463916448382	2	2	"CO2"	1	0.7
17	0.99007773968331	2	2	"CO2"	1	0.7
18	0.989724491018989	2	2	"CO2"	1	0.7
19	0.988944447240336	2	2	"CO2"	1	0.7
20	0.983809493974897	2	2	"CO2"	1	0.7
21	0.977574940432878	2	2	"CO2"	1	0.7
22	0.983369135008965	2	2	"CO2"	1	0.7
23	0.984556690312086	2	2	"CO2"	1	0.7
24	0.98038034051892	2	2	"CO2"	1	0.7
25	0.979240557552428	2	2	"CO2"	1	0.7
26	0.986914380085922	2	2	"CO2"	1	0.7
27	0.984991798797157	2	2	"CO2"	1	0.7
28	0.982188241124208	2	2	"CO2"	1	0.7
29	0.98498753442579	2	2	"CO2"	1	0.7
30	0.988547857636489	2	2	"CO2"	1	0.7
1	0.986904955378278	2	3	"CO2"	1	0.7
2	0.977952766769108	2	3	"CO2"	1	0.7
3	0.985502849348598	3	3	"CO2"	1	0.7
4	0.987667693179002	3	3	"CO2"	1	0.7
5	0.979725293711126	2	3	"CO2"	1	0.7
6	0.988774461620945	2	3	"CO2"	1	0.7
7	0.98928059324573	2	3	"CO2"	1	0.7
8	0.980233178245813	2	3	"CO2"	1	0.7
9	0.984218142040183	2	3	"CO2"	1	0.7
10	0.981762522752524	3	3	"CO2"	1	0.7
11	0.986236187030556	2	3	"CO2"	1	0.7
