"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"q_noisy_var"	"prop_noise_x"
23	0.974049086002342	9	23	"CO2"	2	0.5
24	0.972609682698907	9	23	"CO2"	2	0.5
25	0.973555232845969	10	23	"CO2"	2	0.5
26	0.968901697957222	10	23	"CO2"	2	0.5
27	0.973263469267306	9	23	"CO2"	2	0.5
28	0.975344996926295	9	23	"CO2"	2	0.5
29	0.982129501931482	11	23	"CO2"	2	0.5
30	0.974684692467173	12	23	"CO2"	2	0.5
1	0.970659789621578	10	24	"CO2"	2	0.5
2	0.971586849581059	11	24	"CO2"	2	0.5
3	0.966571321974879	10	24	"CO2"	2	0.5
4	0.963488821895902	12	24	"CO2"	2	0.5
5	0.972086970393721	11	24	"CO2"	2	0.5
6	0.970927846486606	10	24	"CO2"	2	0.5
7	0.977270738613494	10	24	"CO2"	2	0.5
8	0.96981974440538	10	24	"CO2"	2	0.5
9	0.973085315111126	10	24	"CO2"	2	0.5
10	0.968663669991104	10	24	"CO2"	2	0.5
11	0.978761431886432	11	24	"CO2"	2	0.5
12	0.968212020537602	11	24	"CO2"	2	0.5
13	0.979244565217391	12	24	"CO2"	2	0.5
14	0.984545289855073	9	24	"CO2"	2	0.5
15	0.981953862160514	10	24	"CO2"	2	0.5
16	0.980495380694489	11	24	"CO2"	2	0.5
17	0.965231332870507	9	24	"CO2"	2	0.5
18	0.969111765190333	11	24	"CO2"	2	0.5
19	0.976342352937059	9	24	"CO2"	2	0.5
20	0.980630754528688	12	24	"CO2"	2	0.5
21	0.976805087243787	10	24	"CO2"	2	0.5
22	0.970447556915749	11	24	"CO2"	2	0.5
23	0.980298470689686	8	24	"CO2"	2	0.5
24	0.972683857309051	11	24	"CO2"	2	0.5
25	0.974403479841152	9	24	"CO2"	2	0.5
26	0.97474350458936	10	24	"CO2"	2	0.5
27	0.980456979958535	11	24	"CO2"	2	0.5
28	0.974123885946726	10	24	"CO2"	2	0.5
29	0.979766014576141	9	24	"CO2"	2	0.5
30	0.97706163356066	10	24	"CO2"	2	0.5
1	0.973148197032892	10	25	"CO2"	2	0.5
2	0.968657641602373	9	25	"CO2"	2	0.5
3	0.979008438818565	11	25	"CO2"	2	0.5
4	0.973989320720798	10	25	"CO2"	2	0.5
5	0.972034296692965	12	25	"CO2"	2	0.5
6	0.961704161678252	12	25	"CO2"	2	0.5
7	0.974272687798524	12	25	"CO2"	2	0.5
8	0.974032113412644	14	25	"CO2"	2	0.5
9	0.969225477637937	10	25	"CO2"	2	0.5
10	0.976488110392586	9	25	"CO2"	2	0.5
11	0.976443745408264	10	25	"CO2"	2	0.5
12	0.975456621004566	10	25	"CO2"	2	0.5
13	0.971437346437346	10	25	"CO2"	2	0.5
14	0.970584665796899	10	25	"CO2"	2	0.5
15	0.980124100273021	11	25	"CO2"	2	0.5
16	0.979471319972357	10	25	"CO2"	2	0.5
17	0.97255318290666	9	25	"CO2"	2	0.5
18	0.978746936401778	11	25	"CO2"	2	0.5
19	0.97142002734108	9	25	"CO2"	2	0.5
20	0.977847239617936	10	25	"CO2"	2	0.5
21	0.978944032041377	11	25	"CO2"	2	0.5
22	0.970457371911975	10	25	"CO2"	2	0.5
23	0.974211760618431	10	25	"CO2"	2	0.5
24	0.983573323228496	11	25	"CO2"	2	0.5
25	0.973616630322888	10	25	"CO2"	2	0.5
26	0.967856882757473	10	25	"CO2"	2	0.5
27	0.976801599045264	11	25	"CO2"	2	0.5
28	0.972113429304437	10	25	"CO2"	2	0.5
29	0.974400427720352	11	25	"CO2"	2	0.5
30	0.96906231474701	10	25	"CO2"	2	0.5
1	0.960922756789725	9	26	"CO2"	2	0.5
2	0.97597539338787	9	26	"CO2"	2	0.5
3	0.973163781813033	10	26	"CO2"	2	0.5
4	0.968274056055924	10	26	"CO2"	2	0.5
5	0.972124887769397	10	26	"CO2"	2	0.5
6	0.983492573612438	9	26	"CO2"	2	0.5
7	0.981567106040015	11	26	"CO2"	2	0.5
8	0.965543021439975	10	26	"CO2"	2	0.5
9	0.969268537145629	10	26	"CO2"	2	0.5
10	0.978028875185273	13	26	"CO2"	2	0.5
11	0.975048575186631	10	26	"CO2"	2	0.5
12	0.964413942834659	8	26	"CO2"	2	0.5
13	0.967780429594272	9	26	"CO2"	2	0.5
14	0.965516706159911	10	26	"CO2"	2	0.5
15	0.976311856036567	8	26	"CO2"	2	0.5
16	0.98135941445876	11	26	"CO2"	2	0.5
17	0.973047216800161	9	26	"CO2"	2	0.5
18	0.980954573091288	11	26	"CO2"	2	0.5
19	0.973513448357837	10	26	"CO2"	2	0.5
20	0.969356545761131	9	26	"CO2"	2	0.5
21	0.968150466142058	11	26	"CO2"	2	0.5
22	0.977331860579283	11	26	"CO2"	2	0.5
23	0.972722831204363	10	26	"CO2"	2	0.5
24	0.967558876811594	10	26	"CO2"	2	0.5
25	0.975132124842913	10	26	"CO2"	2	0.5
26	0.975460416422849	10	26	"CO2"	2	0.5
27	0.974040764895665	9	26	"CO2"	2	0.5
28	0.967279709859093	10	26	"CO2"	2	0.5
29	0.975180879049472	13	26	"CO2"	2	0.5
30	0.972281326929367	10	26	"CO2"	2	0.5
1	0.979802632030355	9	27	"CO2"	2	0.5
2	0.976467566339333	13	27	"CO2"	2	0.5
3	0.963526232929127	10	27	"CO2"	2	0.5
4	0.971125693837302	12	27	"CO2"	2	0.5
5	0.980498517178513	10	27	"CO2"	2	0.5
6	0.979345669640729	13	27	"CO2"	2	0.5
7	0.964255468002062	8	27	"CO2"	2	0.5
8	0.970956711597106	9	27	"CO2"	2	0.5
9	0.96084913246252	12	27	"CO2"	2	0.5
10	0.977222857912095	12	27	"CO2"	2	0.5
11	0.977321192549292	10	27	"CO2"	2	0.5
12	0.97180075736356	10	27	"CO2"	2	0.5
13	0.981035980836068	11	27	"CO2"	2	0.5
14	0.974822019302202	10	27	"CO2"	2	0.5
15	0.978330784661027	9	27	"CO2"	2	0.5
16	0.967605382127477	9	27	"CO2"	2	0.5
17	0.967908079645709	11	27	"CO2"	2	0.5
18	0.975053216203659	10	27	"CO2"	2	0.5
19	0.974166860246949	12	27	"CO2"	2	0.5
20	0.971674406768878	10	27	"CO2"	2	0.5
21	0.981302798265089	9	27	"CO2"	2	0.5
22	0.976999844066739	10	27	"CO2"	2	0.5
23	0.980378369039392	12	27	"CO2"	2	0.5
24	0.979904031126604	11	27	"CO2"	2	0.5
25	0.974311838137317	8	27	"CO2"	2	0.5
26	0.962674451978617	11	27	"CO2"	2	0.5
27	0.9723600552868	8	27	"CO2"	2	0.5
28	0.975136225931724	7	27	"CO2"	2	0.5
29	0.976064441887227	10	27	"CO2"	2	0.5
30	0.980995611775366	11	27	"CO2"	2	0.5
1	0.962691320950191	10	28	"CO2"	2	0.5
2	0.976098049936213	13	28	"CO2"	2	0.5
3	0.985570731435652	10	28	"CO2"	2	0.5
4	0.975126378876053	9	28	"CO2"	2	0.5
5	0.974038864862519	10	28	"CO2"	2	0.5
6	0.972772215779525	10	28	"CO2"	2	0.5
7	0.972602498647677	12	28	"CO2"	2	0.5
8	0.977704896804526	8	28	"CO2"	2	0.5
9	0.977391178898312	12	28	"CO2"	2	0.5
10	0.979749481686247	8	28	"CO2"	2	0.5
11	0.970790212065144	13	28	"CO2"	2	0.5
12	0.977184692467173	9	28	"CO2"	2	0.5
13	0.97628037191144	9	28	"CO2"	2	0.5
14	0.981783792871553	10	28	"CO2"	2	0.5
15	0.971969494246722	11	28	"CO2"	2	0.5
16	0.977135558305484	10	28	"CO2"	2	0.5
17	0.966192483315771	11	28	"CO2"	2	0.5
18	0.98387139922099	10	28	"CO2"	2	0.5
19	0.969583038025948	12	28	"CO2"	2	0.5
20	0.97837597042891	10	28	"CO2"	2	0.5
21	0.973519072058354	9	28	"CO2"	2	0.5
22	0.97263162057041	10	28	"CO2"	2	0.5
23	0.969383124250381	10	28	"CO2"	2	0.5
24	0.983063539072491	8	28	"CO2"	2	0.5
25	0.98320954074694	9	28	"CO2"	2	0.5
26	0.9730485504123	9	28	"CO2"	2	0.5
27	0.97614006094097	10	28	"CO2"	2	0.5
28	0.971968699827878	9	28	"CO2"	2	0.5
29	0.966946063612827	10	28	"CO2"	2	0.5
30	0.975045804010205	9	28	"CO2"	2	0.5
1	0.97474498022642	9	29	"CO2"	2	0.5
2	0.974973491824321	11	29	"CO2"	2	0.5
3	0.976393413084799	9	29	"CO2"	2	0.5
4	0.977382216558706	10	29	"CO2"	2	0.5
5	0.979195595764079	10	29	"CO2"	2	0.5
6	0.974073849327953	12	29	"CO2"	2	0.5
7	0.977235149057044	10	29	"CO2"	2	0.5
8	0.965365257026204	9	29	"CO2"	2	0.5
9	0.981973292159046	10	29	"CO2"	2	0.5
10	0.978011434837093	10	29	"CO2"	2	0.5
11	0.972040547692858	10	29	"CO2"	2	0.5
12	0.956748382972581	10	29	"CO2"	2	0.5
13	0.974159010923717	11	29	"CO2"	2	0.5
14	0.976584638713352	11	29	"CO2"	2	0.5
15	0.974437197559436	10	29	"CO2"	2	0.5
16	0.968261635008803	13	29	"CO2"	2	0.5
17	0.979149512153855	10	29	"CO2"	2	0.5
18	0.986063557522733	11	29	"CO2"	2	0.5
19	0.9781857072726	10	29	"CO2"	2	0.5
20	0.96982432148117	10	29	"CO2"	2	0.5
21	0.99121257307098	11	29	"CO2"	2	0.5
22	0.968039337852209	11	29	"CO2"	2	0.5
23	0.977099507879262	14	29	"CO2"	2	0.5
24	0.977144811412937	11	29	"CO2"	2	0.5
25	0.978206280586112	10	29	"CO2"	2	0.5
26	0.97305904866047	10	29	"CO2"	2	0.5
27	0.965488021759598	10	29	"CO2"	2	0.5
28	0.972329257562426	9	29	"CO2"	2	0.5
29	0.970201375529745	10	29	"CO2"	2	0.5
30	0.972387029883073	13	29	"CO2"	2	0.5
1	0.975013910884732	10	30	"CO2"	2	0.5
2	0.969552405224594	10	30	"CO2"	2	0.5
3	0.970609604267022	10	30	"CO2"	2	0.5
4	0.979065371968185	8	30	"CO2"	2	0.5
5	0.976325624854006	11	30	"CO2"	2	0.5
6	0.976276109991231	15	30	"CO2"	2	0.5
7	0.977926974285655	10	30	"CO2"	2	0.5
8	0.975933631273437	10	30	"CO2"	2	0.5
9	0.982597624595263	11	30	"CO2"	2	0.5
10	0.976168100244239	11	30	"CO2"	2	0.5
11	0.98387238690998	8	30	"CO2"	2	0.5
12	0.967017353946078	11	30	"CO2"	2	0.5
13	0.971304208787109	8	30	"CO2"	2	0.5
14	0.975007611379859	11	30	"CO2"	2	0.5
15	0.978147587677018	11	30	"CO2"	2	0.5
16	0.978152991427059	9	30	"CO2"	2	0.5
17	0.979738308277743	12	30	"CO2"	2	0.5
18	0.962801759191885	12	30	"CO2"	2	0.5
19	0.9737989098247	11	30	"CO2"	2	0.5
20	0.969415035548899	9	30	"CO2"	2	0.5
21	0.973172510942295	11	30	"CO2"	2	0.5
22	0.964419918443367	11	30	"CO2"	2	0.5
23	0.9813899447132	10	30	"CO2"	2	0.5
24	0.979661433123944	10	30	"CO2"	2	0.5
25	0.980154162926984	11	30	"CO2"	2	0.5
26	0.978400134405657	10	30	"CO2"	2	0.5
27	0.977154500779096	11	30	"CO2"	2	0.5
28	0.975134463842181	11	30	"CO2"	2	0.5
29	0.976602589170642	8	30	"CO2"	2	0.5
30	0.976304129444265	13	30	"CO2"	2	0.5
1	0.955524361398489	1	1	"CO2"	2	0.7
2	0.958095119654627	1	1	"CO2"	2	0.7
3	0.949266699814162	1	1	"CO2"	2	0.7
4	0.956527456343362	1	1	"CO2"	2	0.7
5	0.948039278631454	1	1	"CO2"	2	0.7
6	0.96206722835056	1	1	"CO2"	2	0.7
7	0.945343053689256	1	1	"CO2"	2	0.7
8	0.946246396296003	1	1	"CO2"	2	0.7
9	0.95813543955086	1	1	"CO2"	2	0.7
10	0.947144642134347	1	1	"CO2"	2	0.7
11	0.959323373577695	1	1	"CO2"	2	0.7
12	0.96099626502714	1	1	"CO2"	2	0.7
13	0.966036118607533	1	1	"CO2"	2	0.7
14	0.955350013778679	1	1	"CO2"	2	0.7
15	0.943641476876984	1	1	"CO2"	2	0.7
16	0.956657842841153	1	1	"CO2"	2	0.7
17	0.961535511581531	1	1	"CO2"	2	0.7
18	0.950041316012526	1	1	"CO2"	2	0.7
19	0.946837361410226	1	1	"CO2"	2	0.7
20	0.963835343862704	1	1	"CO2"	2	0.7
21	0.954231164487795	1	1	"CO2"	2	0.7
22	0.963604863243044	1	1	"CO2"	2	0.7
23	0.959369445471024	1	1	"CO2"	2	0.7
24	0.954379655616823	1	1	"CO2"	2	0.7
25	0.960686768075931	1	1	"CO2"	2	0.7
26	0.95131897089917	1	1	"CO2"	2	0.7
27	0.953628190152561	1	1	"CO2"	2	0.7
28	0.955481778537462	1	1	"CO2"	2	0.7
29	0.956373515928662	1	1	"CO2"	2	0.7
30	0.95253038523482	1	1	"CO2"	2	0.7
1	0.972385191534808	2	2	"CO2"	2	0.7
2	0.980419990406311	2	2	"CO2"	2	0.7
3	0.979520896091104	2	2	"CO2"	2	0.7
4	0.981205605617754	2	2	"CO2"	2	0.7
5	0.977205154472049	2	2	"CO2"	2	0.7
6	0.980814652466726	2	2	"CO2"	2	0.7
7	0.980189269645817	2	2	"CO2"	2	0.7
8	0.978263296847368	2	2	"CO2"	2	0.7
9	0.978948534258269	2	2	"CO2"	2	0.7
10	0.983805371406108	2	2	"CO2"	2	0.7
11	0.979091374845955	2	2	"CO2"	2	0.7
12	0.978094729475894	2	2	"CO2"	2	0.7
13	0.979232707324482	2	2	"CO2"	2	0.7
14	0.979603260869565	2	2	"CO2"	2	0.7
15	0.985367393331986	2	2	"CO2"	2	0.7
16	0.980590208211111	2	2	"CO2"	2	0.7
17	0.977434992154225	2	2	"CO2"	2	0.7
18	0.978468225894444	2	2	"CO2"	2	0.7
19	0.972773633523033	2	2	"CO2"	2	0.7
20	0.980174922530315	2	2	"CO2"	2	0.7
21	0.977594055358946	2	2	"CO2"	2	0.7
22	0.976787049806852	2	2	"CO2"	2	0.7
23	0.980548476160136	2	2	"CO2"	2	0.7
24	0.981413949275362	2	2	"CO2"	2	0.7
25	0.988275280918082	2	2	"CO2"	2	0.7
26	0.9797343843033	2	2	"CO2"	2	0.7
27	0.981124327542111	2	2	"CO2"	2	0.7
28	0.986043589501279	2	2	"CO2"	2	0.7
29	0.973067456813241	2	2	"CO2"	2	0.7
30	0.980255654058664	2	2	"CO2"	2	0.7
1	0.982870702719949	3	3	"CO2"	2	0.7
2	0.967323121939997	3	3	"CO2"	2	0.7
3	0.982311295320397	3	3	"CO2"	2	0.7
4	0.98242628915252	3	3	"CO2"	2	0.7
5	0.974845375165861	3	3	"CO2"	2	0.7
6	0.981380433750429	3	3	"CO2"	2	0.7
7	0.98217887123172	3	3	"CO2"	2	0.7
8	0.977686061162974	3	3	"CO2"	2	0.7
9	0.981314828289746	2	3	"CO2"	2	0.7
10	0.980123272937867	3	3	"CO2"	2	0.7
11	0.975476974266398	3	3	"CO2"	2	0.7
12	0.982724035630072	2	3	"CO2"	2	0.7
13	0.976763608119162	3	3	"CO2"	2	0.7
14	0.977394581993871	3	3	"CO2"	2	0.7
15	0.981759675190048	3	3	"CO2"	2	0.7
16	0.978607665038305	3	3	"CO2"	2	0.7
17	0.986248393283064	3	3	"CO2"	2	0.7
18	0.984145646164478	3	3	"CO2"	2	0.7
19	0.964839421032138	3	3	"CO2"	2	0.7
20	0.979019059183781	3	3	"CO2"	2	0.7
21	0.98886256005905	3	3	"CO2"	2	0.7
22	0.983697809027466	3	3	"CO2"	2	0.7
23	0.986303801897861	3	3	"CO2"	2	0.7
24	0.984762092756566	3	3	"CO2"	2	0.7
25	0.980330052358981	3	3	"CO2"	2	0.7
26	0.977525003923583	3	3	"CO2"	2	0.7
27	0.980990942028986	3	3	"CO2"	2	0.7
28	0.97253046127067	3	3	"CO2"	2	0.7
29	0.981148616813623	3	3	"CO2"	2	0.7
30	0.976281231556168	3	3	"CO2"	2	0.7
1	0.981850087515112	4	4	"CO2"	2	0.7
2	0.987173184075839	4	4	"CO2"	2	0.7
3	0.977000781725006	4	4	"CO2"	2	0.7
4	0.9839820291293	4	4	"CO2"	2	0.7
5	0.976272863772864	4	4	"CO2"	2	0.7
6	0.987524736366776	4	4	"CO2"	2	0.7
7	0.986386725596805	4	4	"CO2"	2	0.7
8	0.988566793136438	4	4	"CO2"	2	0.7
9	0.978426869401475	4	4	"CO2"	2	0.7
10	0.987319412301003	4	4	"CO2"	2	0.7
11	0.986693904786526	4	4	"CO2"	2	0.7
12	0.983868556877406	4	4	"CO2"	2	0.7
13	0.982846793096101	4	4	"CO2"	2	0.7
14	0.982362712526871	4	4	"CO2"	2	0.7
15	0.986770117290172	4	4	"CO2"	2	0.7
16	0.989267909154263	4	4	"CO2"	2	0.7
17	0.981341475235049	4	4	"CO2"	2	0.7
18	0.96968465037772	4	4	"CO2"	2	0.7
19	0.981827924641823	4	4	"CO2"	2	0.7
20	0.981323566440758	4	4	"CO2"	2	0.7
21	0.978816219378219	4	4	"CO2"	2	0.7
22	0.98676399447132	4	4	"CO2"	2	0.7
23	0.974625650021928	4	4	"CO2"	2	0.7
24	0.976704056798844	4	4	"CO2"	2	0.7
25	0.979653391013997	4	4	"CO2"	2	0.7
26	0.987382136032225	4	4	"CO2"	2	0.7
27	0.98351631295206	4	4	"CO2"	2	0.7
28	0.980215436512453	4	4	"CO2"	2	0.7
29	0.977211800895436	4	4	"CO2"	2	0.7
30	0.979624037310366	4	4	"CO2"	2	0.7
1	0.979675538040193	5	5	"CO2"	2	0.7
2	0.981484910201814	5	5	"CO2"	2	0.7
3	0.981421478296478	5	5	"CO2"	2	0.7
4	0.973593621066982	5	5	"CO2"	2	0.7
5	0.98006639442675	5	5	"CO2"	2	0.7
6	0.981996245921259	5	5	"CO2"	2	0.7
7	0.984777209358196	5	5	"CO2"	2	0.7
8	0.983326556235643	5	5	"CO2"	2	0.7
9	0.986986869384934	5	5	"CO2"	2	0.7
10	0.978773215331998	5	5	"CO2"	2	0.7
11	0.983380932178544	5	5	"CO2"	2	0.7
12	0.985945244905573	5	5	"CO2"	2	0.7
13	0.983218686351711	5	5	"CO2"	2	0.7
14	0.982620106874839	5	5	"CO2"	2	0.7
15	0.982559260817729	5	5	"CO2"	2	0.7
16	0.986324460856411	5	5	"CO2"	2	0.7
17	0.983301774317975	5	5	"CO2"	2	0.7
18	0.96961938138578	5	5	"CO2"	2	0.7
19	0.979335739008764	5	5	"CO2"	2	0.7
20	0.965722947003735	5	5	"CO2"	2	0.7
21	0.992130377067413	5	5	"CO2"	2	0.7
22	0.977250924236043	5	5	"CO2"	2	0.7
23	0.984789719223949	5	5	"CO2"	2	0.7
24	0.980783904944883	5	5	"CO2"	2	0.7
25	0.988532962737775	5	5	"CO2"	2	0.7
26	0.980671428991387	5	5	"CO2"	2	0.7
27	0.974319930677151	5	5	"CO2"	2	0.7
28	0.986805311035372	5	5	"CO2"	2	0.7
29	0.982042043621572	5	5	"CO2"	2	0.7
30	0.98114091612048	5	5	"CO2"	2	0.7
1	0.984197947624781	6	6	"CO2"	2	0.7
2	0.982397914705164	6	6	"CO2"	2	0.7
3	0.982294158692185	6	6	"CO2"	2	0.7
4	0.979465393999058	6	6	"CO2"	2	0.7
5	0.988090910979105	6	6	"CO2"	2	0.7
6	0.983988468305505	6	6	"CO2"	2	0.7
7	0.97679935139659	6	6	"CO2"	2	0.7
8	0.965776947798141	6	6	"CO2"	2	0.7
9	0.971308423146897	6	6	"CO2"	2	0.7
10	0.978833221250841	6	6	"CO2"	2	0.7
11	0.981389489484123	6	6	"CO2"	2	0.7
12	0.973791939954208	6	6	"CO2"	2	0.7
13	0.981354955841858	6	6	"CO2"	2	0.7
14	0.985587880051476	6	6	"CO2"	2	0.7
15	0.980973722015631	6	6	"CO2"	2	0.7
16	0.980337331932263	6	6	"CO2"	2	0.7
17	0.981203875777465	6	6	"CO2"	2	0.7
18	0.983291092670564	6	6	"CO2"	2	0.7
19	0.981028249754687	6	6	"CO2"	2	0.7
20	0.983300460559484	6	6	"CO2"	2	0.7
21	0.971624380339822	6	6	"CO2"	2	0.7
22	0.979531234169808	6	6	"CO2"	2	0.7
23	0.97468426951406	6	6	"CO2"	2	0.7
24	0.976129865338498	6	6	"CO2"	2	0.7
25	0.980528013807278	6	6	"CO2"	2	0.7
26	0.986070514535861	6	6	"CO2"	2	0.7
27	0.980269402190584	6	6	"CO2"	2	0.7
28	0.981097740641176	6	6	"CO2"	2	0.7
29	0.97211817888279	6	6	"CO2"	2	0.7
30	0.982834882449426	6	6	"CO2"	2	0.7
1	0.979355749954438	7	7	"CO2"	2	0.7
2	0.962891579059148	7	7	"CO2"	2	0.7
3	0.9679281506417	7	7	"CO2"	2	0.7
4	0.979022866447205	7	7	"CO2"	2	0.7
5	0.964447276202612	7	7	"CO2"	2	0.7
6	0.967031521469347	7	7	"CO2"	2	0.7
7	0.979045808808462	7	7	"CO2"	2	0.7
8	0.982985676412107	7	7	"CO2"	2	0.7
9	0.974890507447707	7	7	"CO2"	2	0.7
10	0.978449628622241	7	7	"CO2"	2	0.7
11	0.975212471789033	7	7	"CO2"	2	0.7
12	0.982327180343596	7	7	"CO2"	2	0.7
13	0.97851936483756	7	7	"CO2"	2	0.7
14	0.975300338365704	7	7	"CO2"	2	0.7
15	0.961497773123023	7	7	"CO2"	2	0.7
16	0.978818221248955	7	7	"CO2"	2	0.7
17	0.981938343410524	7	7	"CO2"	2	0.7
18	0.977603618767094	7	7	"CO2"	2	0.7
19	0.979465237321634	7	7	"CO2"	2	0.7
20	0.983296884605329	7	7	"CO2"	2	0.7
21	0.976534175543127	7	7	"CO2"	2	0.7
22	0.97570162836895	7	7	"CO2"	2	0.7
23	0.97174499719945	7	7	"CO2"	2	0.7
24	0.985377818872964	7	7	"CO2"	2	0.7
25	0.982148589650302	7	7	"CO2"	2	0.7
26	0.974696637084664	7	7	"CO2"	2	0.7
27	0.979330252887502	7	7	"CO2"	2	0.7
28	0.983019199971842	7	7	"CO2"	2	0.7
29	0.979416815654081	7	7	"CO2"	2	0.7
30	0.97094158060386	7	7	"CO2"	2	0.7
1	0.96741671691686	8	8	"CO2"	2	0.7
2	0.970049236878522	8	8	"CO2"	2	0.7
3	0.971068631768914	8	8	"CO2"	2	0.7
4	0.973314286121931	8	8	"CO2"	2	0.7
5	0.979153517076934	8	8	"CO2"	2	0.7
6	0.965224674095113	8	8	"CO2"	2	0.7
7	0.964141280819387	8	8	"CO2"	2	0.7
8	0.970220502832228	8	8	"CO2"	2	0.7
9	0.971414183642444	8	8	"CO2"	2	0.7
10	0.972064620162446	8	8	"CO2"	2	0.7
11	0.978937553628262	8	8	"CO2"	2	0.7
12	0.979055892493665	8	8	"CO2"	2	0.7
13	0.96956943312442	8	8	"CO2"	2	0.7
14	0.967634847563624	8	8	"CO2"	2	0.7
15	0.978028635123721	8	8	"CO2"	2	0.7
16	0.974738762932741	8	8	"CO2"	2	0.7
17	0.96972244798025	8	8	"CO2"	2	0.7
18	0.97899889629236	8	8	"CO2"	2	0.7
19	0.968167934039645	8	8	"CO2"	2	0.7
20	0.975100822570043	8	8	"CO2"	2	0.7
21	0.970876288659794	8	8	"CO2"	2	0.7
22	0.984308505721628	8	8	"CO2"	2	0.7
23	0.970777041489016	8	8	"CO2"	2	0.7
24	0.982252133217318	8	8	"CO2"	2	0.7
25	0.984436453135584	8	8	"CO2"	2	0.7
26	0.969530192049871	8	8	"CO2"	2	0.7
27	0.967008481562346	8	8	"CO2"	2	0.7
28	0.978838680166114	8	8	"CO2"	2	0.7
29	0.976837485197392	8	8	"CO2"	2	0.7
30	0.977247140536358	8	8	"CO2"	2	0.7
1	0.974980456874837	9	9	"CO2"	2	0.7
2	0.975826425485107	9	9	"CO2"	2	0.7
3	0.976655906479837	9	9	"CO2"	2	0.7
4	0.969030149057509	9	9	"CO2"	2	0.7
5	0.963169019701683	8	9	"CO2"	2	0.7
6	0.978868044607084	9	9	"CO2"	2	0.7
7	0.972674011461035	9	9	"CO2"	2	0.7
8	0.978855910346728	9	9	"CO2"	2	0.7
9	0.967310855263158	9	9	"CO2"	2	0.7
10	0.979623730133447	9	9	"CO2"	2	0.7
11	0.969748502191614	9	9	"CO2"	2	0.7
12	0.975062829634349	9	9	"CO2"	2	0.7
13	0.980993479094745	9	9	"CO2"	2	0.7
14	0.981132908237444	9	9	"CO2"	2	0.7
15	0.961505519283839	9	9	"CO2"	2	0.7
16	0.970670950764789	9	9	"CO2"	2	0.7
17	0.984696609262008	9	9	"CO2"	2	0.7
18	0.97591494051671	8	9	"CO2"	2	0.7
19	0.979877602259651	9	9	"CO2"	2	0.7
20	0.983046988307912	8	9	"CO2"	2	0.7
21	0.980547128360707	9	9	"CO2"	2	0.7
22	0.977392512811604	8	9	"CO2"	2	0.7
23	0.975907266954758	9	9	"CO2"	2	0.7
24	0.982351753382244	9	9	"CO2"	2	0.7
25	0.979661895543072	9	9	"CO2"	2	0.7
26	0.969339865379469	9	9	"CO2"	2	0.7
27	0.978901149182549	9	9	"CO2"	2	0.7
28	0.981356431928238	9	9	"CO2"	2	0.7
29	0.970226037076485	9	9	"CO2"	2	0.7
30	0.961593436716792	9	9	"CO2"	2	0.7
1	0.97676883913938	10	10	"CO2"	2	0.7
2	0.972028626895884	9	10	"CO2"	2	0.7
3	0.979626423612879	9	10	"CO2"	2	0.7
4	0.976774696830012	9	10	"CO2"	2	0.7
5	0.976722453935906	9	10	"CO2"	2	0.7
6	0.979783820744793	9	10	"CO2"	2	0.7
7	0.972473210242994	8	10	"CO2"	2	0.7
8	0.977160175436822	10	10	"CO2"	2	0.7
9	0.976059027289846	9	10	"CO2"	2	0.7
10	0.969529840681836	10	10	"CO2"	2	0.7
11	0.977574014143593	9	10	"CO2"	2	0.7
12	0.977992242600275	10	10	"CO2"	2	0.7
13	0.971077758688378	9	10	"CO2"	2	0.7
14	0.974542172752228	9	10	"CO2"	2	0.7
15	0.969950114115727	10	10	"CO2"	2	0.7
16	0.966493607463718	10	10	"CO2"	2	0.7
17	0.974051151141509	9	10	"CO2"	2	0.7
18	0.981526846523415	10	10	"CO2"	2	0.7
19	0.977201029901377	9	10	"CO2"	2	0.7
20	0.980558844423396	10	10	"CO2"	2	0.7
21	0.972406443254035	10	10	"CO2"	2	0.7
22	0.980482640315923	9	10	"CO2"	2	0.7
23	0.979816862474084	10	10	"CO2"	2	0.7
24	0.972611180600908	10	10	"CO2"	2	0.7
25	0.976023449507747	10	10	"CO2"	2	0.7
26	0.972096901591112	9	10	"CO2"	2	0.7
27	0.968180909392812	9	10	"CO2"	2	0.7
28	0.97396339081422	10	10	"CO2"	2	0.7
29	0.968542245334113	9	10	"CO2"	2	0.7
30	0.960651167683568	10	10	"CO2"	2	0.7
1	0.973688317363214	11	11	"CO2"	2	0.7
2	0.979281048219613	11	11	"CO2"	2	0.7
3	0.966890117484451	10	11	"CO2"	2	0.7
4	0.972380833940341	8	11	"CO2"	2	0.7
5	0.969390117484451	10	11	"CO2"	2	0.7
6	0.97598813422141	10	11	"CO2"	2	0.7
7	0.97863428472182	10	11	"CO2"	2	0.7
8	0.965635920601169	10	11	"CO2"	2	0.7
9	0.967145046957912	10	11	"CO2"	2	0.7
10	0.982297660145761	10	11	"CO2"	2	0.7
11	0.976088257597655	9	11	"CO2"	2	0.7
12	0.975114501416638	10	11	"CO2"	2	0.7
13	0.977287794316262	9	11	"CO2"	2	0.7
14	0.973761834448015	9	11	"CO2"	2	0.7
15	0.974342398410507	9	11	"CO2"	2	0.7
16	0.970267805553815	10	11	"CO2"	2	0.7
17	0.966655085555459	9	11	"CO2"	2	0.7
18	0.974337210206115	9	11	"CO2"	2	0.7
